controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, 8.00000e+00, 1.00000e+00, 2.62472e-03, 1.59209e+02
1, 7, 3.79581e-02, 1.01037e+01, 3.82129e-01, 3.82129e-01, 8.00000e+00, 8.57143e-01, 1.91810e-02, 1.59209e+02
2, 14, 7.59163e-02, 1.00920e+01, 7.64259e-01, 7.64259e-01, 8.00000e+00, 5.00000e-01, 4.30721e-02, 1.59209e+02
3, 20, 1.08452e-01, 1.00843e+01, 1.09180e+00, 1.09180e+00, 8.00000e+00, 3.00000e-01, 7.07440e-02, 1.59209e+02
4, 27, 1.46410e-01, 1.00762e+01, 1.47393e+00, 1.47393e+00, 8.00000e+00, 2.59259e-01, 1.04143e-01, 1.59209e+02
5, 33, 1.78946e-01, 1.00724e+01, 1.80147e+00, 1.80147e+00, 8.00000e+00, 1.81818e-01, 1.50591e-01, 1.59209e+02
6, 38, 2.06058e-01, 1.00720e+01, 2.07442e+00, 2.07442e+00, 8.00000e+00, 1.31579e-01, 1.93375e-01, 1.59209e+02
7, 44, 2.38594e-01, 1.00708e+01, 2.40196e+00, 2.40196e+00, 8.00000e+00, 1.36364e-01, 2.42712e-01, 1.59209e+02
8, 51, 2.76552e-01, 1.00679e+01, 2.67491e+00, 2.67491e+00, 8.00000e+00, 1.37255e-01, 2.68251e-01, 1.59209e+02
9, 59, 3.19933e-01, 1.00664e+01, 3.11163e+00, 3.11163e+00, 8.00000e+00, 1.35593e-01, 3.02602e-01, 1.59209e+02
10, 66, 3.57891e-01, 1.00610e+01, 3.49375e+00, 3.49375e+00, 8.00000e+00, 1.06061e-01, 2.50985e-01, 1.59209e+02
11, 72, 3.90427e-01, 1.00557e+01, 3.65752e+00, 3.65752e+00, 8.00000e+00, 8.33333e-02, 3.06220e-01, 1.59209e+02
12, 78, 4.22962e-01, 1.00525e+01, 3.76670e+00, 3.76670e+00, 8.00000e+00, 1.02564e-01, 3.11816e-01, 1.59209e+02
13, 84, 4.55498e-01, 1.00458e+01, 4.09424e+00, 4.09424e+00, 8.00000e+00, 1.07143e-01, 3.14777e-01, 1.59209e+02
14, 90, 4.88033e-01, 1.00399e+01, 4.42178e+00, 4.42178e+00, 8.00000e+00, 1.33333e-01, 3.23321e-01, 1.59209e+02
15, 96, 5.20569e-01, 1.00356e+01, 5.02227e+00, 5.02227e+00, 8.00000e+00, 1.45833e-01, 3.20481e-01, 1.59209e+02
16, 104, 5.63949e-01, 1.00279e+01, 5.51358e+00, 5.51358e+00, 8.00000e+00, 1.82692e-01, 3.70124e-01, 1.59209e+02
17, 110, 5.96485e-01, 1.00223e+01, 5.73194e+00, 5.73194e+00, 8.00000e+00, 1.90909e-01, 3.71385e-01, 1.59209e+02
18, 116, 6.29021e-01, 1.00136e+01, 5.89571e+00, 5.89571e+00, 8.00000e+00, 1.98276e-01, 3.36760e-01, 1.59209e+02
19, 122, 6.61556e-01, 1.00061e+01, 6.38702e+00, 6.38702e+00, 8.00000e+00, 2.13115e-01, 3.47691e-01, 1.59209e+02
20, 128, 6.94092e-01, 9.99725e+00, 7.36964e+00, 7.36964e+00, 8.00000e+00, 2.50000e-01, 3.55720e-01, 1.59209e+02
21, 134, 7.26627e-01, 9.99042e+00, 7.80636e+00, 7.80636e+00, 8.00000e+00, 2.53731e-01, 4.01312e-01, 1.59209e+02
22, 141, 7.64585e-01, 9.97682e+00, 7.80636e+00, 7.80636e+00, 8.00000e+00, 2.76596e-01, 3.64605e-01, 1.59209e+02
23, 147, 7.97121e-01, 9.96950e+00, 8.07931e+00, 8.07931e+00, 8.00000e+00, 2.85714e-01, 4.26148e-01, 1.59209e+02
24, 154, 8.35079e-01, 9.95854e+00, 8.46144e+00, 8.46144e+00, 8.00000e+00, 3.11688e-01, 3.88292e-01, 1.59209e+02
25, 160, 8.67615e-01, 9.95208e+00, 8.13390e+00, 8.13390e+00, 8.00000e+00, 3.43750e-01, 4.17679e-01, 1.59209e+02
26, 166, 9.00150e-01, 9.94410e+00, 8.95275e+00, 8.95275e+00, 8.00000e+00, 3.79518e-01, 4.08090e-01, 1.59209e+02
27, 172, 9.32686e-01, 9.94033e+00, 9.71701e+00, 9.71701e+00, 8.00000e+00, 3.89535e-01, 5.01330e-01, 1.59209e+02
28, 179, 9.70644e-01, 9.92847e+00, 9.93537e+00, 9.93537e+00, 8.00000e+00, 3.91061e-01, 4.45357e-01, 1.59209e+02
29, 186, 1.00860e+00, 9.92046e+00, 1.03175e+01, 1.03175e+01, 8.00000e+00, 4.13978e-01, 4.60535e-01, 1.59209e+02
30, 192, 1.04114e+00, 9.91461e+00, 1.13547e+01, 1.13547e+01, 8.00000e+00, 4.37500e-01, 4.74244e-01, 1.59209e+02
