controller=random horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -3.00000e+00, 1.00000e+00, 2.62472e-03
1, 9, 3.08110e-02, 1.00944e+01, 4.91309e-01, 4.91309e-01, -3.00000e+00, 8.88889e-01, 2.43296e-02
2, 17, 5.81986e-02, 1.00862e+01, 8.18849e-01, 8.18849e-01, -3.00000e+00, 4.70588e-01, 5.11537e-02
3, 25, 8.55862e-02, 1.00794e+01, 1.25557e+00, 1.25557e+00, -3.00000e+00, 3.20000e-01, 8.79482e-02
4, 33, 1.12974e-01, 1.00741e+01, 1.69229e+00, 1.69229e+00, -3.00000e+00, 2.42424e-01, 1.31041e-01
5, 41, 1.40361e-01, 1.00702e+01, 2.12901e+00, 2.12901e+00, -3.00000e+00, 1.95122e-01, 1.82359e-01
6, 51, 1.74596e-01, 1.00667e+01, 2.89327e+00, 2.89327e+00, -3.00000e+00, 1.96078e-01, 2.45058e-01
7, 59, 2.01983e-01, 1.00655e+01, 3.32999e+00, 3.32999e+00, -3.00000e+00, 1.35593e-01, 3.12307e-01
8, 67, 2.29371e-01, 1.00650e+01, 3.76670e+00, 3.76670e+00, -3.00000e+00, 1.19403e-01, 3.62739e-01
9, 76, 2.60182e-01, 1.00645e+01, 4.25801e+00, 4.25801e+00, -3.00000e+00, 1.18421e-01, 3.64308e-01
10, 84, 2.87570e-01, 1.00627e+01, 4.47637e+00, 4.47637e+00, -3.00000e+00, 9.52381e-02, 3.68286e-01
11, 92, 3.14957e-01, 1.00601e+01, 4.53096e+00, 4.53096e+00, -3.00000e+00, 8.69565e-02, 4.13416e-01
12, 101, 3.45768e-01, 1.00558e+01, 5.34981e+00, 5.34981e+00, -3.00000e+00, 8.91089e-02, 4.15546e-01
13, 109, 3.73156e-01, 1.00513e+01, 5.34981e+00, 5.34981e+00, -3.00000e+00, 7.33945e-02, 3.97201e-01
14, 116, 3.97120e-01, 1.00482e+01, 6.05948e+00, 6.05948e+00, -3.00000e+00, 8.62069e-02, 4.39017e-01
15, 125, 4.27931e-01, 1.00423e+01, 6.82374e+00, 6.82374e+00, -3.00000e+00, 1.28000e-01, 4.01205e-01
16, 134, 4.58742e-01, 1.00357e+01, 7.15128e+00, 7.15128e+00, -3.00000e+00, 1.49254e-01, 4.45736e-01
17, 142, 4.86129e-01, 1.00308e+01, 8.07931e+00, 8.07931e+00, -3.00000e+00, 1.69014e-01, 4.42162e-01
18, 151, 5.16940e-01, 1.00240e+01, 8.67980e+00, 8.67980e+00, -3.00000e+00, 1.72185e-01, 4.30011e-01
19, 158, 5.40905e-01, 1.00173e+01, 9.17111e+00, 9.17111e+00, -3.00000e+00, 1.77215e-01, 4.42593e-01
20, 166, 5.68292e-01, 1.00076e+01, 9.55324e+00, 9.55324e+00, -3.00000e+00, 2.04819e-01, 4.46382e-01
21, 176, 6.02527e-01, 1.00011e+01, 1.00991e+01, 1.00991e+01, -3.00000e+00, 2.61364e-01, 4.99198e-01
22, 184, 6.29914e-01, 9.99305e+00, 1.03721e+01, 1.03721e+01, -3.00000e+00, 2.82609e-01, 5.01071e-01
23, 192, 6.57302e-01, 9.98670e+00, 1.10272e+01, 1.10272e+01, -3.00000e+00, 2.96875e-01, 5.15021e-01
24, 200, 6.84689e-01, 9.98064e+00, 1.14639e+01, 1.14639e+01, -3.00000e+00, 3.20000e-01, 5.60660e-01
25, 208, 7.12077e-01, 9.97059e+00, 1.15185e+01, 1.15185e+01, -3.00000e+00, 3.41346e-01, 5.00405e-01
26, 217, 7.42888e-01, 9.96046e+00, 1.27740e+01, 1.27740e+01, -3.00000e+00, 3.64055e-01, 5.36440e-01
27, 226, 7.73699e-01, 9.95072e+00, 1.30470e+01, 1.30470e+01, -3.00000e+00, 3.84956e-01, 5.68783e-01
28, 234, 8.01087e-01, 9.94371e+00, 1.39750e+01, 1.39750e+01, -3.00000e+00, 4.18803e-01, 6.16478e-01
29, 242, 8.28474e-01, 9.93443e+00, 1.45755e+01, 1.45755e+01, -3.00000e+00, 4.21488e-01, 5.81487e-01
30, 250, 8.55862e-01, 9.92820e+00, 1.52306e+01, 1.52306e+01, -3.00000e+00, 4.36000e-01, 6.27058e-01
31, 258, 8.83249e-01, 9.92045e+00, 1.58857e+01, 1.58857e+01, -3.00000e+00, 4.53488e-01, 6.57321e-01
32, 267, 9.14060e-01, 9.91195e+00, 1.68683e+01, 1.68683e+01, -3.00000e+00, 4.79401e-01, 6.91480e-01
33, 275, 9.41448e-01, 9.90768e+00, 1.71412e+01, 1.71412e+01, -3.00000e+00, 5.01818e-01, 7.18748e-01
34, 282, 9.65412e-01, 9.90246e+00, 1.71958e+01, 1.71958e+01, -3.00000e+00, 5.00000e-01, 7.21368e-01
35, 288, 9.85953e-01, 9.90016e+00, 1.78509e+01, 1.78509e+01, -3.00000e+00, 5.10417e-01, 7.53136e-01
36, 298, 1.02019e+00, 9.89097e+00, 1.83422e+01, 1.83422e+01, -3.00000e+00, 5.20134e-01, 7.65605e-01
37, 307, 1.05100e+00, 9.88282e+00, 1.89427e+01, 1.89427e+01, -3.00000e+00, 5.24430e-01, 8.18206e-01
38, 316, 1.08181e+00, 9.87717e+00, 1.95978e+01, 1.95978e+01, -3.00000e+00, 5.25316e-01, 8.56068e-01
39, 324, 1.10920e+00, 9.87366e+00, 1.94886e+01, 1.94886e+01, -3.00000e+00, 5.21605e-01, 8.65620e-01
40, 332, 1.13658e+00, 9.87012e+00, 2.10171e+01, 2.10171e+01, -3.00000e+00, 5.36145e-01, 8.81836e-01
41, 341, 1.16740e+00, 9.86271e+00, 2.13992e+01, 2.13992e+01, -3.00000e+00, 5.42522e-01, 8.67287e-01
42, 350, 1.19821e+00, 9.85312e+00, 2.22181e+01, 2.22181e+01, -3.00000e+00, 5.51429e-01, 9.28759e-01
43, 358, 1.22559e+00, 9.84868e+00, 2.31461e+01, 2.31461e+01, -3.00000e+00, 5.44693e-01, 9.42319e-01
44, 366, 1.25298e+00, 9.84254e+00, 2.36920e+01, 2.36920e+01, -3.00000e+00, 5.62842e-01, 9.51806e-01
45, 375, 1.28379e+00, 9.83868e+00, 2.54389e+01, 2.54389e+01, -3.00000e+00, 5.76000e-01, 9.90412e-01
46, 381, 1.30433e+00, 9.83523e+00, 2.59302e+01, 2.59302e+01, -3.00000e+00, 5.72178e-01, 9.59666e-01
47, 390, 1.33514e+00, 9.82837e+00, 2.80046e+01, 2.80046e+01, -3.00000e+00, 5.76923e-01, 1.04135e+00
48, 399, 1.36596e+00, 9.82215e+00, 2.85505e+01, 2.85505e+01, -3.00000e+00, 5.73935e-01, 1.05552e+00
49, 407, 1.39334e+00, 9.81230e+00, 2.91510e+01, 2.91510e+01, -3.00000e+00, 5.77396e-01, 1.01335e+00
50, 413, 1.41388e+00, 9.80850e+00, 2.95331e+01, 2.95331e+01, -3.00000e+00, 5.93220e-01, 1.09474e+00
51, 423, 1.44812e+00, 9.79928e+00, 3.08979e+01, 3.08979e+01, -3.00000e+00, 6.02837e-01, 1.05597e+00
52, 431, 1.47551e+00, 9.79230e+00, 3.20443e+01, 3.20443e+01, -3.00000e+00, 6.00928e-01, 1.09303e+00
53, 439, 1.50289e+00, 9.78566e+00, 3.39549e+01, 3.39549e+01, -3.00000e+00, 6.08200e-01, 1.06493e+00
54, 448, 1.53370e+00, 9.77586e+00, 3.51559e+01, 3.51559e+01, -3.00000e+00, 6.27232e-01, 1.13602e+00
55, 456, 1.56109e+00, 9.76791e+00, 3.57564e+01, 3.57564e+01, -3.00000e+00, 6.31579e-01, 1.15112e+00
56, 465, 1.59190e+00, 9.76095e+00, 3.64115e+01, 3.64115e+01, -3.00000e+00, 6.40860e-01, 1.16943e+00
57, 472, 1.61587e+00, 9.75053e+00, 3.72303e+01, 3.72303e+01, -3.00000e+00, 6.52542e-01, 1.11574e+00
58, 480, 1.64325e+00, 9.74351e+00, 3.86497e+01, 3.86497e+01, -3.00000e+00, 6.54167e-01, 1.18473e+00
59, 489, 1.67407e+00, 9.73625e+00, 3.95777e+01, 3.95777e+01, -3.00000e+00, 6.64622e-01, 1.23178e+00
60, 498, 1.70488e+00, 9.72693e+00, 0.00000e+00, 0.00000e+00, 3.90000e+01, 6.70683e-01, 1.23177e+00
61, 505, 1.72884e+00, 9.72636e+00, 4.28531e+01, 4.28531e+01, 3.90000e+01, 6.83168e-01, 1.24382e+00
62, 514, 1.75965e+00, 9.71995e+00, 4.45454e+01, 4.45454e+01, 3.90000e+01, 6.88716e-01, 1.25097e+00
63, 522, 1.78704e+00, 9.70955e+00, 4.53096e+01, 4.53096e+01, 3.90000e+01, 6.95402e-01, 1.26556e+00
64, 531, 1.81785e+00, 9.69868e+00, 4.64014e+01, 4.64014e+01, 3.90000e+01, 7.02448e-01, 1.27873e+00
65, 539, 1.84524e+00, 9.68655e+00, 4.71657e+01, 4.71657e+01, 3.90000e+01, 7.06865e-01, 1.25962e+00
66, 547, 1.87263e+00, 9.67238e+00, 4.79300e+01, 4.79300e+01, 3.90000e+01, 7.16636e-01, 1.30398e+00
67, 555, 1.90001e+00, 9.66359e+00, 3.34636e+01, 3.34636e+01, 3.90000e+01, 4.37838e-01, 1.62845e+00
68, 564, 1.93082e+00, 9.68592e+00, 3.42279e+01, 3.42279e+01, 3.90000e+01, 3.90071e-01, 1.71988e+00
69, 572, 1.95821e+00, 9.70119e+00, 3.61385e+01, 3.61385e+01, 3.90000e+01, 3.96853e-01, 1.91831e+00
70, 579, 1.98218e+00, 9.73706e+00, 4.25255e+01, 4.25255e+01, 3.90000e+01, 4.04145e-01, 2.06555e+00
71, 586, 2.00614e+00, 9.76331e+00, 4.24164e+01, 4.24164e+01, 3.90000e+01, 4.11263e-01, 2.37166e+00
72, 596, 2.04037e+00, 9.79762e+00, 4.63468e+01, 4.63468e+01, 3.90000e+01, 4.21141e-01, 2.55800e+00
73, 603, 2.06434e+00, 9.81556e+00, 4.92947e+01, 4.92947e+01, 3.90000e+01, 4.22886e-01, 2.35013e+00
74, 611, 2.09173e+00, 9.81878e+00, 5.03865e+01, 5.03865e+01, 3.90000e+01, 4.25532e-01, 1.94529e+00
75, 621, 2.12596e+00, 9.80836e+00, 5.21334e+01, 5.21334e+01, 3.90000e+01, 4.36393e-01, 1.56828e+00
76, 629, 2.15335e+00, 9.78509e+00, 5.30068e+01, 5.30068e+01, 3.90000e+01, 4.37202e-01, 1.40057e+00
77, 636, 2.17731e+00, 9.75182e+00, 5.30614e+01, 5.30614e+01, 3.90000e+01, 4.41824e-01, 1.28427e+00
78, 642, 2.19785e+00, 9.72303e+00, 5.63368e+01, 5.63368e+01, 3.90000e+01, 4.62617e-01, 1.29644e+00
79, 650, 2.22524e+00, 9.70765e+00, 6.04856e+01, 6.04856e+01, 3.90000e+01, 4.96923e-01, 1.36950e+00
80, 658, 2.25263e+00, 9.69826e+00, 6.31605e+01, 6.31605e+01, 3.90000e+01, 5.56231e-01, 1.42910e+00
81, 666, 2.28002e+00, 9.69663e+00, 6.59992e+01, 6.59992e+01, 3.90000e+01, 5.90090e-01, 1.44033e+00
82, 675, 2.31083e+00, 9.69206e+00, 6.65451e+01, 6.65451e+01, 3.90000e+01, 6.16296e-01, 1.49023e+00
83, 683, 2.33821e+00, 9.68412e+00, 6.96021e+01, 6.96021e+01, 3.90000e+01, 6.29575e-01, 1.40797e+00
84, 689, 2.35875e+00, 9.67238e+00, 6.96567e+01, 6.96567e+01, 3.90000e+01, 6.37155e-01, 1.51930e+00
85, 697, 2.38614e+00, 9.66143e+00, 7.29321e+01, 7.29321e+01, 3.90000e+01, 6.52798e-01, 1.53618e+00
86, 705, 2.41353e+00, 9.64796e+00, 7.34234e+01, 7.34234e+01, 3.90000e+01, 6.55319e-01, 1.58257e+00
87, 715, 2.44776e+00, 9.63504e+00, 7.57708e+01, 7.57708e+01, 3.90000e+01, 6.76923e-01, 1.62854e+00
88, 723, 2.47515e+00, 9.62753e+00, 7.98651e+01, 7.98651e+01, 3.90000e+01, 6.97095e-01, 1.63239e+00
89, 731, 2.50254e+00, 9.62671e+00, 8.37955e+01, 8.37955e+01, 3.90000e+01, 7.08618e-01, 1.63531e+00
90, 739, 2.52993e+00, 9.62195e+00, 8.45598e+01, 8.45598e+01, 3.90000e+01, 7.17185e-01, 1.70567e+00
91, 747, 2.55731e+00, 9.61550e+00, 8.53240e+01, 8.53240e+01, 3.90000e+01, 7.33601e-01, 1.73237e+00
92, 756, 2.58813e+00, 9.60548e+00, 8.76168e+01, 8.76168e+01, 3.90000e+01, 7.38095e-01, 1.79025e+00
93, 764, 2.61551e+00, 9.60030e+00, 8.97458e+01, 8.97458e+01, 3.90000e+01, 7.38220e-01, 1.83252e+00
94, 773, 2.64632e+00, 9.59283e+00, 9.22024e+01, 9.22024e+01, 3.90000e+01, 7.50323e-01, 1.86309e+00
95, 781, 2.67371e+00, 9.58553e+00, 9.19294e+01, 9.19294e+01, 3.90000e+01, 7.55442e-01, 1.90784e+00
96, 789, 2.70110e+00, 9.57914e+00, 9.36763e+01, 9.36763e+01, 3.90000e+01, 7.70596e-01, 1.90680e+00
97, 797, 2.72849e+00, 9.57421e+00, 9.67333e+01, 9.67333e+01, 3.90000e+01, 7.75408e-01, 1.96483e+00
98, 805, 2.75587e+00, 9.56913e+00, 9.89715e+01, 9.89715e+01, 3.90000e+01, 7.77640e-01, 1.95104e+00
99, 813, 2.78326e+00, 9.56322e+00, 1.01101e+02, 1.01101e+02, 3.90000e+01, 7.76138e-01, 2.02927e+00
100, 821, 2.81065e+00, 9.56023e+00, 1.03939e+02, 1.03939e+02, 3.90000e+01, 7.83191e-01, 2.00947e+00
101, 828, 2.83461e+00, 9.55657e+00, 1.06287e+02, 1.06287e+02, 3.90000e+01, 7.86232e-01, 2.09952e+00
102, 837, 2.86542e+00, 9.55164e+00, 1.08798e+02, 1.08798e+02, 3.90000e+01, 7.94504e-01, 2.16389e+00
103, 844, 2.88939e+00, 9.54926e+00, 1.10818e+02, 1.10818e+02, 3.90000e+01, 7.92654e-01, 2.16398e+00
104, 853, 2.92020e+00, 9.54156e+00, 1.13219e+02, 1.13219e+02, 3.90000e+01, 7.97186e-01, 2.10031e+00
105, 862, 2.95101e+00, 9.53500e+00, 1.15840e+02, 1.15840e+02, 3.90000e+01, 7.99304e-01, 2.16661e+00
106, 869, 2.97498e+00, 9.52810e+00, 1.17150e+02, 1.17150e+02, 3.90000e+01, 7.99770e-01, 2.20625e+00
107, 877, 3.00236e+00, 9.52050e+00, 1.17478e+02, 1.17478e+02, 3.90000e+01, 8.11859e-01, 2.19918e+00
108, 887, 3.03660e+00, 9.51641e+00, 1.20753e+02, 1.20753e+02, 3.90000e+01, 8.18489e-01, 2.22875e+00
109, 895, 3.06398e+00, 9.51076e+00, 1.22172e+02, 1.22172e+02, 3.90000e+01, 8.16760e-01, 2.30268e+00
110, 903, 3.09137e+00, 9.50674e+00, 1.23373e+02, 1.23373e+02, 3.90000e+01, 8.26135e-01, 2.26685e+00
111, 911, 3.11876e+00, 9.50157e+00, 1.25066e+02, 1.25066e+02, 3.90000e+01, 8.28760e-01, 2.28019e+00
112, 920, 3.14957e+00, 9.49726e+00, 1.28232e+02, 1.28232e+02, 3.90000e+01, 8.31522e-01, 2.27259e+00
113, 928, 3.17696e+00, 9.49372e+00, 1.31616e+02, 1.31616e+02, 3.90000e+01, 8.29741e-01, 2.35781e+00
114, 936, 3.20435e+00, 9.48984e+00, 1.33418e+02, 1.33418e+02, 3.90000e+01, 8.34402e-01, 2.41668e+00
115, 944, 3.23173e+00, 9.48512e+00, 1.35983e+02, 1.35983e+02, 3.90000e+01, 8.37924e-01, 2.44405e+00
116, 950, 3.25227e+00, 9.48182e+00, 1.38495e+02, 1.38495e+02, 3.90000e+01, 8.35789e-01, 2.46343e+00
117, 960, 3.28651e+00, 9.47846e+00, 1.40842e+02, 1.40842e+02, 3.90000e+01, 8.37500e-01, 2.45213e+00
118, 969, 3.31732e+00, 9.47234e+00, 1.42971e+02, 1.42971e+02, 3.90000e+01, 8.36945e-01, 2.43931e+00
119, 976, 3.34128e+00, 9.47047e+00, 1.44772e+02, 1.44772e+02, 3.90000e+01, 8.41189e-01, 2.50613e+00
120, 984, 3.36867e+00, 9.46505e+00, 0.00000e+00, 0.00000e+00, -3.10000e+01, 8.43496e-01, 2.51973e+00
121, 992, 3.39606e+00, 9.45916e+00, 1.47229e+02, 1.47229e+02, -3.10000e+01, 8.44758e-01, 2.53863e+00
122, 1000, 3.42345e+00, 9.45597e+00, 1.49686e+02, 1.49686e+02, -3.10000e+01, 8.50000e-01, 2.53888e+00
123, 1009, 3.45426e+00, 9.44994e+00, 1.50559e+02, 1.50559e+02, -3.10000e+01, 8.52329e-01, 2.52757e+00
124, 1016, 3.47822e+00, 9.44253e+00, 1.50286e+02, 1.50286e+02, -3.10000e+01, 8.52362e-01, 2.57490e+00
125, 1025, 3.50903e+00, 9.43474e+00, 1.51651e+02, 1.51651e+02, -3.10000e+01, 8.58537e-01, 2.59972e+00
126, 1034, 3.53984e+00, 9.42326e+00, 1.51159e+02, 1.51159e+02, -3.10000e+01, 8.56867e-01, 2.61045e+00
127, 1041, 3.56381e+00, 9.35104e+00, 1.06560e+02, 1.06560e+02, -3.10000e+01, 6.12872e-01, 2.92139e+00
128, 1048, 3.58777e+00, 9.39738e+00, 1.06014e+02, 1.06014e+02, -3.10000e+01, 5.22901e-01, 3.19644e+00
129, 1057, 3.61858e+00, 9.43913e+00, 1.07706e+02, 1.07706e+02, -3.10000e+01, 4.89120e-01, 3.57652e+00
130, 1062, 3.63570e+00, 9.48662e+00, 1.08798e+02, 1.08798e+02, -3.10000e+01, 4.73635e-01, 3.90433e+00
131, 1069, 3.65966e+00, 9.53785e+00, 1.07324e+02, 1.07324e+02, -3.10000e+01, 4.70533e-01, 4.29252e+00
132, 1081, 3.70075e+00, 9.61572e+00, 1.22008e+02, 1.22008e+02, -3.10000e+01, 4.71785e-01, 4.70017e+00
133, 1089, 3.72813e+00, 9.65123e+00, 1.21899e+02, 1.21899e+02, -3.10000e+01, 4.71074e-01, 4.55830e+00
134, 1096, 3.75210e+00, 9.67720e+00, 1.32162e+02, 1.32162e+02, -3.10000e+01, 4.68978e-01, 3.83509e+00
135, 1106, 3.78633e+00, 9.67781e+00, 1.35983e+02, 1.35983e+02, -3.10000e+01, 4.71971e-01, 3.14837e+00
136, 1109, 3.79660e+00, 9.65843e+00, 1.43299e+02, 1.43299e+02, -3.10000e+01, 4.68891e-01, 2.68618e+00
137, 1113, 3.81030e+00, 9.62291e+00, 1.45755e+02, 1.45755e+02, -3.10000e+01, 4.78886e-01, 2.41968e+00
