controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
0, 1, 5.05970e-02, 1.02064e+01, 0.00000e+00, 0.00000e+00, -1.00000e+00, 1.00000e+00, 2.62472e-03
1, 2, 1.01194e-01, 1.01897e+01, 1.09180e-01, 1.09180e-01, -1.00000e+00, 5.00000e-01, 6.20449e-03
2, 3, 1.51791e-01, 1.01766e+01, 1.63770e-01, 1.63770e-01, -1.00000e+00, 3.33333e-01, 1.16083e-02
3, 4, 2.02388e-01, 1.01662e+01, 2.18360e-01, 2.18360e-01, -1.00000e+00, 2.50000e-01, 1.76827e-02
4, 5, 2.52985e-01, 1.01572e+01, 2.72950e-01, 2.72950e-01, -1.00000e+00, 2.00000e-01, 2.10979e-02
5, 6, 3.03582e-01, 1.01495e+01, 2.18360e-01, 2.18360e-01, -1.00000e+00, 1.66667e-01, 2.67750e-02
6, 7, 3.54179e-01, 1.01473e+01, 2.72950e-01, 2.72950e-01, -1.00000e+00, 1.42857e-01, 3.97400e-02
7, 8, 4.04776e-01, 1.01470e+01, 3.27540e-01, 3.27540e-01, -1.00000e+00, 1.25000e-01, 4.47655e-02
8, 9, 4.55373e-01, 1.01469e+01, 3.82129e-01, 3.82129e-01, -1.00000e+00, 1.11111e-01, 4.62622e-02
9, 10, 5.05970e-01, 1.01419e+01, 4.91309e-01, 4.91309e-01, -1.00000e+00, 1.00000e-01, 4.68049e-02
10, 11, 5.56567e-01, 1.01325e+01, 7.09669e-01, 7.09669e-01, -1.00000e+00, 9.09091e-02, 4.25523e-02
11, 12, 6.07165e-01, 1.01257e+01, 8.18849e-01, 8.18849e-01, -1.00000e+00, 8.33333e-02, 5.13929e-02
12, 13, 6.57762e-01, 1.01226e+01, 1.09180e+00, 1.09180e+00, -1.00000e+00, 7.69231e-02, 5.41731e-02
13, 14, 7.08359e-01, 1.01239e+01, 1.09180e+00, 1.09180e+00, -1.00000e+00, 7.14286e-02, 6.08514e-02
14, 15, 7.58956e-01, 1.01202e+01, 1.31016e+00, 1.31016e+00, -1.00000e+00, 6.66667e-02, 4.96142e-02
15, 16, 8.09553e-01, 1.01060e+01, 1.31016e+00, 1.31016e+00, -1.00000e+00, 1.25000e-01, 5.50816e-02
16, 17, 8.60150e-01, 1.00996e+01, 1.14639e+00, 1.14639e+00, -1.00000e+00, 1.17647e-01, 5.61533e-02
17, 18, 9.10747e-01, 1.00877e+01, 1.20098e+00, 1.20098e+00, -1.00000e+00, 1.11111e-01, 6.00622e-02
18, 19, 9.61344e-01, 1.00722e+01, 1.20098e+00, 1.20098e+00, -1.00000e+00, 1.57895e-01, 6.26301e-02
19, 20, 1.01194e+00, 1.00641e+01, 1.03721e+00, 1.03721e+00, -1.00000e+00, 1.50000e-01, 7.15643e-02
20, 22, 1.11313e+00, 1.00329e+01, 1.31016e+00, 1.31016e+00, -1.00000e+00, 1.81818e-01, 7.58022e-02
21, 23, 1.16373e+00, 1.00149e+01, 1.52852e+00, 1.52852e+00, -1.00000e+00, 1.73913e-01, 6.12887e-02
22, 24, 1.21433e+00, 1.00241e+01, 1.36475e+00, 1.36475e+00, -1.00000e+00, 2.08333e-01, 8.17268e-02
23, 25, 1.26493e+00, 1.00078e+01, 1.58311e+00, 1.58311e+00, -1.00000e+00, 2.40000e-01, 6.80506e-02
24, 25, 1.26493e+00, 1.00094e+01, 1.36475e+00, 1.36475e+00, -1.00000e+00, 2.40000e-01, 6.63013e-02
25, 26, 1.31552e+00, 9.98780e+00, 1.63770e+00, 1.63770e+00, -1.00000e+00, 2.69231e-01, 7.59344e-02
26, 27, 1.36612e+00, 9.96446e+00, 1.59433e+00, 1.59433e+00, -1.00000e+00, 2.59259e-01, 7.45181e-02
27, 28, 1.41672e+00, 9.94169e+00, 1.59433e+00, 1.59433e+00, -1.00000e+00, 3.21429e-01, 7.22070e-02
28, 29, 1.46731e+00, 9.93543e+00, 1.48515e+00, 1.48515e+00, -1.00000e+00, 3.10345e-01, 8.68576e-02
29, 30, 1.51791e+00, 9.90729e+00, 1.86728e+00, 1.86728e+00, -1.00000e+00, 3.33333e-01, 5.44873e-02
30, 29, 1.46731e+00, 9.90384e+00, 1.75810e+00, 1.75810e+00, -1.00000e+00, 3.79310e-01, 7.29461e-02
31, 30, 1.51791e+00, 9.88053e+00, 1.75810e+00, 1.75810e+00, -1.00000e+00, 4.33333e-01, 6.74053e-02
32, 32, 1.61911e+00, 9.85428e+00, 1.82471e+00, 1.82471e+00, -1.00000e+00, 4.68750e-01, 7.13625e-02
33, 32, 1.61911e+00, 9.83544e+00, 1.77012e+00, 1.77012e+00, -1.00000e+00, 5.31250e-01, 6.92971e-02
34, 33, 1.66970e+00, 9.82072e+00, 1.87930e+00, 1.87930e+00, -1.00000e+00, 5.15152e-01, 8.26946e-02
35, 33, 1.66970e+00, 9.80939e+00, 1.66094e+00, 1.66094e+00, -1.00000e+00, 5.15152e-01, 7.14789e-02
36, 34, 1.72030e+00, 9.80278e+00, 1.77012e+00, 1.77012e+00, -1.00000e+00, 5.29412e-01, 9.99769e-02
37, 35, 1.77090e+00, 9.80399e+00, 1.82471e+00, 1.82471e+00, -1.00000e+00, 6.00000e-01, 8.78735e-02
38, 36, 1.82149e+00, 9.82385e+00, 2.04307e+00, 2.04307e+00, -1.00000e+00, 5.55556e-01, 1.07588e-01
39, 37, 1.87209e+00, 9.84178e+00, 2.09766e+00, 2.09766e+00, -1.00000e+00, 5.40541e-01, 1.07404e-01
40, 39, 1.97328e+00, 9.79626e+00, 2.15225e+00, 2.15225e+00, -1.00000e+00, 5.38462e-01, 1.15255e-01
41, 40, 2.02388e+00, 9.79236e+00, 2.09766e+00, 2.09766e+00, -1.00000e+00, 5.00000e-01, 1.15614e-01
42, 41, 2.07448e+00, 9.76834e+00, 2.37061e+00, 2.37061e+00, -1.00000e+00, 4.87805e-01, 1.16441e-01
43, 42, 2.12508e+00, 9.75456e+00, 2.35939e+00, 2.35939e+00, -1.00000e+00, 4.76190e-01, 1.20377e-01
