controller=pattern horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 3.17034e-02, 1.02139e+01, 0.00000e+00, 0.00000e+00, -7.20000e+01, 1.00000e+00, 2.62472e-03, 2.10047e-04, 2.10047e-04
1, 4, 1.26813e-01, 1.01780e+01, 2.18360e-01, 2.18360e-01, -7.20000e+01, 7.50000e-01, 1.08931e-02, 2.10047e-04, 2.10047e-04
2, 7, 2.21924e-01, 1.01465e+01, 2.72950e-01, 2.72950e-01, -7.20000e+01, 4.28571e-01, 2.07577e-02, 2.10047e-04, 2.10047e-04
3, 10, 3.17034e-01, 1.01207e+01, 2.84973e-01, 2.84973e-01, -7.20000e+01, 3.00000e-01, 3.45597e-02, 2.10047e-04, 2.10047e-04
4, 13, 4.12144e-01, 1.01109e+01, 4.48742e-01, 4.48742e-01, -7.20000e+01, 2.30769e-01, 5.14791e-02, 2.10047e-04, 2.10047e-04
5, 17, 5.38957e-01, 1.00832e+01, 6.67102e-01, 6.67102e-01, -7.20000e+01, 2.35294e-01, 7.55572e-02, 2.10047e-04, 2.10047e-04
6, 20, 6.34067e-01, 1.00728e+01, 9.94641e-01, 9.94641e-01, -7.20000e+01, 1.50000e-01, 9.56088e-02, 2.10047e-04, 2.10047e-04
7, 23, 7.29177e-01, 1.00691e+01, 1.15841e+00, 1.15841e+00, -7.20000e+01, 1.30435e-01, 1.20296e-01, 2.10047e-04, 2.10047e-04
8, 26, 8.24287e-01, 1.00683e+01, 1.16963e+00, 1.16963e+00, -7.20000e+01, 1.15385e-01, 1.43318e-01, 2.10047e-04, 2.10047e-04
9, 29, 9.19397e-01, 1.00678e+01, 1.22422e+00, 1.22422e+00, -7.20000e+01, 1.03448e-01, 1.57837e-01, 2.10047e-04, 2.10047e-04
10, 32, 1.01451e+00, 1.00734e+01, 1.44258e+00, 1.44258e+00, -7.20000e+01, 9.37500e-02, 1.48264e-01, 2.10047e-04, 2.10047e-04
11, 34, 1.07791e+00, 1.00738e+01, 1.60635e+00, 1.60635e+00, -7.20000e+01, 5.88235e-02, 1.34813e-01, 2.10047e-04, 2.10047e-04
12, 36, 1.14132e+00, 1.00668e+01, 1.60635e+00, 1.60635e+00, -7.20000e+01, 5.55556e-02, 1.52153e-01, 2.10047e-04, 2.10047e-04
13, 40, 1.26813e+00, 1.00472e+01, 1.71553e+00, 1.71553e+00, -7.20000e+01, 1.25000e-01, 1.57011e-01, 2.10047e-04, 2.10047e-04
14, 45, 1.42665e+00, 1.00000e+01, 1.77012e+00, 1.77012e+00, -7.20000e+01, 1.33333e-01, 1.38955e-01, 2.10047e-04, 2.10047e-04
15, 49, 1.55346e+00, 9.97625e+00, 2.26143e+00, 2.26143e+00, -7.20000e+01, 1.42857e-01, 1.78160e-01, 2.10047e-04, 2.10047e-04
16, 52, 1.64857e+00, 9.95767e+00, 2.58897e+00, 2.58897e+00, -7.20000e+01, 1.34615e-01, 1.84560e-01, 2.10047e-04, 2.10047e-04
17, 55, 1.74368e+00, 9.92078e+00, 2.31602e+00, 2.31602e+00, -7.20000e+01, 1.63636e-01, 1.70329e-01, 2.10047e-04, 2.10047e-04
18, 57, 1.80709e+00, 9.91701e+00, 2.53438e+00, 2.53438e+00, -7.20000e+01, 1.75439e-01, 1.78410e-01, 2.10047e-04, 2.10047e-04
19, 59, 1.87050e+00, 9.89937e+00, 3.45039e+00, 3.45039e+00, -7.20000e+01, 2.20339e-01, 1.83109e-01, 2.10047e-04, 2.10047e-04
20, 63, 1.99731e+00, 9.88290e+00, 3.94170e+00, 3.94170e+00, -7.20000e+01, 2.22222e-01, 1.92687e-01, 2.10047e-04, 2.10047e-04
21, 66, 2.09242e+00, 9.88092e+00, 4.97890e+00, 4.97890e+00, -7.20000e+01, 2.57576e-01, 1.95415e-01, 2.10047e-04, 2.10047e-04
22, 69, 2.18753e+00, 9.86254e+00, 5.25185e+00, 5.25185e+00, -7.20000e+01, 2.46377e-01, 1.89785e-01, 2.10047e-04, 2.10047e-04
23, 73, 2.31435e+00, 9.82375e+00, 6.50742e+00, 6.50742e+00, -7.20000e+01, 2.73973e-01, 1.90193e-01, 2.10047e-04, 2.10047e-04
24, 75, 2.37775e+00, 9.77339e+00, 6.56201e+00, 6.56201e+00, -7.20000e+01, 2.80000e-01, 2.02473e-01, 2.10047e-04, 2.10047e-04
25, 77, 2.44116e+00, 9.74530e+00, 7.16250e+00, 7.16250e+00, -7.20000e+01, 2.98701e-01, 2.19763e-01, 2.10047e-04, 2.10047e-04
26, 81, 2.56797e+00, 9.70174e+00, 8.14512e+00, 8.14512e+00, -7.20000e+01, 3.33333e-01, 1.88463e-01, 2.10047e-04, 2.10047e-04
27, 85, 2.69479e+00, 9.69163e+00, 8.41807e+00, 8.41807e+00, -7.20000e+01, 3.76471e-01, 2.23244e-01, 2.10047e-04, 2.10047e-04
28, 88, 2.78990e+00, 9.67546e+00, 8.58184e+00, 8.58184e+00, -7.20000e+01, 3.97727e-01, 2.13170e-01, 2.10047e-04, 2.10047e-04
29, 90, 2.85330e+00, 9.65430e+00, 8.69102e+00, 8.69102e+00, -7.20000e+01, 4.11111e-01, 2.21475e-01, 2.10047e-04, 2.10047e-04
30, 91, 2.88501e+00, 9.63312e+00, 8.25430e+00, 8.25430e+00, -7.20000e+01, 4.17582e-01, 2.32275e-01, 2.10047e-04, 2.10047e-04
31, 96, 3.04352e+00, 9.61566e+00, 9.07315e+00, 9.07315e+00, -7.20000e+01, 4.58333e-01, 2.39474e-01, 2.10047e-04, 2.10047e-04
32, 100, 3.17034e+00, 9.60663e+00, 1.04379e+01, 1.04379e+01, -7.20000e+01, 4.50000e-01, 2.56029e-01, 2.10047e-04, 2.10047e-04
33, 101, 3.20204e+00, 9.58072e+00, 1.02195e+01, 1.02195e+01, -7.20000e+01, 4.85149e-01, 2.69850e-01, 2.10047e-04, 2.10047e-04
34, 103, 3.26545e+00, 9.55940e+00, 1.09292e+01, 1.09292e+01, -7.20000e+01, 5.14563e-01, 2.79493e-01, 2.10047e-04, 2.10047e-04
35, 104, 3.29715e+00, 9.54585e+00, 1.09292e+01, 1.09292e+01, -7.20000e+01, 5.38462e-01, 2.70760e-01, 2.10047e-04, 2.10047e-04
36, 107, 3.39226e+00, 9.51355e+00, 1.11476e+01, 1.11476e+01, -7.20000e+01, 5.51402e-01, 2.73146e-01, 2.10047e-04, 2.10047e-04
37, 109, 3.45567e+00, 9.51412e+00, 1.20210e+01, 1.20210e+01, -7.20000e+01, 5.68807e-01, 2.91194e-01, 2.10047e-04, 2.10047e-04
38, 112, 3.55078e+00, 9.49234e+00, 1.22394e+01, 1.22394e+01, -7.20000e+01, 5.89286e-01, 2.73664e-01, 2.10047e-04, 2.10047e-04
39, 115, 3.64589e+00, 9.50431e+00, 1.33312e+01, 1.33312e+01, -7.20000e+01, 5.82609e-01, 3.04494e-01, 2.10047e-04, 2.10047e-04
40, 119, 3.77270e+00, 9.50299e+00, 1.43684e+01, 1.43684e+01, -7.20000e+01, 5.88235e-01, 2.82251e-01, 2.10047e-04, 2.10047e-04
41, 122, 3.86781e+00, 9.46908e+00, 1.48051e+01, 1.48051e+01, -7.20000e+01, 5.73770e-01, 2.96838e-01, 2.10047e-04, 2.10047e-04
42, 125, 3.96292e+00, 9.45131e+00, 1.51872e+01, 1.51872e+01, -7.20000e+01, 6.00000e-01, 3.25101e-01, 2.10047e-04, 2.10047e-04
43, 128, 4.05803e+00, 9.44804e+00, 1.66611e+01, 1.66611e+01, -7.20000e+01, 5.93750e-01, 3.29068e-01, 2.10047e-04, 2.10047e-04
44, 130, 4.12144e+00, 9.42956e+00, 1.63336e+01, 1.63336e+01, -7.20000e+01, 6.38462e-01, 3.33272e-01, 2.10047e-04, 2.10047e-04
45, 134, 4.24825e+00, 9.39155e+00, 1.67703e+01, 1.67703e+01, -7.20000e+01, 6.49254e-01, 3.21881e-01, 2.10047e-04, 2.10047e-04
46, 137, 4.34336e+00, 9.40829e+00, 1.87902e+01, 1.87902e+01, -7.20000e+01, 6.42336e-01, 3.49297e-01, 2.10047e-04, 2.10047e-04
47, 140, 4.43847e+00, 9.39322e+00, 1.83534e+01, 1.83534e+01, -7.20000e+01, 6.50000e-01, 3.69430e-01, 2.10047e-04, 2.10047e-04
48, 143, 4.53358e+00, 9.38019e+00, 1.78263e+01, 1.78263e+01, -7.20000e+01, 6.57343e-01, 3.84325e-01, 2.10047e-04, 2.10047e-04
49, 146, 4.62869e+00, 9.38202e+00, 1.89727e+01, 1.89727e+01, -7.20000e+01, 6.57534e-01, 3.91670e-01, 2.10047e-04, 2.10047e-04
50, 149, 4.72380e+00, 9.34296e+00, 1.88635e+01, 1.88635e+01, -7.20000e+01, 6.64430e-01, 3.76080e-01, 2.10047e-04, 2.10047e-04
51, 154, 4.88232e+00, 9.32695e+00, 1.98461e+01, 1.98461e+01, -7.20000e+01, 6.75325e-01, 3.98524e-01, 2.10047e-04, 2.10047e-04
52, 157, 4.97743e+00, 9.34287e+00, 2.21389e+01, 2.21389e+01, -7.20000e+01, 6.62420e-01, 3.92215e-01, 2.10047e-04, 2.10047e-04
53, 160, 5.07254e+00, 9.33155e+00, 2.30123e+01, 2.30123e+01, -7.20000e+01, 6.62500e-01, 4.36009e-01, 2.10047e-04, 2.10047e-04
54, 164, 5.19935e+00, 9.33029e+00, 2.47592e+01, 2.47592e+01, -7.20000e+01, 6.82927e-01, 4.16201e-01, 2.10047e-04, 2.10047e-04
55, 167, 5.29446e+00, 9.33487e+00, 2.66152e+01, 2.66152e+01, -7.20000e+01, 6.82635e-01, 4.54135e-01, 2.10047e-04, 2.10047e-04
56, 170, 5.38957e+00, 9.32600e+00, 2.67244e+01, 2.67244e+01, -7.20000e+01, 6.88235e-01, 4.49118e-01, 2.10047e-04, 2.10047e-04
57, 173, 5.48468e+00, 9.31868e+00, 2.85259e+01, 2.85259e+01, -7.20000e+01, 6.82081e-01, 4.62068e-01, 2.10047e-04, 2.10047e-04
58, 175, 5.54809e+00, 9.30551e+00, 2.83621e+01, 2.83621e+01, -7.20000e+01, 6.91429e-01, 4.59234e-01, 2.10047e-04, 2.10047e-04
59, 176, 5.57979e+00, 9.30809e+00, 2.92901e+01, 2.92901e+01, -7.20000e+01, 6.93182e-01, 4.56186e-01, 2.10047e-04, 2.10047e-04
60, 179, 5.67490e+00, 9.30036e+00, 0.00000e+00, 0.00000e+00, -7.20000e+01, 7.09497e-01, 4.73898e-01, 1.99080e-04, 2.10047e-04
61, 181, 5.73831e+00, 9.29449e+00, 3.33365e+01, 3.33365e+01, -7.20000e+01, 7.07182e-01, 4.70797e-01, 1.99080e-04, 2.10047e-04
62, 183, 5.80171e+00, 9.28654e+00, 3.57931e+01, 3.57931e+01, -7.20000e+01, 7.21311e-01, 4.49963e-01, 1.99080e-04, 2.10047e-04
63, 185, 5.86512e+00, 9.29096e+00, 3.80379e+01, 3.80379e+01, -7.20000e+01, 7.13514e-01, 4.60647e-01, 1.99080e-04, 2.10047e-04
64, 187, 5.92853e+00, 9.27041e+00, 3.79288e+01, 3.79288e+01, -7.20000e+01, 7.32620e-01, 4.80213e-01, 1.99080e-04, 2.10047e-04
