controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.45299e+02
1, 10, 3.42345e-02, 1.00932e+01, 5.45899e-01, 5.45899e-01, 7.00000e+00, 9.00000e-01, 2.69544e-02, 3.45299e+02
2, 19, 6.50455e-02, 1.00839e+01, 9.28029e-01, 9.28029e-01, 7.00000e+00, 4.73684e-01, 5.75018e-02, 3.45299e+02
3, 29, 9.92800e-02, 1.00752e+01, 1.47393e+00, 1.47393e+00, 7.00000e+00, 3.44828e-01, 1.02733e-01, 3.45299e+02
4, 38, 1.30091e-01, 1.00694e+01, 1.96524e+00, 1.96524e+00, 7.00000e+00, 2.36842e-01, 1.52093e-01, 3.45299e+02
5, 47, 1.60902e-01, 1.00659e+01, 2.56573e+00, 2.56573e+00, 7.00000e+00, 1.91489e-01, 2.07499e-01, 3.45299e+02
6, 57, 1.95136e-01, 1.00616e+01, 3.11163e+00, 3.11163e+00, 7.00000e+00, 1.75439e-01, 2.75316e-01, 3.45299e+02
7, 66, 2.25947e-01, 1.00602e+01, 3.49375e+00, 3.49375e+00, 7.00000e+00, 1.36364e-01, 3.52429e-01, 3.45299e+02
8, 76, 2.60182e-01, 1.00591e+01, 3.93047e+00, 3.93047e+00, 7.00000e+00, 1.31579e-01, 4.07891e-01, 3.45299e+02
9, 85, 2.90993e-01, 1.00579e+01, 4.53096e+00, 4.53096e+00, 7.00000e+00, 1.05882e-01, 4.04885e-01, 3.45299e+02
10, 93, 3.18381e-01, 1.00557e+01, 4.96768e+00, 4.96768e+00, 7.00000e+00, 8.60215e-02, 4.08341e-01, 3.45299e+02
11, 103, 3.52615e-01, 1.00518e+01, 5.34981e+00, 5.34981e+00, 7.00000e+00, 9.70874e-02, 4.41043e-01, 3.45299e+02
12, 113, 3.86849e-01, 1.00473e+01, 6.16866e+00, 6.16866e+00, 7.00000e+00, 8.84956e-02, 4.56146e-01, 3.45299e+02
13, 122, 4.17660e-01, 1.00414e+01, 6.49620e+00, 6.49620e+00, 7.00000e+00, 1.06557e-01, 4.59002e-01, 3.45299e+02
14, 132, 4.51895e-01, 1.00362e+01, 7.53341e+00, 7.53341e+00, 7.00000e+00, 1.21212e-01, 4.67580e-01, 3.45299e+02
15, 140, 4.79283e-01, 1.00325e+01, 8.46144e+00, 8.46144e+00, 7.00000e+00, 1.28571e-01, 4.77818e-01, 3.45299e+02
16, 151, 5.16940e-01, 1.00267e+01, 8.67980e+00, 8.67980e+00, 7.00000e+00, 1.72185e-01, 4.88762e-01, 3.45299e+02
17, 159, 5.44328e-01, 1.00224e+01, 9.17111e+00, 9.17111e+00, 7.00000e+00, 1.63522e-01, 5.08841e-01, 3.45299e+02
18, 168, 5.75139e-01, 1.00143e+01, 9.66242e+00, 9.66242e+00, 7.00000e+00, 1.84524e-01, 5.41556e-01, 3.45299e+02
19, 179, 6.12797e-01, 1.00033e+01, 1.00991e+01, 1.00991e+01, 7.00000e+00, 2.17877e-01, 4.94618e-01, 3.45299e+02
20, 187, 6.40185e-01, 9.99388e+00, 1.00445e+01, 1.00445e+01, 7.00000e+00, 2.45989e-01, 4.92706e-01, 3.45299e+02
21, 195, 6.67572e-01, 9.98653e+00, 1.05904e+01, 1.05904e+01, 7.00000e+00, 2.51282e-01, 5.53343e-01, 3.45299e+02
22, 205, 7.01807e-01, 9.97859e+00, 1.14639e+01, 1.14639e+01, 7.00000e+00, 2.97561e-01, 5.45489e-01, 3.45299e+02
23, 214, 7.32618e-01, 9.96932e+00, 1.21190e+01, 1.21190e+01, 7.00000e+00, 2.99065e-01, 5.94937e-01, 3.45299e+02
24, 224, 7.66852e-01, 9.95978e+00, 1.25011e+01, 1.25011e+01, 7.00000e+00, 3.30357e-01, 5.77201e-01, 3.45299e+02
25, 234, 8.01087e-01, 9.95488e+00, 1.37567e+01, 1.37567e+01, 7.00000e+00, 3.50427e-01, 6.50380e-01, 3.45299e+02
26, 242, 8.28474e-01, 9.94770e+00, 1.43026e+01, 1.43026e+01, 7.00000e+00, 3.55372e-01, 6.60379e-01, 3.45299e+02
27, 251, 8.59285e-01, 9.94010e+00, 1.43571e+01, 1.43571e+01, 7.00000e+00, 3.94422e-01, 6.11939e-01, 3.45299e+02
28, 260, 8.90096e-01, 9.93189e+00, 1.49576e+01, 1.49576e+01, 7.00000e+00, 4.07692e-01, 6.55921e-01, 3.45299e+02
