controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
0, 1, 7.14310e-02, 1.02254e+01, 0.00000e+00, 0.00000e+00, -3.20000e+01, 1.00000e+00, 2.62472e-03
1, 4, 2.85724e-01, 1.01431e+01, 2.18360e-01, 2.18360e-01, -3.20000e+01, 7.50000e-01, 1.14674e-02
2, 8, 5.71448e-01, 1.00463e+01, 3.27540e-01, 3.27540e-01, -3.20000e+01, 5.00000e-01, 2.64673e-02
3, 11, 7.85741e-01, 9.99263e+00, 6.00489e-01, 6.00489e-01, -3.20000e+01, 2.72727e-01, 4.03056e-02
4, 15, 1.07147e+00, 9.92360e+00, 1.09180e+00, 1.09180e+00, -3.20000e+01, 2.66667e-01, 6.27039e-02
5, 19, 1.35719e+00, 9.86807e+00, 1.58311e+00, 1.58311e+00, -3.20000e+01, 2.10526e-01, 8.41029e-02
6, 22, 1.57148e+00, 9.85732e+00, 1.63770e+00, 1.63770e+00, -3.20000e+01, 1.36364e-01, 1.07392e-01
7, 26, 1.85721e+00, 9.82696e+00, 1.41934e+00, 1.41934e+00, -3.20000e+01, 1.53846e-01, 1.33862e-01
8, 28, 2.00007e+00, 9.86771e+00, 1.31016e+00, 1.31016e+00, -3.20000e+01, 7.14286e-02, 1.53239e-01
9, 30, 2.14293e+00, 9.91105e+00, 1.52852e+00, 1.52852e+00, -3.20000e+01, 6.66667e-02, 1.52504e-01
10, 34, 2.42865e+00, 9.93062e+00, 1.41934e+00, 1.41934e+00, -3.20000e+01, 1.17647e-01, 1.59229e-01
11, 37, 2.64295e+00, 9.89154e+00, 1.47393e+00, 1.47393e+00, -3.20000e+01, 8.10811e-02, 1.54095e-01
12, 40, 2.85724e+00, 9.89236e+00, 1.80147e+00, 1.80147e+00, -3.20000e+01, 7.50000e-02, 1.46846e-01
13, 42, 3.00010e+00, 9.84682e+00, 1.63770e+00, 1.63770e+00, -3.20000e+01, 1.19048e-01, 1.46561e-01
14, 46, 3.28583e+00, 9.76307e+00, 2.45655e+00, 2.45655e+00, -3.20000e+01, 1.73913e-01, 1.49967e-01
15, 51, 3.64298e+00, 9.68957e+00, 2.62032e+00, 2.62032e+00, -3.20000e+01, 1.76471e-01, 1.58452e-01
16, 51, 3.64298e+00, 9.71480e+00, 2.25021e+00, 2.25021e+00, -3.20000e+01, 1.76471e-01, 1.93600e-01
17, 52, 3.71441e+00, 9.70853e+00, 2.19562e+00, 2.19562e+00, -3.20000e+01, 1.92308e-01, 1.71578e-01
18, 55, 3.92871e+00, 9.70305e+00, 3.39660e+00, 3.39660e+00, -3.20000e+01, 2.18182e-01, 1.89297e-01
19, 58, 4.14300e+00, 9.69156e+00, 3.23283e+00, 3.23283e+00, -3.20000e+01, 1.89655e-01, 1.97667e-01
20, 61, 4.35729e+00, 9.68969e+00, 4.05168e+00, 4.05168e+00, -3.20000e+01, 1.80328e-01, 2.13398e-01
21, 67, 4.78588e+00, 9.67216e+00, 3.86939e+00, 3.86939e+00, -3.20000e+01, 2.23881e-01, 2.17294e-01
22, 72, 5.14303e+00, 9.64036e+00, 4.68823e+00, 4.68823e+00, -3.20000e+01, 2.08333e-01, 2.35764e-01
23, 75, 5.35733e+00, 9.55054e+00, 4.74282e+00, 4.74282e+00, -3.20000e+01, 2.00000e-01, 2.13711e-01
24, 77, 5.50019e+00, 9.51878e+00, 4.41529e+00, 4.41529e+00, -3.20000e+01, 1.81818e-01, 2.47700e-01
25, 78, 5.57162e+00, 9.55341e+00, 5.12495e+00, 5.12495e+00, -3.20000e+01, 1.79487e-01, 2.68978e-01
26, 83, 5.92877e+00, 9.52364e+00, 5.34331e+00, 5.34331e+00, -3.20000e+01, 2.65060e-01, 2.87710e-01
27, 88, 6.28593e+00, 9.52278e+00, 5.50708e+00, 5.50708e+00, -3.20000e+01, 2.50000e-01, 2.83751e-01
28, 90, 6.42879e+00, 9.55232e+00, 5.23413e+00, 5.23413e+00, -3.20000e+01, 2.33333e-01, 3.09196e-01
29, 96, 6.85738e+00, 9.48597e+00, 6.39296e+00, 6.39296e+00, -3.20000e+01, 2.81250e-01, 2.47359e-01
30, 99, 7.07167e+00, 9.41212e+00, 6.44202e+00, 6.44202e+00, -3.20000e+01, 2.72727e-01, 2.62515e-01
31, 100, 7.14310e+00, 9.39590e+00, 7.20628e+00, 7.20628e+00, -3.20000e+01, 2.70000e-01, 2.72743e-01
32, 102, 7.28596e+00, 9.37630e+00, 7.08369e+00, 7.08369e+00, -3.20000e+01, 2.84314e-01, 3.09454e-01
33, 105, 7.50026e+00, 9.43035e+00, 8.12090e+00, 8.12090e+00, -3.20000e+01, 3.14286e-01, 3.28164e-01
34, 109, 7.78598e+00, 9.46530e+00, 8.55762e+00, 8.55762e+00, -3.20000e+01, 3.21101e-01, 3.25751e-01
35, 111, 7.92884e+00, 9.41000e+00, 8.20523e+00, 8.20523e+00, -3.20000e+01, 3.33333e-01, 3.20758e-01
36, 112, 8.00027e+00, 9.46973e+00, 9.02961e+00, 9.02961e+00, -3.20000e+01, 3.21429e-01, 3.34343e-01
37, 113, 8.07171e+00, 9.42759e+00, 1.15953e+01, 1.15953e+01, -3.20000e+01, 3.62832e-01, 3.20160e-01
38, 118, 8.42886e+00, 9.39090e+00, 1.17045e+01, 1.17045e+01, -3.20000e+01, 3.64407e-01, 3.19645e-01
39, 124, 8.85745e+00, 9.34403e+00, 1.43794e+01, 1.43794e+01, -3.20000e+01, 3.95161e-01, 3.17621e-01
40, 126, 9.00031e+00, 9.37532e+00, 1.57442e+01, 1.57442e+01, -3.20000e+01, 3.80952e-01, 3.25839e-01
41, 125, 8.92888e+00, 9.38147e+00, 1.68906e+01, 1.68906e+01, -3.20000e+01, 4.08000e-01, 2.94081e-01
42, 128, 9.14317e+00, 9.34763e+00, 1.92324e+01, 1.92324e+01, -3.20000e+01, 4.45312e-01, 3.35097e-01
43, 128, 9.14317e+00, 9.38807e+00, 1.97903e+01, 1.97903e+01, -3.20000e+01, 4.45312e-01, 3.28599e-01
44, 132, 9.42889e+00, 9.23554e+00, 1.88623e+01, 1.88623e+01, -3.20000e+01, 4.77273e-01, 3.72576e-01
45, 130, 9.28603e+00, 9.28263e+00, 1.97424e+01, 1.97424e+01, -3.20000e+01, 4.46154e-01, 3.59573e-01
46, 133, 9.50033e+00, 9.18150e+00, 2.12861e+01, 2.12861e+01, -3.20000e+01, 4.81203e-01, 3.24307e-01
47, 139, 9.92891e+00, 9.14722e+00, 2.19270e+01, 2.19270e+01, -3.20000e+01, 5.03597e-01, 3.55487e-01
48, 140, 1.00003e+01, 9.16620e+00, 2.32984e+01, 2.32984e+01, -3.20000e+01, 4.92857e-01, 3.49433e-01
