controller=global horizon=8 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
0, 1, 1.26626e-02, 1.01671e+01, 0.00000e+00, 0.00000e+00, 4.00000e+00, 1.00000e+00, 2.62472e-03
1, 5, 6.33132e-02, 1.01332e+01, 8.12834e-02, 8.12834e-02, 4.00000e+00, 8.00000e-01, 1.34483e-02
2, 9, 1.13964e-01, 1.01048e+01, 1.18855e-01, 1.18855e-01, 4.00000e+00, 4.44444e-01, 2.85075e-02
3, 14, 1.77277e-01, 1.00719e+01, 1.88526e-01, 1.88526e-01, 4.00000e+00, 3.57143e-01, 4.72104e-02
4, 18, 2.27928e-01, 1.00553e+01, 2.34974e-01, 2.34974e-01, 4.00000e+00, 2.22222e-01, 7.40860e-02
5, 22, 2.78578e-01, 1.00420e+01, 2.58198e-01, 2.58198e-01, 4.00000e+00, 1.81818e-01, 9.64995e-02
6, 27, 3.41891e-01, 1.00275e+01, 3.42127e-01, 3.42127e-01, 4.00000e+00, 1.85185e-01, 1.38360e-01
7, 31, 3.92542e-01, 1.00266e+01, 0.00000e+00, 0.00000e+00, -6.00000e+00, 1.29032e-01, 1.69602e-01
8, 34, 4.30530e-01, 1.00383e+01, 4.23411e-01, 4.23411e-01, -6.00000e+00, 8.82353e-02, 2.03647e-01
9, 39, 4.93843e-01, 1.00351e+01, 5.04694e-01, 5.04694e-01, -6.00000e+00, 1.28205e-01, 1.93393e-01
10, 43, 5.44493e-01, 1.00307e+01, 4.81470e-01, 4.81470e-01, -6.00000e+00, 9.30233e-02, 1.90320e-01
11, 47, 5.95144e-01, 1.00283e+01, 5.27918e-01, 5.27918e-01, -6.00000e+00, 8.51064e-02, 2.09282e-01
12, 52, 6.58457e-01, 1.00195e+01, 6.32425e-01, 6.32425e-01, -6.00000e+00, 9.61538e-02, 1.92307e-01
13, 57, 7.21770e-01, 1.00145e+01, 7.36933e-01, 7.36933e-01, -6.00000e+00, 8.77193e-02, 2.18274e-01
14, 61, 7.72421e-01, 1.00179e+01, 0.00000e+00, 0.00000e+00, -8.00000e+00, 6.55738e-02, 2.29061e-01
15, 65, 8.23072e-01, 1.00120e+01, 7.13709e-01, 7.13709e-01, -8.00000e+00, 6.15385e-02, 2.26952e-01
16, 70, 8.86385e-01, 1.00141e+01, 7.71768e-01, 7.71768e-01, -8.00000e+00, 7.14286e-02, 3.01288e-01
17, 74, 9.37035e-01, 1.00094e+01, 7.71768e-01, 7.71768e-01, -8.00000e+00, 5.40541e-02, 2.71806e-01
18, 79, 1.00035e+00, 9.98625e+00, 9.22723e-01, 9.22723e-01, -8.00000e+00, 6.32911e-02, 2.59508e-01
19, 83, 1.05100e+00, 9.96590e+00, 9.45947e-01, 9.45947e-01, -8.00000e+00, 4.81928e-02, 2.77538e-01
20, 87, 1.10165e+00, 9.95880e+00, 1.05045e+00, 1.05045e+00, -8.00000e+00, 5.74713e-02, 2.81335e-01
21, 92, 1.16496e+00, 9.95132e+00, 0.00000e+00, 0.00000e+00, 1.40000e+01, 6.52174e-02, 3.24884e-01
22, 95, 1.20295e+00, 9.95799e+00, 1.23625e+00, 1.23625e+00, 1.40000e+01, 6.31579e-02, 3.38551e-01
23, 100, 1.26626e+00, 9.92593e+00, 1.44800e+00, 1.44800e+00, 1.40000e+01, 7.00000e-02, 3.02523e-01
24, 104, 1.31691e+00, 9.91628e+00, 1.51767e+00, 1.51767e+00, 1.40000e+01, 5.76923e-02, 3.40990e-01
25, 108, 1.36757e+00, 9.89237e+00, 1.48283e+00, 1.48283e+00, 1.40000e+01, 7.40741e-02, 3.52576e-01
26, 110, 1.39289e+00, 9.89267e+00, 1.42477e+00, 1.42477e+00, 1.40000e+01, 9.09091e-02, 3.12810e-01
27, 115, 1.45620e+00, 9.87733e+00, 1.40155e+00, 1.40155e+00, 1.40000e+01, 1.21739e-01, 3.54687e-01
28, 119, 1.50685e+00, 9.90891e+00, 0.00000e+00, 0.00000e+00, -3.20000e+01, 4.20168e-02, 4.14546e-01
29, 122, 1.54484e+00, 9.92467e+00, 1.26220e+00, 1.26220e+00, -3.20000e+01, 4.09836e-02, 3.86709e-01
30, 126, 1.59549e+00, 9.91589e+00, 1.25059e+00, 1.25059e+00, -3.20000e+01, 5.55556e-02, 3.97448e-01
31, 130, 1.64614e+00, 9.94188e+00, 1.64540e+00, 1.64540e+00, -3.20000e+01, 5.38462e-02, 4.17027e-01
32, 135, 1.70946e+00, 9.94405e+00, 1.80796e+00, 1.80796e+00, -3.20000e+01, 5.92593e-02, 4.09698e-01
33, 139, 1.76011e+00, 9.94036e+00, 1.91247e+00, 1.91247e+00, -3.20000e+01, 7.19424e-02, 5.06529e-01
34, 144, 1.82342e+00, 9.91439e+00, 1.90086e+00, 1.90086e+00, -3.20000e+01, 7.63889e-02, 3.87314e-01
35, 149, 1.88673e+00, 9.90782e+00, 0.00000e+00, 0.00000e+00, -2.80000e+01, 6.04027e-02, 4.53957e-01
36, 153, 1.93738e+00, 9.90177e+00, 1.77313e+00, 1.77313e+00, -2.80000e+01, 5.88235e-02, 4.43397e-01
37, 159, 2.01336e+00, 9.87570e+00, 1.85441e+00, 1.85441e+00, -2.80000e+01, 7.54717e-02, 4.43125e-01
38, 162, 2.05135e+00, 9.87681e+00, 1.87499e+00, 1.87499e+00, -2.80000e+01, 6.79012e-02, 4.83654e-01
39, 165, 2.08934e+00, 9.87118e+00, 1.93305e+00, 1.93305e+00, -2.80000e+01, 8.48485e-02, 4.47709e-01
40, 168, 2.12732e+00, 9.88241e+00, 2.09562e+00, 2.09562e+00, -2.80000e+01, 9.52381e-02, 4.26790e-01
41, 175, 2.21596e+00, 9.84883e+00, 2.10723e+00, 2.10723e+00, -2.80000e+01, 1.25714e-01, 4.91723e-01
42, 180, 2.27928e+00, 9.84127e+00, 0.00000e+00, 0.00000e+00, -1.60000e+01, 7.77778e-02, 4.76500e-01
43, 184, 2.32993e+00, 9.84651e+00, 2.02594e+00, 2.02594e+00, -1.60000e+01, 7.06522e-02, 4.99511e-01
44, 187, 2.36791e+00, 9.84313e+00, 2.33947e+00, 2.33947e+00, -1.60000e+01, 8.02139e-02, 4.73628e-01
45, 192, 2.43123e+00, 9.82285e+00, 2.13045e+00, 2.13045e+00, -1.60000e+01, 9.89583e-02, 5.21692e-01
46, 195, 2.46921e+00, 9.80836e+00, 2.29302e+00, 2.29302e+00, -1.60000e+01, 1.02564e-01, 5.45984e-01
47, 199, 2.51987e+00, 9.78762e+00, 2.57991e+00, 2.57991e+00, -1.60000e+01, 1.20603e-01, 5.37289e-01
48, 203, 2.57052e+00, 9.77090e+00, 2.68442e+00, 2.68442e+00, -1.60000e+01, 1.28079e-01, 5.07297e-01
49, 206, 2.60850e+00, 9.76949e+00, 0.00000e+00, 0.00000e+00, -3.20000e+01, 8.25243e-02, 5.64178e-01
50, 208, 2.63383e+00, 9.78432e+00, 2.47540e+00, 2.47540e+00, -3.20000e+01, 9.13462e-02, 5.60895e-01
51, 212, 2.68448e+00, 9.76662e+00, 2.57991e+00, 2.57991e+00, -3.20000e+01, 1.08491e-01, 5.28215e-01
52, 218, 2.76046e+00, 9.74894e+00, 3.18373e+00, 3.18373e+00, -3.20000e+01, 1.23853e-01, 5.69014e-01
53, 223, 2.82377e+00, 9.72600e+00, 3.31146e+00, 3.31146e+00, -3.20000e+01, 1.21076e-01, 6.16333e-01
54, 227, 2.87442e+00, 9.70897e+00, 3.31487e+00, 3.31487e+00, -3.20000e+01, 1.32159e-01, 5.97943e-01
55, 231, 2.92507e+00, 9.70925e+00, 3.23358e+00, 3.23358e+00, -3.20000e+01, 1.42857e-01, 6.69577e-01
56, 233, 2.95039e+00, 9.72537e+00, 0.00000e+00, 0.00000e+00, -2.60000e+01, 1.03004e-01, 6.09999e-01
57, 236, 2.98838e+00, 9.74737e+00, 3.43099e+00, 3.43099e+00, -2.60000e+01, 1.14407e-01, 6.00268e-01
58, 241, 3.05170e+00, 9.74649e+00, 3.47744e+00, 3.47744e+00, -2.60000e+01, 1.24481e-01, 6.49549e-01
59, 243, 3.07702e+00, 9.75634e+00, 3.07136e+00, 3.07136e+00, -2.60000e+01, 1.15226e-01, 6.33073e-01
60, 245, 3.10235e+00, 9.76593e+00, 2.94363e+00, 2.94363e+00, -2.60000e+01, 1.26531e-01, 6.04561e-01
61, 252, 3.19099e+00, 9.71985e+00, 2.92040e+00, 2.92040e+00, -2.60000e+01, 1.54762e-01, 6.33859e-01
62, 257, 3.25430e+00, 9.69334e+00, 2.73461e+00, 2.73461e+00, -2.60000e+01, 1.51751e-01, 6.52217e-01
63, 259, 3.27962e+00, 9.65654e+00, 0.00000e+00, 0.00000e+00, -3.80000e+01, 9.65251e-02, 6.52148e-01
64, 264, 3.34294e+00, 9.65529e+00, 2.15402e+00, 2.15402e+00, -3.80000e+01, 9.46970e-02, 7.31519e-01
65, 265, 3.35560e+00, 9.68004e+00, 2.38693e+00, 2.38693e+00, -3.80000e+01, 9.05660e-02, 7.72360e-01
66, 270, 3.41891e+00, 9.64540e+00, 2.28243e+00, 2.28243e+00, -3.80000e+01, 9.62963e-02, 6.91186e-01
67, 275, 3.48223e+00, 9.66808e+00, 2.58434e+00, 2.58434e+00, -3.80000e+01, 1.05455e-01, 7.90698e-01
68, 277, 3.50755e+00, 9.70331e+00, 2.80496e+00, 2.80496e+00, -3.80000e+01, 1.11913e-01, 8.66327e-01
69, 280, 3.54554e+00, 9.70398e+00, 3.12976e+00, 3.12976e+00, -3.80000e+01, 1.39286e-01, 7.73815e-01
70, 283, 3.58353e+00, 9.68430e+00, 0.00000e+00, 0.00000e+00, -3.60000e+01, 1.09541e-01, 7.54618e-01
71, 286, 3.62151e+00, 9.68938e+00, 3.03345e+00, 3.03345e+00, -3.60000e+01, 1.08392e-01, 7.02488e-01
72, 292, 3.69749e+00, 9.67779e+00, 3.05701e+00, 3.05701e+00, -3.60000e+01, 1.36986e-01, 7.12170e-01
73, 296, 3.74814e+00, 9.64059e+00, 3.00160e+00, 3.00160e+00, -3.60000e+01, 1.35135e-01, 7.50872e-01
74, 300, 3.79879e+00, 9.64217e+00, 2.87387e+00, 2.87387e+00, -3.60000e+01, 1.40000e-01, 7.02209e-01
75, 303, 3.83678e+00, 9.62746e+00, 3.21061e+00, 3.21061e+00, -3.60000e+01, 1.61716e-01, 7.61934e-01
76, 307, 3.88743e+00, 9.61377e+00, 3.24545e+00, 3.24545e+00, -3.60000e+01, 1.75896e-01, 7.88988e-01
