controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, 8.00000e+00, 1.00000e+00, 2.62472e-03, 1.58015e+02
1, 7, 3.79581e-02, 1.01037e+01, 3.82129e-01, 3.82129e-01, 8.00000e+00, 8.57143e-01, 1.91810e-02, 1.58015e+02
2, 14, 7.59163e-02, 1.00920e+01, 7.64259e-01, 7.64259e-01, 8.00000e+00, 5.00000e-01, 4.31178e-02, 1.58015e+02
3, 19, 1.03029e-01, 1.00864e+01, 1.14639e+00, 1.14639e+00, 8.00000e+00, 2.63158e-01, 6.94572e-02, 1.58015e+02
4, 26, 1.40987e-01, 1.00781e+01, 1.52852e+00, 1.52852e+00, 8.00000e+00, 2.69231e-01, 1.02331e-01, 1.58015e+02
5, 32, 1.73523e-01, 1.00737e+01, 1.85606e+00, 1.85606e+00, 8.00000e+00, 1.87500e-01, 1.42716e-01, 1.58015e+02
6, 38, 2.06058e-01, 1.00724e+01, 2.29278e+00, 2.29278e+00, 8.00000e+00, 1.57895e-01, 1.86598e-01, 1.58015e+02
7, 44, 2.38594e-01, 1.00705e+01, 2.62032e+00, 2.62032e+00, 8.00000e+00, 1.36364e-01, 2.31137e-01, 1.58015e+02
8, 51, 2.76552e-01, 1.00678e+01, 2.89327e+00, 2.89327e+00, 8.00000e+00, 1.37255e-01, 2.73366e-01, 1.58015e+02
9, 59, 3.19933e-01, 1.00655e+01, 3.32999e+00, 3.32999e+00, 8.00000e+00, 1.35593e-01, 2.85243e-01, 1.58015e+02
10, 66, 3.57891e-01, 1.00600e+01, 3.60293e+00, 3.60293e+00, 8.00000e+00, 1.06061e-01, 2.86952e-01, 1.58015e+02
11, 72, 3.90427e-01, 1.00544e+01, 3.76670e+00, 3.76670e+00, 8.00000e+00, 8.33333e-02, 2.92274e-01, 1.58015e+02
12, 78, 4.22962e-01, 1.00521e+01, 3.87588e+00, 3.87588e+00, 8.00000e+00, 1.02564e-01, 3.22248e-01, 1.58015e+02
13, 83, 4.50075e-01, 1.00470e+01, 4.42178e+00, 4.42178e+00, 8.00000e+00, 9.63855e-02, 3.21486e-01, 1.58015e+02
14, 90, 4.88033e-01, 1.00379e+01, 4.58555e+00, 4.58555e+00, 8.00000e+00, 1.55556e-01, 3.19229e-01, 1.58015e+02
15, 97, 5.25991e-01, 1.00321e+01, 5.18604e+00, 5.18604e+00, 8.00000e+00, 1.75258e-01, 3.33472e-01, 1.58015e+02
16, 104, 5.63949e-01, 1.00259e+01, 5.29522e+00, 5.29522e+00, 8.00000e+00, 1.63462e-01, 3.85190e-01, 1.58015e+02
17, 110, 5.96485e-01, 1.00202e+01, 5.73194e+00, 5.73194e+00, 8.00000e+00, 1.90909e-01, 3.52024e-01, 1.58015e+02
18, 117, 6.34443e-01, 1.00093e+01, 6.38702e+00, 6.38702e+00, 8.00000e+00, 2.05128e-01, 3.49081e-01, 1.58015e+02
19, 123, 6.66979e-01, 1.00029e+01, 6.71456e+00, 6.71456e+00, 8.00000e+00, 2.19512e-01, 3.85526e-01, 1.58015e+02
