controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.19000e+02, 1.00000e+00, 2.62472e-03, 3.74556e-04
1, 13, 4.45048e-02, 1.00896e+01, 7.09669e-01, 7.09669e-01, -6.19000e+02, 9.23077e-01, 3.48285e-02, 3.74556e-04
2, 26, 8.90096e-02, 1.00759e+01, 1.31016e+00, 1.31016e+00, -6.19000e+02, 5.00000e-01, 7.74714e-02, 3.74556e-04
3, 38, 1.30091e-01, 1.00662e+01, 1.96524e+00, 1.96524e+00, -6.19000e+02, 3.15789e-01, 1.37139e-01, 3.74556e-04
4, 51, 1.74596e-01, 1.00580e+01, 2.78409e+00, 2.78409e+00, -6.19000e+02, 2.54902e-01, 2.04564e-01, 3.74556e-04
5, 63, 2.15677e-01, 1.00518e+01, 3.32999e+00, 3.32999e+00, -6.19000e+02, 1.90476e-01, 2.71184e-01, 3.74556e-04
6, 76, 2.60182e-01, 1.00474e+01, 3.93047e+00, 3.93047e+00, -6.19000e+02, 1.71053e-01, 3.67361e-01, 3.74556e-04
7, 88, 3.01263e-01, 1.00452e+01, 4.80391e+00, 4.80391e+00, -6.19000e+02, 1.36364e-01, 4.68577e-01, 3.74556e-04
8, 100, 3.42345e-01, 1.00447e+01, 5.56817e+00, 5.56817e+00, -6.19000e+02, 1.20000e-01, 5.39325e-01, 3.74556e-04
9, 111, 3.80003e-01, 1.00450e+01, 6.38702e+00, 6.38702e+00, -6.19000e+02, 9.90991e-02, 5.13446e-01, 3.74556e-04
10, 126, 4.31354e-01, 1.00394e+01, 7.09669e+00, 7.09669e+00, -6.19000e+02, 1.19048e-01, 5.80313e-01, 3.74556e-04
11, 137, 4.69012e-01, 1.00366e+01, 7.64259e+00, 7.64259e+00, -6.19000e+02, 8.02920e-02, 5.87578e-01, 3.74556e-04
12, 150, 5.13517e-01, 1.00321e+01, 8.62521e+00, 8.62521e+00, -6.19000e+02, 9.33333e-02, 5.90229e-01, 3.74556e-04
13, 162, 5.54598e-01, 1.00277e+01, 1.01537e+01, 1.01537e+01, -6.19000e+02, 1.04938e-01, 6.05673e-01, 3.74556e-04
14, 175, 5.99103e-01, 1.00181e+01, 1.04813e+01, 1.04813e+01, -6.19000e+02, 1.25714e-01, 6.30035e-01, 3.74556e-04
15, 188, 6.43608e-01, 1.00102e+01, 1.13547e+01, 1.13547e+01, -6.19000e+02, 1.43617e-01, 6.47413e-01, 3.74556e-04
16, 198, 6.77842e-01, 1.00050e+01, 1.17914e+01, 1.17914e+01, -6.19000e+02, 1.46465e-01, 6.60410e-01, 3.74556e-04
17, 209, 7.15500e-01, 1.00024e+01, 1.27195e+01, 1.27195e+01, -6.19000e+02, 1.53110e-01, 6.82202e-01, 3.74556e-04
18, 223, 7.63429e-01, 9.99252e+00, 1.34837e+01, 1.34837e+01, -6.19000e+02, 1.83857e-01, 7.04806e-01, 3.74556e-04
19, 233, 7.97663e-01, 9.98721e+00, 1.41388e+01, 1.41388e+01, -6.19000e+02, 1.93133e-01, 7.43303e-01, 3.74556e-04
20, 249, 8.52438e-01, 9.97851e+00, 1.55035e+01, 1.55035e+01, -6.19000e+02, 2.32932e-01, 7.50962e-01, 3.74556e-04
21, 261, 8.93520e-01, 9.97068e+00, 1.59948e+01, 1.59948e+01, -6.19000e+02, 2.26054e-01, 7.91218e-01, 3.74556e-04
22, 273, 9.34601e-01, 9.96510e+00, 1.70321e+01, 1.70321e+01, -6.19000e+02, 2.41758e-01, 7.90099e-01, 3.74556e-04
23, 284, 9.72259e-01, 9.95717e+00, 1.68137e+01, 1.68137e+01, -6.19000e+02, 2.53521e-01, 8.12412e-01, 3.74556e-04
24, 297, 1.01676e+00, 9.94977e+00, 1.77963e+01, 1.77963e+01, -6.19000e+02, 2.55892e-01, 8.91096e-01, 3.74556e-04
25, 310, 1.06127e+00, 9.94456e+00, 1.76871e+01, 1.76871e+01, -6.19000e+02, 2.64516e-01, 8.73317e-01, 3.74556e-04
26, 322, 1.10235e+00, 9.93602e+00, 1.71958e+01, 1.71958e+01, -6.19000e+02, 2.73292e-01, 9.46167e-01, 3.74556e-04
27, 334, 1.14343e+00, 9.93064e+00, 1.75234e+01, 1.75234e+01, -6.19000e+02, 2.90419e-01, 9.71089e-01, 3.74556e-04
28, 347, 1.18794e+00, 9.91908e+00, 1.88881e+01, 1.88881e+01, -6.19000e+02, 2.93948e-01, 9.61828e-01, 3.74556e-04
29, 357, 1.22217e+00, 9.91181e+00, 2.03075e+01, 2.03075e+01, -6.19000e+02, 2.91317e-01, 9.61958e-01, 3.74556e-04
30, 368, 1.25983e+00, 9.90308e+00, 2.12901e+01, 2.12901e+01, -6.19000e+02, 2.98913e-01, 1.02881e+00, 3.74556e-04
31, 381, 1.30433e+00, 9.89664e+00, 2.11809e+01, 2.11809e+01, -6.19000e+02, 3.14961e-01, 1.09699e+00, 3.74556e-04
32, 394, 1.34884e+00, 9.88325e+00, 2.27094e+01, 2.27094e+01, -6.19000e+02, 3.35025e-01, 1.06915e+00, 3.74556e-04
33, 408, 1.39677e+00, 9.87873e+00, 2.47838e+01, 2.47838e+01, -6.19000e+02, 3.45588e-01, 1.17183e+00, 3.74556e-04
34, 421, 1.44127e+00, 9.87165e+00, 2.50568e+01, 2.50568e+01, -6.19000e+02, 3.51544e-01, 1.09519e+00, 3.74556e-04
35, 434, 1.48578e+00, 9.86655e+00, 2.58210e+01, 2.58210e+01, -6.19000e+02, 3.57143e-01, 1.21430e+00, 3.74556e-04
36, 448, 1.53370e+00, 9.86132e+00, 2.72404e+01, 2.72404e+01, -6.19000e+02, 3.57143e-01, 1.22699e+00, 3.74556e-04
37, 459, 1.57136e+00, 9.85432e+00, 2.83868e+01, 2.83868e+01, -6.19000e+02, 3.57298e-01, 1.25732e+00, 3.74556e-04
38, 470, 1.60902e+00, 9.84521e+00, 2.92056e+01, 2.92056e+01, -6.19000e+02, 3.65957e-01, 1.28215e+00, 3.74556e-04
39, 483, 1.65352e+00, 9.83644e+00, 2.85505e+01, 2.85505e+01, -6.19000e+02, 3.80952e-01, 1.33891e+00, 3.74556e-04
