controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.41316e+02
1, 11, 3.76579e-02, 1.00920e+01, 6.00489e-01, 6.00489e-01, 7.00000e+00, 9.09091e-01, 2.95791e-02, 3.41316e+02
2, 22, 7.53158e-02, 1.00805e+01, 1.09180e+00, 1.09180e+00, 7.00000e+00, 5.00000e-01, 6.59731e-02, 3.41316e+02
3, 32, 1.09550e-01, 1.00724e+01, 1.63770e+00, 1.63770e+00, 7.00000e+00, 3.12500e-01, 1.15900e-01, 3.41316e+02
4, 43, 1.47208e-01, 1.00648e+01, 2.23819e+00, 2.23819e+00, 7.00000e+00, 2.55814e-01, 1.72296e-01, 3.41316e+02
5, 54, 1.84866e-01, 1.00594e+01, 2.94786e+00, 2.94786e+00, 7.00000e+00, 2.03704e-01, 2.32923e-01, 3.41316e+02
6, 64, 2.19101e-01, 1.00563e+01, 3.38458e+00, 3.38458e+00, 7.00000e+00, 1.56250e-01, 3.11920e-01, 3.41316e+02
7, 75, 2.56758e-01, 1.00544e+01, 3.98506e+00, 3.98506e+00, 7.00000e+00, 1.46667e-01, 3.98310e-01, 3.41316e+02
8, 86, 2.94416e-01, 1.00523e+01, 4.58555e+00, 4.58555e+00, 7.00000e+00, 1.27907e-01, 4.43072e-01, 3.41316e+02
9, 95, 3.25227e-01, 1.00529e+01, 5.18604e+00, 5.18604e+00, 7.00000e+00, 9.47368e-02, 4.73140e-01, 3.41316e+02
10, 106, 3.62885e-01, 1.00492e+01, 5.84112e+00, 5.84112e+00, 7.00000e+00, 1.03774e-01, 4.67684e-01, 3.41316e+02
11, 117, 4.00543e-01, 1.00459e+01, 6.38702e+00, 6.38702e+00, 7.00000e+00, 9.40171e-02, 5.10089e-01, 3.41316e+02
12, 128, 4.38201e-01, 1.00402e+01, 6.87833e+00, 6.87833e+00, 7.00000e+00, 8.59375e-02, 5.38033e-01, 3.41316e+02
13, 138, 4.72436e-01, 1.00329e+01, 7.80636e+00, 7.80636e+00, 7.00000e+00, 9.42029e-02, 4.71085e-01, 3.41316e+02
14, 148, 5.06670e-01, 1.00305e+01, 9.11652e+00, 9.11652e+00, 7.00000e+00, 1.08108e-01, 5.43794e-01, 3.41316e+02
15, 159, 5.44328e-01, 1.00233e+01, 9.66242e+00, 9.66242e+00, 7.00000e+00, 1.57233e-01, 5.17821e-01, 3.41316e+02
16, 170, 5.81986e-01, 1.00169e+01, 1.00445e+01, 1.00445e+01, 7.00000e+00, 1.64706e-01, 5.81582e-01, 3.41316e+02
17, 181, 6.19644e-01, 1.00083e+01, 1.02083e+01, 1.02083e+01, 7.00000e+00, 1.82320e-01, 5.78175e-01, 3.41316e+02
18, 190, 6.50455e-01, 1.00010e+01, 1.03721e+01, 1.03721e+01, 7.00000e+00, 1.89474e-01, 5.53841e-01, 3.41316e+02
19, 199, 6.81266e-01, 9.99227e+00, 1.08088e+01, 1.08088e+01, 7.00000e+00, 2.16080e-01, 5.69800e-01, 3.41316e+02
20, 210, 7.18924e-01, 9.98348e+00, 1.18460e+01, 1.18460e+01, 7.00000e+00, 2.28571e-01, 6.06118e-01, 3.41316e+02
21, 221, 7.56582e-01, 9.97027e+00, 1.24465e+01, 1.24465e+01, 7.00000e+00, 2.57919e-01, 5.90357e-01, 3.41316e+02
22, 231, 7.90816e-01, 9.96047e+00, 1.31016e+01, 1.31016e+01, 7.00000e+00, 2.68398e-01, 6.36343e-01, 3.41316e+02
23, 244, 8.35321e-01, 9.94895e+00, 1.38658e+01, 1.38658e+01, 7.00000e+00, 3.11475e-01, 6.35307e-01, 3.41316e+02
24, 254, 8.69555e-01, 9.94304e+00, 1.47939e+01, 1.47939e+01, 7.00000e+00, 3.42520e-01, 7.17571e-01, 3.41316e+02
25, 264, 9.03790e-01, 9.93330e+00, 1.49030e+01, 1.49030e+01, 7.00000e+00, 3.63636e-01, 6.44095e-01, 3.41316e+02
26, 275, 9.41448e-01, 9.92722e+00, 1.58311e+01, 1.58311e+01, 7.00000e+00, 3.78182e-01, 7.20341e-01, 3.41316e+02
27, 285, 9.75682e-01, 9.92047e+00, 1.67045e+01, 1.67045e+01, 7.00000e+00, 3.89474e-01, 7.70832e-01, 3.41316e+02
28, 295, 1.00992e+00, 9.91400e+00, 1.79055e+01, 1.79055e+01, 7.00000e+00, 3.96610e-01, 8.07733e-01, 3.41316e+02
29, 306, 1.04757e+00, 9.90815e+00, 1.88335e+01, 1.88335e+01, 7.00000e+00, 4.08497e-01, 8.20295e-01, 3.41316e+02
30, 317, 1.08523e+00, 9.90226e+00, 2.04712e+01, 2.04712e+01, 7.00000e+00, 4.16404e-01, 8.22591e-01, 3.41316e+02
31, 326, 1.11604e+00, 9.89606e+00, 2.10717e+01, 2.10717e+01, 7.00000e+00, 4.17178e-01, 9.13618e-01, 3.41316e+02
32, 338, 1.15712e+00, 9.88792e+00, 2.19997e+01, 2.19997e+01, 7.00000e+00, 4.40828e-01, 8.72219e-01, 3.41316e+02
33, 349, 1.19478e+00, 9.88164e+00, 2.31461e+01, 2.31461e+01, 7.00000e+00, 4.49857e-01, 9.19651e-01, 3.41316e+02
34, 360, 1.23244e+00, 9.87012e+00, 2.46746e+01, 2.46746e+01, 7.00000e+00, 4.52778e-01, 9.10210e-01, 3.41316e+02
35, 368, 1.25983e+00, 9.86124e+00, 2.40742e+01, 2.40742e+01, 7.00000e+00, 4.64674e-01, 9.79864e-01, 3.41316e+02
36, 379, 1.29749e+00, 9.85164e+00, 2.51660e+01, 2.51660e+01, 7.00000e+00, 4.74934e-01, 9.63019e-01, 3.41316e+02
37, 391, 1.33857e+00, 9.84169e+00, 2.63123e+01, 2.63123e+01, 7.00000e+00, 4.83376e-01, 1.04451e+00, 3.41316e+02
38, 401, 1.37280e+00, 9.83129e+00, 2.70220e+01, 2.70220e+01, 7.00000e+00, 4.96259e-01, 1.02240e+00, 3.41316e+02
39, 411, 1.40704e+00, 9.82220e+00, 2.89327e+01, 2.89327e+01, 7.00000e+00, 5.01217e-01, 1.02946e+00, 3.41316e+02
40, 422, 1.44469e+00, 9.81540e+00, 2.96423e+01, 2.96423e+01, 7.00000e+00, 5.11848e-01, 1.08101e+00, 3.41316e+02
41, 433, 1.48235e+00, 9.80646e+00, 3.13346e+01, 3.13346e+01, 7.00000e+00, 5.33487e-01, 1.04363e+00, 3.41316e+02
42, 444, 1.52001e+00, 9.79566e+00, 3.29723e+01, 3.29723e+01, 7.00000e+00, 5.51802e-01, 1.10289e+00, 3.41316e+02
43, 455, 1.55767e+00, 9.79095e+00, 3.47192e+01, 3.47192e+01, 7.00000e+00, 5.64835e-01, 1.15561e+00, 3.41316e+02
44, 464, 1.58848e+00, 9.78530e+00, 3.64115e+01, 3.64115e+01, 7.00000e+00, 5.75431e-01, 1.13062e+00, 3.41316e+02
45, 475, 1.62614e+00, 9.77239e+00, 3.73395e+01, 3.73395e+01, 7.00000e+00, 5.87368e-01, 1.13018e+00, 3.41316e+02
46, 485, 1.66037e+00, 9.76627e+00, 3.89772e+01, 3.89772e+01, 7.00000e+00, 5.95876e-01, 1.16888e+00, 3.41316e+02
47, 495, 1.69461e+00, 9.75590e+00, 3.99598e+01, 3.99598e+01, 7.00000e+00, 5.93939e-01, 1.25971e+00, 3.41316e+02
48, 504, 1.72542e+00, 9.74665e+00, 4.10516e+01, 4.10516e+01, 7.00000e+00, 6.07143e-01, 1.22838e+00, 3.41316e+02
49, 515, 1.76308e+00, 9.73960e+00, 4.32898e+01, 4.32898e+01, 7.00000e+00, 6.11650e-01, 1.32455e+00, 3.41316e+02
50, 527, 1.80416e+00, 9.72872e+00, 4.35628e+01, 4.35628e+01, 7.00000e+00, 6.20493e-01, 1.33710e+00, 3.41316e+02
51, 538, 1.84181e+00, 9.72517e+00, 4.52005e+01, 4.52005e+01, 7.00000e+00, 6.37546e-01, 1.37772e+00, 3.41316e+02
52, 549, 1.87947e+00, 9.71942e+00, 4.69473e+01, 4.69473e+01, 7.00000e+00, 6.41166e-01, 1.39736e+00, 3.41316e+02
53, 559, 1.91371e+00, 9.71579e+00, 4.84213e+01, 4.84213e+01, 7.00000e+00, 6.54741e-01, 1.37501e+00, 3.41316e+02
54, 569, 1.94794e+00, 9.70533e+00, 4.92401e+01, 4.92401e+01, 7.00000e+00, 6.53779e-01, 1.38794e+00, 3.41316e+02
55, 580, 1.98560e+00, 9.69570e+00, 5.16421e+01, 5.16421e+01, 7.00000e+00, 6.60345e-01, 1.44007e+00, 3.41316e+02
56, 592, 2.02668e+00, 9.68900e+00, 5.31706e+01, 5.31706e+01, 7.00000e+00, 6.58784e-01, 1.53248e+00, 3.41316e+02
57, 602, 2.06091e+00, 9.68159e+00, 5.29522e+01, 5.29522e+01, 7.00000e+00, 6.64452e-01, 1.54461e+00, 3.41316e+02
58, 613, 2.09857e+00, 9.67149e+00, 5.54088e+01, 5.54088e+01, 7.00000e+00, 6.78630e-01, 1.57120e+00, 3.41316e+02
59, 623, 2.13281e+00, 9.66895e+00, 5.72648e+01, 5.72648e+01, 7.00000e+00, 6.86998e-01, 1.62661e+00, 3.41316e+02
60, 632, 2.16362e+00, 9.66708e+00, 0.00000e+00, 0.00000e+00, 2.53000e+02, 6.86709e-01, 1.62778e+00, 6.55816e+01
61, 645, 2.20812e+00, 9.65902e+00, 6.10315e+01, 6.10315e+01, 2.53000e+02, 6.91473e-01, 1.65690e+00, 6.55816e+01
62, 654, 2.23893e+00, 9.64661e+00, 6.17412e+01, 6.17412e+01, 2.53000e+02, 6.86544e-01, 1.62878e+00, 6.55816e+01
63, 665, 2.27659e+00, 9.63450e+00, 6.18504e+01, 6.18504e+01, 2.53000e+02, 7.00752e-01, 1.67905e+00, 6.55816e+01
64, 674, 2.30740e+00, 9.62465e+00, 6.23963e+01, 6.23963e+01, 2.53000e+02, 7.15134e-01, 1.70028e+00, 6.55816e+01
65, 685, 2.34506e+00, 9.61326e+00, 6.38156e+01, 6.38156e+01, 2.53000e+02, 7.19708e-01, 1.66463e+00, 6.55816e+01
