controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, -3.96000e+02, 1.00000e+00, 2.62472e-03, 3.04461e-04
1, 9, 4.88033e-02, 1.00998e+01, 4.91309e-01, 4.91309e-01, -3.96000e+02, 8.88889e-01, 2.44305e-02, 3.04461e-04
2, 18, 9.76066e-02, 1.00848e+01, 9.82619e-01, 9.82619e-01, -3.96000e+02, 5.00000e-01, 5.51698e-02, 3.04461e-04
3, 26, 1.40987e-01, 1.00745e+01, 1.41934e+00, 1.41934e+00, -3.96000e+02, 3.07692e-01, 9.16188e-02, 3.04461e-04
4, 34, 1.84368e-01, 1.00664e+01, 1.85606e+00, 1.85606e+00, -3.96000e+02, 2.35294e-01, 1.36968e-01, 3.04461e-04
5, 41, 2.22326e-01, 1.00624e+01, 2.23819e+00, 2.23819e+00, -3.96000e+02, 1.70732e-01, 1.86747e-01, 3.04461e-04
6, 50, 2.71130e-01, 1.00563e+01, 2.72950e+00, 2.72950e+00, -3.96000e+02, 1.80000e-01, 2.46324e-01, 3.04461e-04
7, 58, 3.14510e-01, 1.00558e+01, 2.94786e+00, 2.94786e+00, -3.96000e+02, 1.37931e-01, 3.09327e-01, 3.04461e-04
8, 69, 3.74159e-01, 1.00520e+01, 3.65752e+00, 3.65752e+00, -3.96000e+02, 1.59420e-01, 3.66029e-01, 3.04461e-04
9, 77, 4.17540e-01, 1.00507e+01, 3.98506e+00, 3.98506e+00, -3.96000e+02, 1.03896e-01, 3.74590e-01, 3.04461e-04
10, 86, 4.66343e-01, 1.00447e+01, 4.25801e+00, 4.25801e+00, -3.96000e+02, 1.04651e-01, 3.73566e-01, 3.04461e-04
11, 94, 5.09724e-01, 1.00400e+01, 4.85850e+00, 4.85850e+00, -3.96000e+02, 8.51064e-02, 3.89357e-01, 3.04461e-04
12, 103, 5.58527e-01, 1.00284e+01, 5.34981e+00, 5.34981e+00, -3.96000e+02, 8.73786e-02, 3.96002e-01, 3.04461e-04
13, 110, 5.96485e-01, 1.00204e+01, 5.40440e+00, 5.40440e+00, -3.96000e+02, 9.09091e-02, 4.07710e-01, 3.04461e-04
14, 117, 6.34443e-01, 1.00170e+01, 5.67735e+00, 5.67735e+00, -3.96000e+02, 1.28205e-01, 4.44009e-01, 3.04461e-04
15, 125, 6.77824e-01, 1.00092e+01, 6.16866e+00, 6.16866e+00, -3.96000e+02, 1.60000e-01, 4.30294e-01, 3.04461e-04
16, 132, 7.15782e-01, 1.00051e+01, 6.65997e+00, 6.65997e+00, -3.96000e+02, 1.74242e-01, 4.46459e-01, 3.04461e-04
17, 143, 7.75431e-01, 9.99020e+00, 6.93292e+00, 6.93292e+00, -3.96000e+02, 2.16783e-01, 4.56200e-01, 3.04461e-04
18, 152, 8.24234e-01, 9.98509e+00, 8.13390e+00, 8.13390e+00, -3.96000e+02, 2.03947e-01, 4.58693e-01, 3.04461e-04
19, 160, 8.67615e-01, 9.97926e+00, 9.38947e+00, 9.38947e+00, -3.96000e+02, 2.06250e-01, 5.30684e-01, 3.04461e-04
20, 168, 9.10995e-01, 9.96764e+00, 9.28029e+00, 9.28029e+00, -3.96000e+02, 2.38095e-01, 4.83000e-01, 3.04461e-04
21, 176, 9.54376e-01, 9.95842e+00, 9.77160e+00, 9.77160e+00, -3.96000e+02, 2.44318e-01, 4.88040e-01, 3.04461e-04
22, 186, 1.00860e+00, 9.94812e+00, 9.71701e+00, 9.71701e+00, -3.96000e+02, 2.74194e-01, 5.35903e-01, 3.04461e-04
23, 192, 1.04114e+00, 9.94542e+00, 9.98996e+00, 9.98996e+00, -3.96000e+02, 2.70833e-01, 5.85353e-01, 3.04461e-04
24, 201, 1.08994e+00, 9.94017e+00, 1.06450e+01, 1.06450e+01, -3.96000e+02, 2.98507e-01, 5.79317e-01, 3.04461e-04
25, 211, 1.14417e+00, 9.93322e+00, 1.16277e+01, 1.16277e+01, -3.96000e+02, 3.08057e-01, 6.39749e-01, 3.04461e-04
26, 220, 1.19297e+00, 9.92021e+00, 1.26103e+01, 1.26103e+01, -3.96000e+02, 3.00000e-01, 5.82976e-01, 3.04461e-04
27, 227, 1.23093e+00, 9.91675e+00, 1.20098e+01, 1.20098e+01, -3.96000e+02, 2.99559e-01, 6.58434e-01, 3.04461e-04
28, 237, 1.28515e+00, 9.90719e+00, 1.29378e+01, 1.29378e+01, -3.96000e+02, 3.16456e-01, 6.49908e-01, 3.04461e-04
29, 244, 1.32311e+00, 9.90326e+00, 1.31562e+01, 1.31562e+01, -3.96000e+02, 3.27869e-01, 6.62500e-01, 3.04461e-04
30, 250, 1.35565e+00, 9.89448e+00, 1.25557e+01, 1.25557e+01, -3.96000e+02, 3.32000e-01, 6.61188e-01, 3.04461e-04
31, 258, 1.39903e+00, 9.88715e+00, 1.21736e+01, 1.21736e+01, -3.96000e+02, 3.41085e-01, 7.07000e-01, 3.04461e-04
32, 265, 1.43699e+00, 9.87871e+00, 1.26103e+01, 1.26103e+01, -3.96000e+02, 3.39623e-01, 7.15065e-01, 3.04461e-04
33, 275, 1.49121e+00, 9.87018e+00, 1.37021e+01, 1.37021e+01, -3.96000e+02, 3.38182e-01, 7.85142e-01, 3.04461e-04
34, 281, 1.52375e+00, 9.86554e+00, 1.35929e+01, 1.35929e+01, -3.96000e+02, 3.30961e-01, 8.11095e-01, 3.04461e-04
35, 288, 1.56171e+00, 9.86115e+00, 1.47393e+01, 1.47393e+01, -3.96000e+02, 3.36806e-01, 7.95435e-01, 3.04461e-04
36, 299, 1.62135e+00, 9.85171e+00, 1.59948e+01, 1.59948e+01, -3.96000e+02, 3.64548e-01, 8.31516e-01, 3.04461e-04
37, 305, 1.65389e+00, 9.84710e+00, 1.65953e+01, 1.65953e+01, -3.96000e+02, 3.50820e-01, 7.87910e-01, 3.04461e-04
38, 316, 1.71354e+00, 9.83666e+00, 1.70321e+01, 1.70321e+01, -3.96000e+02, 3.70253e-01, 8.61399e-01, 3.04461e-04
39, 324, 1.75692e+00, 9.82835e+00, 1.69775e+01, 1.69775e+01, -3.96000e+02, 3.73457e-01, 8.46125e-01, 3.04461e-04
40, 334, 1.81115e+00, 9.81658e+00, 1.82330e+01, 1.82330e+01, -3.96000e+02, 3.77246e-01, 8.79859e-01, 3.04461e-04
41, 341, 1.84910e+00, 9.80523e+00, 1.89427e+01, 1.89427e+01, -3.96000e+02, 3.87097e-01, 9.15718e-01, 3.04461e-04
