controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, -3.94000e+02, 1.00000e+00, 2.62472e-03, 2.87771e-04
1, 8, 4.33807e-02, 1.01018e+01, 4.36719e-01, 4.36719e-01, -3.94000e+02, 8.75000e-01, 2.21316e-02, 2.87771e-04
2, 16, 8.67615e-02, 1.00884e+01, 8.73439e-01, 8.73439e-01, -3.94000e+02, 5.00000e-01, 4.93001e-02, 2.87771e-04
3, 22, 1.19297e-01, 1.00815e+01, 1.20098e+00, 1.20098e+00, -3.94000e+02, 2.72727e-01, 8.04582e-02, 2.87771e-04
4, 30, 1.62678e-01, 1.00722e+01, 1.63770e+00, 1.63770e+00, -3.94000e+02, 2.66667e-01, 1.20634e-01, 2.87771e-04
5, 36, 1.95213e-01, 1.00685e+01, 1.96524e+00, 1.96524e+00, -3.94000e+02, 1.66667e-01, 1.60748e-01, 2.87771e-04
6, 44, 2.38594e-01, 1.00648e+01, 2.51114e+00, 2.51114e+00, -3.94000e+02, 1.81818e-01, 2.22393e-01, 2.87771e-04
7, 51, 2.76552e-01, 1.00635e+01, 2.89327e+00, 2.89327e+00, -3.94000e+02, 1.37255e-01, 2.61124e-01, 2.87771e-04
8, 59, 3.19933e-01, 1.00618e+01, 3.22081e+00, 3.22081e+00, -3.94000e+02, 1.35593e-01, 3.12550e-01, 2.87771e-04
9, 67, 3.63314e-01, 1.00605e+01, 3.87588e+00, 3.87588e+00, -3.94000e+02, 1.19403e-01, 3.18987e-01, 2.87771e-04
10, 76, 4.12117e-01, 1.00502e+01, 3.98506e+00, 3.98506e+00, -3.94000e+02, 1.18421e-01, 3.20402e-01, 2.87771e-04
11, 81, 4.39230e-01, 1.00474e+01, 4.03965e+00, 4.03965e+00, -3.94000e+02, 6.17284e-02, 3.68462e-01, 2.87771e-04
12, 89, 4.82611e-01, 1.00371e+01, 4.53096e+00, 4.53096e+00, -3.94000e+02, 8.98876e-02, 3.45286e-01, 2.87771e-04
13, 96, 5.20569e-01, 1.00288e+01, 4.80391e+00, 4.80391e+00, -3.94000e+02, 1.04167e-01, 3.30618e-01, 2.87771e-04
14, 104, 5.63949e-01, 1.00237e+01, 5.13145e+00, 5.13145e+00, -3.94000e+02, 1.34615e-01, 3.71116e-01, 2.87771e-04
15, 110, 5.96485e-01, 1.00223e+01, 5.51358e+00, 5.51358e+00, -3.94000e+02, 1.63636e-01, 4.09280e-01, 2.87771e-04
16, 118, 6.39866e-01, 1.00153e+01, 5.84112e+00, 5.84112e+00, -3.94000e+02, 1.86441e-01, 4.00767e-01, 2.87771e-04
17, 127, 6.88669e-01, 1.00072e+01, 6.65997e+00, 6.65997e+00, -3.94000e+02, 2.12598e-01, 4.15309e-01, 2.87771e-04
18, 134, 7.26627e-01, 9.99897e+00, 7.75177e+00, 7.75177e+00, -3.94000e+02, 2.08955e-01, 3.80649e-01, 2.87771e-04
19, 141, 7.64585e-01, 9.99179e+00, 7.47882e+00, 7.47882e+00, -3.94000e+02, 2.12766e-01, 4.06061e-01, 2.87771e-04
20, 150, 8.13389e-01, 9.98589e+00, 8.35226e+00, 8.35226e+00, -3.94000e+02, 2.40000e-01, 4.52920e-01, 2.87771e-04
21, 157, 8.51347e-01, 9.98182e+00, 8.89816e+00, 8.89816e+00, -3.94000e+02, 2.29299e-01, 4.55360e-01, 2.87771e-04
22, 165, 8.94728e-01, 9.97766e+00, 9.17111e+00, 9.17111e+00, -3.94000e+02, 2.42424e-01, 4.82899e-01, 2.87771e-04
23, 172, 9.32686e-01, 9.97042e+00, 8.89816e+00, 8.89816e+00, -3.94000e+02, 2.50000e-01, 5.03071e-01, 2.87771e-04
24, 180, 9.76066e-01, 9.96346e+00, 9.17111e+00, 9.17111e+00, -3.94000e+02, 2.66667e-01, 5.56531e-01, 2.87771e-04
25, 187, 1.01402e+00, 9.95926e+00, 9.88078e+00, 9.88078e+00, -3.94000e+02, 2.72727e-01, 5.59816e-01, 2.87771e-04
26, 191, 1.03571e+00, 9.95749e+00, 9.60783e+00, 9.60783e+00, -3.94000e+02, 2.82723e-01, 5.96598e-01, 2.87771e-04
27, 198, 1.07367e+00, 9.95624e+00, 1.10818e+01, 1.10818e+01, -3.94000e+02, 2.92929e-01, 5.82525e-01, 2.87771e-04
28, 207, 1.12248e+00, 9.94751e+00, 1.16822e+01, 1.16822e+01, -3.94000e+02, 3.04348e-01, 5.59238e-01, 2.87771e-04
29, 215, 1.16586e+00, 9.93512e+00, 1.31016e+01, 1.31016e+01, -3.94000e+02, 3.02326e-01, 5.44177e-01, 2.87771e-04
30, 222, 1.20382e+00, 9.92511e+00, 1.21736e+01, 1.21736e+01, -3.94000e+02, 2.92793e-01, 5.84980e-01, 2.87771e-04
31, 228, 1.23635e+00, 9.92160e+00, 1.13001e+01, 1.13001e+01, -3.94000e+02, 3.07018e-01, 6.49211e-01, 2.87771e-04
32, 236, 1.27973e+00, 9.91739e+00, 1.29378e+01, 1.29378e+01, -3.94000e+02, 3.26271e-01, 6.41462e-01, 2.87771e-04
33, 242, 1.31227e+00, 9.90898e+00, 1.27195e+01, 1.27195e+01, -3.94000e+02, 3.26446e-01, 6.53301e-01, 2.87771e-04
34, 251, 1.36107e+00, 9.89760e+00, 1.27195e+01, 1.27195e+01, -3.94000e+02, 3.34661e-01, 7.13612e-01, 2.87771e-04
35, 258, 1.39903e+00, 9.89136e+00, 1.28832e+01, 1.28832e+01, -3.94000e+02, 3.25581e-01, 7.22668e-01, 2.87771e-04
36, 265, 1.43699e+00, 9.88590e+00, 1.38658e+01, 1.38658e+01, -3.94000e+02, 3.39623e-01, 7.62786e-01, 2.87771e-04
37, 272, 1.47494e+00, 9.88110e+00, 1.44117e+01, 1.44117e+01, -3.94000e+02, 3.52941e-01, 7.57320e-01, 2.87771e-04
38, 280, 1.51833e+00, 9.86789e+00, 1.52306e+01, 1.52306e+01, -3.94000e+02, 3.60714e-01, 6.83774e-01, 2.87771e-04
39, 287, 1.55628e+00, 9.85958e+00, 1.56127e+01, 1.56127e+01, -3.94000e+02, 3.65854e-01, 7.76052e-01, 2.87771e-04
40, 294, 1.59424e+00, 9.85366e+00, 1.64316e+01, 1.64316e+01, -3.94000e+02, 3.70748e-01, 7.68007e-01, 2.87771e-04
41, 300, 1.62678e+00, 9.84659e+00, 1.70321e+01, 1.70321e+01, -3.94000e+02, 3.70000e-01, 7.78066e-01, 2.87771e-04
42, 307, 1.66474e+00, 9.84560e+00, 1.83968e+01, 1.83968e+01, -3.94000e+02, 3.81107e-01, 8.50593e-01, 2.87771e-04
43, 314, 1.70269e+00, 9.83796e+00, 1.82330e+01, 1.82330e+01, -3.94000e+02, 3.91720e-01, 7.96624e-01, 2.87771e-04
44, 324, 1.75692e+00, 9.82935e+00, 1.93794e+01, 1.93794e+01, -3.94000e+02, 4.01235e-01, 8.33635e-01, 2.87771e-04
45, 332, 1.80030e+00, 9.81840e+00, 1.99799e+01, 1.99799e+01, -3.94000e+02, 4.06627e-01, 8.57598e-01, 2.87771e-04
46, 340, 1.84368e+00, 9.80922e+00, 1.99799e+01, 1.99799e+01, -3.94000e+02, 4.05882e-01, 9.11824e-01, 2.87771e-04
47, 345, 1.87079e+00, 9.80856e+00, 2.15084e+01, 2.15084e+01, -3.94000e+02, 4.02899e-01, 8.83804e-01, 2.87771e-04
48, 353, 1.91417e+00, 9.80138e+00, 2.18906e+01, 2.18906e+01, -3.94000e+02, 4.22096e-01, 9.36524e-01, 2.87771e-04
49, 359, 1.94671e+00, 9.79366e+00, 2.16722e+01, 2.16722e+01, -3.94000e+02, 4.23398e-01, 9.10096e-01, 2.87771e-04
50, 366, 1.98467e+00, 9.78836e+00, 2.22727e+01, 2.22727e+01, -3.94000e+02, 4.31694e-01, 9.78574e-01, 2.87771e-04
51, 372, 2.01720e+00, 9.78085e+00, 2.30915e+01, 2.30915e+01, -3.94000e+02, 4.30108e-01, 9.73564e-01, 2.87771e-04
52, 381, 2.06601e+00, 9.77149e+00, 2.36374e+01, 2.36374e+01, -3.94000e+02, 4.33071e-01, 9.77409e-01, 2.87771e-04
53, 387, 2.09854e+00, 9.76366e+00, 2.36920e+01, 2.36920e+01, -3.94000e+02, 4.36693e-01, 1.03883e+00, 2.87771e-04
54, 395, 2.14192e+00, 9.75811e+00, 2.39104e+01, 2.39104e+01, -3.94000e+02, 4.43038e-01, 1.09008e+00, 2.87771e-04
55, 400, 2.16904e+00, 9.75264e+00, 2.35828e+01, 2.35828e+01, -3.94000e+02, 4.55000e-01, 1.01192e+00, 2.87771e-04
56, 409, 2.21784e+00, 9.74621e+00, 2.49476e+01, 2.49476e+01, -3.94000e+02, 4.66993e-01, 1.04829e+00, 2.87771e-04
57, 416, 2.25580e+00, 9.73715e+00, 2.54935e+01, 2.54935e+01, -3.94000e+02, 4.73558e-01, 1.08356e+00, 2.87771e-04
58, 424, 2.29918e+00, 9.72743e+00, 2.50022e+01, 2.50022e+01, -3.94000e+02, 4.74057e-01, 1.02765e+00, 2.87771e-04
59, 431, 2.33714e+00, 9.71844e+00, 2.44017e+01, 2.44017e+01, -3.94000e+02, 4.73318e-01, 1.11955e+00, 2.87771e-04
60, 439, 2.38052e+00, 9.71403e+00, 0.00000e+00, 0.00000e+00, -1.08000e+02, 4.80638e-01, 1.12465e+00, 3.02315e-04
61, 445, 2.41305e+00, 9.70718e+00, 2.78470e+01, 2.78470e+01, -1.08000e+02, 4.83146e-01, 1.11281e+00, 3.02315e-04
62, 452, 2.45101e+00, 9.69405e+00, 2.76286e+01, 2.76286e+01, -1.08000e+02, 4.84513e-01, 1.12171e+00, 3.02315e-04
63, 459, 2.48897e+00, 9.67910e+00, 2.74649e+01, 2.74649e+01, -1.08000e+02, 4.98911e-01, 1.16365e+00, 3.02315e-04
64, 465, 2.52150e+00, 9.66968e+00, 2.68149e+01, 2.68149e+01, -1.08000e+02, 5.03226e-01, 1.14802e+00, 3.02315e-04
65, 472, 2.55946e+00, 9.65755e+00, 2.69786e+01, 2.69786e+01, -1.08000e+02, 5.14831e-01, 1.14833e+00, 3.02315e-04
66, 480, 2.60284e+00, 9.64367e+00, 2.61598e+01, 2.61598e+01, -1.08000e+02, 5.22917e-01, 1.14140e+00, 3.02315e-04
67, 487, 2.64080e+00, 9.60773e+00, 1.47505e+01, 1.47505e+01, -1.08000e+02, 2.17659e-01, 1.35243e+00, 3.02315e-04
68, 494, 2.67876e+00, 9.64757e+00, 1.62244e+01, 1.62244e+01, -1.08000e+02, 1.59919e-01, 1.59506e+00, 3.02315e-04
69, 498, 2.70045e+00, 9.67086e+00, 1.80805e+01, 1.80805e+01, -1.08000e+02, 1.40562e-01, 1.69778e+00, 3.02315e-04
70, 505, 2.73841e+00, 9.72368e+00, 2.37032e+01, 2.37032e+01, -1.08000e+02, 1.50495e-01, 1.88049e+00, 3.02315e-04
71, 513, 2.78179e+00, 9.75527e+00, 2.54501e+01, 2.54501e+01, -1.08000e+02, 1.61793e-01, 1.99289e+00, 3.02315e-04
72, 522, 2.83059e+00, 9.79594e+00, 3.13458e+01, 3.13458e+01, -1.08000e+02, 1.78161e-01, 2.22492e+00, 3.02315e-04
73, 529, 2.86855e+00, 9.81554e+00, 3.24376e+01, 3.24376e+01, -1.08000e+02, 1.83365e-01, 2.14385e+00, 3.02315e-04
74, 537, 2.91193e+00, 9.81432e+00, 3.32565e+01, 3.32565e+01, -1.08000e+02, 2.02980e-01, 1.64552e+00, 3.02315e-04
75, 542, 2.93904e+00, 9.80199e+00, 3.39662e+01, 3.39662e+01, -1.08000e+02, 2.23247e-01, 1.31191e+00, 3.02315e-04
76, 547, 2.96616e+00, 9.77013e+00, 3.78974e+01, 3.78974e+01, -1.08000e+02, 2.46801e-01, 1.01442e+00, 3.02315e-04
77, 550, 2.98243e+00, 9.72345e+00, 3.72423e+01, 3.72423e+01, -1.08000e+02, 2.63636e-01, 9.97386e-01, 3.02315e-04
78, 556, 3.01496e+00, 9.68231e+00, 4.35202e+01, 4.35202e+01, -1.08000e+02, 2.80576e-01, 9.21739e-01, 3.02315e-04
79, 562, 3.04750e+00, 9.64990e+00, 4.47758e+01, 4.47758e+01, -1.08000e+02, 3.34520e-01, 1.02857e+00, 3.02315e-04
80, 570, 3.09088e+00, 9.63559e+00, 4.95797e+01, 4.95797e+01, -1.08000e+02, 4.08772e-01, 1.05729e+00, 3.02315e-04
81, 578, 3.13426e+00, 9.62721e+00, 5.35101e+01, 5.35101e+01, -1.08000e+02, 4.53287e-01, 1.07129e+00, 3.02315e-04
82, 587, 3.18306e+00, 9.61478e+00, 5.54754e+01, 5.54754e+01, -1.08000e+02, 4.85520e-01, 1.06842e+00, 3.02315e-04
83, 594, 3.22102e+00, 9.60265e+00, 5.87868e+01, 5.87868e+01, -1.08000e+02, 5.05051e-01, 1.14655e+00, 3.02315e-04
84, 601, 3.25898e+00, 9.58385e+00, 5.98241e+01, 5.98241e+01, -1.08000e+02, 5.20799e-01, 1.10543e+00, 3.02315e-04
85, 607, 3.29151e+00, 9.56451e+00, 6.20622e+01, 6.20622e+01, -1.08000e+02, 5.42010e-01, 1.26914e+00, 3.02315e-04
86, 615, 3.33489e+00, 9.55310e+00, 6.47371e+01, 6.47371e+01, -1.08000e+02, 5.56098e-01, 1.33043e+00, 3.02315e-04
87, 621, 3.36743e+00, 9.53720e+00, 6.64840e+01, 6.64840e+01, -1.08000e+02, 5.97424e-01, 1.34649e+00, 3.02315e-04
88, 628, 3.40539e+00, 9.52706e+00, 6.73029e+01, 6.73029e+01, -1.08000e+02, 6.11465e-01, 1.43485e+00, 3.02315e-04
89, 631, 3.42166e+00, 9.52371e+00, 6.83947e+01, 6.83947e+01, -1.08000e+02, 6.35499e-01, 1.43409e+00, 3.02315e-04
90, 639, 3.46504e+00, 9.51431e+00, 6.89406e+01, 6.89406e+01, -1.08000e+02, 6.54147e-01, 1.46213e+00, 3.02315e-04
91, 646, 3.50299e+00, 9.50921e+00, 7.10150e+01, 7.10150e+01, -1.08000e+02, 6.68731e-01, 1.43932e+00, 3.02315e-04
92, 654, 3.54637e+00, 9.49631e+00, 7.31440e+01, 7.31440e+01, -1.08000e+02, 6.77370e-01, 1.50735e+00, 3.02315e-04
93, 659, 3.57349e+00, 9.49417e+00, 7.75112e+01, 7.75112e+01, -1.08000e+02, 6.81335e-01, 1.53195e+00, 3.02315e-04
94, 667, 3.61687e+00, 9.48295e+00, 7.91489e+01, 7.91489e+01, -1.08000e+02, 6.91154e-01, 1.64537e+00, 3.02315e-04
95, 675, 3.66025e+00, 9.48354e+00, 8.37344e+01, 8.37344e+01, -1.08000e+02, 6.97778e-01, 1.67436e+00, 3.02315e-04
96, 682, 3.69821e+00, 9.48176e+00, 8.52084e+01, 8.52084e+01, -1.08000e+02, 6.97947e-01, 1.69908e+00, 3.02315e-04
97, 689, 3.73617e+00, 9.47728e+00, 8.77741e+01, 8.77741e+01, -1.08000e+02, 7.05370e-01, 1.73943e+00, 3.02315e-04
98, 694, 3.76328e+00, 9.47586e+00, 9.12678e+01, 9.12678e+01, -1.08000e+02, 7.06052e-01, 1.70769e+00, 3.02315e-04
99, 701, 3.80124e+00, 9.46824e+00, 9.56485e+01, 9.56485e+01, -1.08000e+02, 7.13267e-01, 1.69968e+00, 3.02315e-04
100, 710, 3.85004e+00, 9.46004e+00, 1.01599e+02, 1.01599e+02, -1.08000e+02, 7.18310e-01, 1.73460e+00, 3.02315e-04
101, 718, 3.89342e+00, 9.45078e+00, 1.06621e+02, 1.06621e+02, -1.08000e+02, 7.17270e-01, 1.76680e+00, 3.02315e-04
102, 725, 3.93138e+00, 9.44592e+00, 1.08805e+02, 1.08805e+02, -1.08000e+02, 7.24138e-01, 1.79016e+00, 3.02315e-04
103, 732, 3.96934e+00, 9.43941e+00, 1.10388e+02, 1.10388e+02, -1.08000e+02, 7.28142e-01, 1.83143e+00, 3.02315e-04
104, 740, 4.01272e+00, 9.43537e+00, 1.15192e+02, 1.15192e+02, -1.08000e+02, 7.33784e-01, 1.86402e+00, 3.02315e-04
105, 746, 4.04525e+00, 9.42970e+00, 1.18030e+02, 1.18030e+02, -1.08000e+02, 7.41287e-01, 1.91576e+00, 3.02315e-04
106, 754, 4.08863e+00, 9.42248e+00, 1.19395e+02, 1.19395e+02, -1.08000e+02, 7.48011e-01, 1.85466e+00, 3.02315e-04
107, 760, 4.12117e+00, 9.41507e+00, 1.19286e+02, 1.19286e+02, -1.08000e+02, 7.52632e-01, 1.87528e+00, 3.02315e-04
108, 768, 4.16455e+00, 9.40872e+00, 1.22616e+02, 1.22616e+02, -1.08000e+02, 7.56510e-01, 1.91846e+00, 3.02315e-04
109, 775, 4.20251e+00, 9.40054e+00, 1.24186e+02, 1.24186e+02, -1.08000e+02, 7.61290e-01, 1.89923e+00, 3.02315e-04
110, 783, 4.24589e+00, 9.39206e+00, 1.26369e+02, 1.26369e+02, -1.08000e+02, 7.76501e-01, 1.94931e+00, 3.02315e-04
111, 790, 4.28385e+00, 9.38298e+00, 1.26369e+02, 1.26369e+02, -1.08000e+02, 7.81013e-01, 1.94847e+00, 3.02315e-04
112, 798, 4.32723e+00, 9.37983e+00, 1.27789e+02, 1.27789e+02, -1.08000e+02, 7.91980e-01, 2.01127e+00, 3.02315e-04
113, 803, 4.35434e+00, 9.37598e+00, 1.28498e+02, 1.28498e+02, -1.08000e+02, 7.94521e-01, 1.98599e+00, 3.02315e-04
114, 810, 4.39230e+00, 9.37049e+00, 1.31337e+02, 1.31337e+02, -1.08000e+02, 7.97531e-01, 1.97464e+00, 3.02315e-04
115, 818, 4.43568e+00, 9.36699e+00, 1.32920e+02, 1.32920e+02, -1.08000e+02, 7.97066e-01, 2.03517e+00, 3.02315e-04
116, 827, 4.48448e+00, 9.35922e+00, 1.35486e+02, 1.35486e+02, -1.08000e+02, 7.99274e-01, 2.06302e+00, 3.02315e-04
117, 833, 4.51702e+00, 9.36339e+00, 1.37069e+02, 1.37069e+02, -1.08000e+02, 8.00720e-01, 2.16152e+00, 3.02315e-04
118, 841, 4.56040e+00, 9.35780e+00, 1.37942e+02, 1.37942e+02, -1.08000e+02, 7.99049e-01, 2.20227e+00, 3.02315e-04
119, 848, 4.59836e+00, 9.35954e+00, 1.42801e+02, 1.42801e+02, -1.08000e+02, 7.99528e-01, 2.21080e+00, 3.02315e-04
120, 854, 4.63089e+00, 9.35731e+00, 0.00000e+00, 0.00000e+00, 1.68000e+02, 8.02108e-01, 2.21902e+00, 2.06232e-04
121, 861, 4.66885e+00, 9.35951e+00, 1.50716e+02, 1.50716e+02, 1.68000e+02, 8.01394e-01, 2.24329e+00, 2.06232e-04
122, 869, 4.71223e+00, 9.35265e+00, 1.52202e+02, 1.52202e+02, 1.68000e+02, 8.00921e-01, 2.26333e+00, 2.06232e-04
123, 876, 4.75019e+00, 9.34372e+00, 1.52311e+02, 1.52311e+02, 1.68000e+02, 8.03653e-01, 2.20578e+00, 2.06232e-04
124, 885, 4.79899e+00, 9.32483e+00, 1.54113e+02, 1.54113e+02, 1.68000e+02, 8.11299e-01, 2.20262e+00, 2.06232e-04
125, 891, 4.83153e+00, 9.30805e+00, 1.55532e+02, 1.55532e+02, 1.68000e+02, 8.09203e-01, 2.22071e+00, 2.06232e-04
126, 899, 4.87491e+00, 9.29766e+00, 1.57552e+02, 1.57552e+02, 1.68000e+02, 8.16463e-01, 2.20522e+00, 2.06232e-04
127, 905, 4.90745e+00, 9.05970e+00, 7.10455e+01, 7.10455e+01, 1.68000e+02, 4.22099e-01, 2.60915e+00, 2.06232e-04
128, 914, 4.95625e+00, 9.17245e+00, 7.24103e+01, 7.24103e+01, 1.68000e+02, 2.26477e-01, 2.99746e+00, 2.06232e-04
129, 920, 4.98878e+00, 9.27353e+00, 7.56857e+01, 7.56857e+01, 1.68000e+02, 1.35870e-01, 3.53582e+00, 2.06232e-04
130, 924, 5.01047e+00, 9.34268e+00, 5.66917e+01, 5.66917e+01, 1.68000e+02, 1.02814e-01, 4.12679e+00, 2.06232e-04
131, 930, 5.04301e+00, 9.46748e+00, 5.17599e+01, 5.17599e+01, 1.68000e+02, 9.35484e-02, 4.66043e+00, 2.06232e-04
132, 936, 5.07555e+00, 9.65641e+00, 6.63867e+01, 6.63867e+01, 1.68000e+02, 9.08120e-02, 5.24233e+00, 2.06232e-04
133, 938, 5.08639e+00, 9.73123e+00, 5.86349e+01, 5.86349e+01, 1.68000e+02, 8.95522e-02, 5.08638e+00, 2.06232e-04
134, 945, 5.12435e+00, 9.81749e+00, 7.11360e+01, 7.11360e+01, 1.68000e+02, 9.41799e-02, 4.25067e+00, 2.06232e-04
135, 952, 5.16231e+00, 9.82515e+00, 7.32650e+01, 7.32650e+01, 1.68000e+02, 9.34874e-02, 2.97992e+00, 2.06232e-04
136, 956, 5.18400e+00, 9.80459e+00, 7.67042e+01, 7.67042e+01, 1.68000e+02, 9.62343e-02, 2.33132e+00, 2.06232e-04
137, 955, 5.17857e+00, 9.72408e+00, 7.65983e+01, 7.65983e+01, 1.68000e+02, 1.01571e-01, 1.89095e+00, 2.06232e-04
138, 953, 5.16773e+00, 9.65510e+00, 8.46410e+01, 8.46410e+01, 1.68000e+02, 1.09129e-01, 1.65907e+00, 2.06232e-04
139, 956, 5.18400e+00, 9.59542e+00, 8.82285e+01, 8.82285e+01, 1.68000e+02, 1.53766e-01, 1.54157e+00, 2.06232e-04
