controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.46129e+02
1, 10, 3.42345e-02, 1.00932e+01, 5.45899e-01, 5.45899e-01, 7.00000e+00, 9.00000e-01, 2.69544e-02, 3.46129e+02
2, 18, 6.16220e-02, 1.00852e+01, 8.73439e-01, 8.73439e-01, 7.00000e+00, 4.44444e-01, 5.53317e-02, 3.46129e+02
3, 28, 9.58565e-02, 1.00762e+01, 1.41934e+00, 1.41934e+00, 7.00000e+00, 3.57143e-01, 9.80389e-02, 3.46129e+02
4, 37, 1.26668e-01, 1.00703e+01, 1.91065e+00, 1.91065e+00, 7.00000e+00, 2.43243e-01, 1.47366e-01, 3.46129e+02
5, 47, 1.60902e-01, 1.00662e+01, 2.67491e+00, 2.67491e+00, 7.00000e+00, 2.12766e-01, 2.02722e-01, 3.46129e+02
6, 57, 1.95136e-01, 1.00615e+01, 3.22081e+00, 3.22081e+00, 7.00000e+00, 1.75439e-01, 2.68802e-01, 3.46129e+02
7, 66, 2.25947e-01, 1.00598e+01, 3.60293e+00, 3.60293e+00, 7.00000e+00, 1.36364e-01, 3.44323e-01, 3.46129e+02
8, 76, 2.60182e-01, 1.00582e+01, 4.14883e+00, 4.14883e+00, 7.00000e+00, 1.31579e-01, 4.09150e-01, 3.46129e+02
9, 84, 2.87570e-01, 1.00587e+01, 4.47637e+00, 4.47637e+00, 7.00000e+00, 9.52381e-02, 4.15175e-01, 3.46129e+02
10, 93, 3.18381e-01, 1.00555e+01, 4.74932e+00, 4.74932e+00, 7.00000e+00, 9.67742e-02, 4.22111e-01, 3.46129e+02
11, 103, 3.52615e-01, 1.00529e+01, 5.40440e+00, 5.40440e+00, 7.00000e+00, 9.70874e-02, 4.52555e-01, 3.46129e+02
12, 113, 3.86849e-01, 1.00475e+01, 5.78653e+00, 5.78653e+00, 7.00000e+00, 8.84956e-02, 4.62046e-01, 3.46129e+02
13, 121, 4.14237e-01, 1.00438e+01, 6.16866e+00, 6.16866e+00, 7.00000e+00, 9.09091e-02, 4.64805e-01, 3.46129e+02
14, 131, 4.48472e-01, 1.00389e+01, 6.93292e+00, 6.93292e+00, 7.00000e+00, 1.22137e-01, 4.59883e-01, 3.46129e+02
15, 140, 4.79283e-01, 1.00335e+01, 7.86095e+00, 7.86095e+00, 7.00000e+00, 1.21429e-01, 4.67687e-01, 3.46129e+02
16, 151, 5.16940e-01, 1.00268e+01, 8.35226e+00, 8.35226e+00, 7.00000e+00, 1.58940e-01, 4.83684e-01, 3.46129e+02
17, 160, 5.47751e-01, 1.00208e+01, 8.89816e+00, 8.89816e+00, 7.00000e+00, 1.75000e-01, 5.07442e-01, 3.46129e+02
18, 169, 5.78562e-01, 1.00122e+01, 9.71701e+00, 9.71701e+00, 7.00000e+00, 1.83432e-01, 5.42632e-01, 3.46129e+02
19, 179, 6.12797e-01, 9.99895e+00, 9.60783e+00, 9.60783e+00, 7.00000e+00, 2.06704e-01, 4.80686e-01, 3.46129e+02
20, 187, 6.40185e-01, 9.99041e+00, 9.93537e+00, 9.93537e+00, 7.00000e+00, 2.19251e-01, 5.41444e-01, 3.46129e+02
21, 195, 6.67572e-01, 9.97998e+00, 1.06996e+01, 1.06996e+01, 7.00000e+00, 2.61538e-01, 5.07878e-01, 3.46129e+02
22, 205, 7.01807e-01, 9.97215e+00, 1.06450e+01, 1.06450e+01, 7.00000e+00, 2.97561e-01, 5.29920e-01, 3.46129e+02
23, 214, 7.32618e-01, 9.96085e+00, 1.11363e+01, 1.11363e+01, 7.00000e+00, 3.31776e-01, 5.53497e-01, 3.46129e+02
24, 224, 7.66852e-01, 9.95159e+00, 1.14093e+01, 1.14093e+01, 7.00000e+00, 3.43750e-01, 5.47048e-01, 3.46129e+02
25, 234, 8.01087e-01, 9.94564e+00, 1.26103e+01, 1.26103e+01, 7.00000e+00, 3.80342e-01, 5.96870e-01, 3.46129e+02
26, 243, 8.31898e-01, 9.93871e+00, 1.35383e+01, 1.35383e+01, 7.00000e+00, 3.90947e-01, 6.65892e-01, 3.46129e+02
27, 253, 8.66132e-01, 9.93279e+00, 1.41388e+01, 1.41388e+01, 7.00000e+00, 4.11067e-01, 6.93128e-01, 3.46129e+02
28, 261, 8.93520e-01, 9.92660e+00, 1.49576e+01, 1.49576e+01, 7.00000e+00, 4.17625e-01, 7.14310e-01, 3.46129e+02
29, 272, 9.31177e-01, 9.91895e+00, 1.57219e+01, 1.57219e+01, 7.00000e+00, 4.44853e-01, 7.46338e-01, 3.46129e+02
30, 281, 9.61989e-01, 9.91455e+00, 1.65953e+01, 1.65953e+01, 7.00000e+00, 4.37722e-01, 7.83231e-01, 3.46129e+02
31, 289, 9.89376e-01, 9.90904e+00, 1.79055e+01, 1.79055e+01, 7.00000e+00, 4.46367e-01, 7.99652e-01, 3.46129e+02
32, 299, 1.02361e+00, 9.89966e+00, 1.92702e+01, 1.92702e+01, 7.00000e+00, 4.44816e-01, 7.67245e-01, 3.46129e+02
33, 308, 1.05442e+00, 9.89377e+00, 1.98161e+01, 1.98161e+01, 7.00000e+00, 4.51299e-01, 8.12374e-01, 3.46129e+02
34, 317, 1.08523e+00, 9.88372e+00, 2.07988e+01, 2.07988e+01, 7.00000e+00, 4.60568e-01, 8.07194e-01, 3.46129e+02
35, 326, 1.11604e+00, 9.87730e+00, 2.12355e+01, 2.12355e+01, 7.00000e+00, 4.69325e-01, 8.82503e-01, 3.46129e+02
36, 335, 1.14685e+00, 9.86876e+00, 2.12901e+01, 2.12901e+01, 7.00000e+00, 4.95522e-01, 8.63189e-01, 3.46129e+02
37, 346, 1.18451e+00, 9.85964e+00, 2.29278e+01, 2.29278e+01, 7.00000e+00, 5.11561e-01, 9.01040e-01, 3.46129e+02
38, 354, 1.21190e+00, 9.85673e+00, 2.40742e+01, 2.40742e+01, 7.00000e+00, 5.08475e-01, 9.59543e-01, 3.46129e+02
39, 361, 1.23586e+00, 9.85023e+00, 2.39104e+01, 2.39104e+01, 7.00000e+00, 5.18006e-01, 9.18969e-01, 3.46129e+02
40, 373, 1.27695e+00, 9.83903e+00, 2.47292e+01, 2.47292e+01, 7.00000e+00, 5.41555e-01, 8.92995e-01, 3.46129e+02
41, 382, 1.30776e+00, 9.83123e+00, 2.63669e+01, 2.63669e+01, 7.00000e+00, 5.44503e-01, 9.53171e-01, 3.46129e+02
42, 392, 1.34199e+00, 9.81981e+00, 2.82230e+01, 2.82230e+01, 7.00000e+00, 5.53571e-01, 9.26184e-01, 3.46129e+02
43, 401, 1.37280e+00, 9.81011e+00, 2.92602e+01, 2.92602e+01, 7.00000e+00, 5.56110e-01, 1.02711e+00, 3.46129e+02
44, 410, 1.40361e+00, 9.80286e+00, 3.06249e+01, 3.06249e+01, 7.00000e+00, 5.73171e-01, 1.00836e+00, 3.46129e+02
45, 420, 1.43785e+00, 9.79574e+00, 3.22081e+01, 3.22081e+01, 7.00000e+00, 5.88095e-01, 1.05130e+00, 3.46129e+02
46, 429, 1.46866e+00, 9.78731e+00, 3.26448e+01, 3.26448e+01, 7.00000e+00, 5.96737e-01, 1.03794e+00, 3.46129e+02
47, 437, 1.49605e+00, 9.78166e+00, 3.38458e+01, 3.38458e+01, 7.00000e+00, 6.01831e-01, 1.07822e+00, 3.46129e+02
48, 448, 1.53370e+00, 9.77462e+00, 3.53743e+01, 3.53743e+01, 7.00000e+00, 6.13839e-01, 1.15696e+00, 3.46129e+02
49, 457, 1.56452e+00, 9.76847e+00, 3.77762e+01, 3.77762e+01, 7.00000e+00, 6.17068e-01, 1.11381e+00, 3.46129e+02
50, 467, 1.59875e+00, 9.76076e+00, 3.79400e+01, 3.79400e+01, 7.00000e+00, 6.38116e-01, 1.18321e+00, 3.46129e+02
51, 476, 1.62956e+00, 9.75321e+00, 3.90430e+01, 3.90430e+01, 7.00000e+00, 6.36555e-01, 1.22860e+00, 3.46129e+02
52, 483, 1.65352e+00, 9.74904e+00, 3.99165e+01, 3.99165e+01, 7.00000e+00, 6.39752e-01, 1.25672e+00, 3.46129e+02
53, 494, 1.69118e+00, 9.74023e+00, 4.07899e+01, 4.07899e+01, 7.00000e+00, 6.49798e-01, 1.28426e+00, 3.46129e+02
54, 503, 1.72199e+00, 9.73112e+00, 4.07353e+01, 4.07353e+01, 7.00000e+00, 6.62028e-01, 1.27462e+00, 3.46129e+02
55, 510, 1.74596e+00, 9.72730e+00, 4.16087e+01, 4.16087e+01, 7.00000e+00, 6.64706e-01, 1.31642e+00, 3.46129e+02
56, 520, 1.78019e+00, 9.71761e+00, 4.34102e+01, 4.34102e+01, 7.00000e+00, 6.71154e-01, 1.26737e+00, 3.46129e+02
57, 529, 1.81100e+00, 9.70917e+00, 4.50479e+01, 4.50479e+01, 7.00000e+00, 6.74858e-01, 1.30159e+00, 3.46129e+02
58, 540, 1.84866e+00, 9.70388e+00, 4.70677e+01, 4.70677e+01, 7.00000e+00, 6.83333e-01, 1.37952e+00, 3.46129e+02
59, 548, 1.87605e+00, 9.69589e+00, 4.74499e+01, 4.74499e+01, 7.00000e+00, 6.89781e-01, 1.37462e+00, 3.46129e+02
60, 557, 1.90686e+00, 9.68778e+00, 0.00000e+00, 0.00000e+00, 2.25000e+02, 6.91203e-01, 1.41557e+00, 5.32425e+01
61, 568, 1.94452e+00, 9.67870e+00, 5.06161e+01, 5.06161e+01, 2.25000e+02, 6.95423e-01, 1.42023e+00, 5.32425e+01
62, 577, 1.97533e+00, 9.67254e+00, 5.09982e+01, 5.09982e+01, 2.25000e+02, 7.01906e-01, 1.48351e+00, 5.32425e+01
63, 587, 2.00956e+00, 9.66495e+00, 5.20900e+01, 5.20900e+01, 2.25000e+02, 7.05281e-01, 1.49351e+00, 5.32425e+01
64, 597, 2.04380e+00, 9.65425e+00, 5.29634e+01, 5.29634e+01, 2.25000e+02, 7.08543e-01, 1.50458e+00, 5.32425e+01
65, 606, 2.07461e+00, 9.64340e+00, 5.37277e+01, 5.37277e+01, 2.25000e+02, 7.19472e-01, 1.51700e+00, 5.32425e+01
66, 616, 2.10884e+00, 9.63285e+00, 5.48083e+01, 5.48083e+01, 2.25000e+02, 7.20779e-01, 1.50903e+00, 5.32425e+01
67, 625, 2.13965e+00, 9.60088e+00, 1.88335e+01, 1.88335e+01, 2.25000e+02, 2.19200e-01, 1.97012e+00, 5.32425e+01
68, 632, 2.16362e+00, 9.65988e+00, 1.90519e+01, 1.90519e+01, 2.25000e+02, 1.02848e-01, 2.34445e+00, 5.32425e+01
69, 639, 2.18758e+00, 9.70914e+00, 2.21635e+01, 2.21635e+01, 2.25000e+02, 7.66823e-02, 2.64610e+00, 5.32425e+01
70, 646, 2.21155e+00, 9.76002e+00, 2.77863e+01, 2.77863e+01, 2.25000e+02, 8.20433e-02, 3.00765e+00, 5.32425e+01
71, 656, 2.24578e+00, 9.81797e+00, 2.68582e+01, 2.68582e+01, 2.25000e+02, 8.68902e-02, 3.45942e+00, 5.32425e+01
72, 666, 2.28002e+00, 9.88533e+00, 3.41733e+01, 3.41733e+01, 2.25000e+02, 8.40841e-02, 3.66601e+00, 5.32425e+01
73, 677, 2.31767e+00, 9.92041e+00, 3.54834e+01, 3.54834e+01, 2.25000e+02, 8.86263e-02, 3.45036e+00, 5.32425e+01
74, 684, 2.34164e+00, 9.94222e+00, 3.88134e+01, 3.88134e+01, 2.25000e+02, 8.91813e-02, 2.64829e+00, 5.32425e+01
75, 691, 2.36560e+00, 9.94196e+00, 4.18159e+01, 4.18159e+01, 2.25000e+02, 1.04197e-01, 1.90276e+00, 5.32425e+01
76, 699, 2.39299e+00, 9.91688e+00, 4.50367e+01, 4.50367e+01, 2.25000e+02, 1.20172e-01, 1.56920e+00, 5.32425e+01
77, 704, 2.41011e+00, 9.87331e+00, 4.20342e+01, 4.20342e+01, 2.25000e+02, 1.27841e-01, 1.35827e+00, 5.32425e+01
78, 715, 2.44776e+00, 9.82727e+00, 4.53096e+01, 4.53096e+01, 2.25000e+02, 1.39860e-01, 1.24243e+00, 5.32425e+01
79, 723, 2.47515e+00, 9.78533e+00, 4.85304e+01, 4.85304e+01, 2.25000e+02, 1.89488e-01, 1.17948e+00, 5.32425e+01
80, 732, 2.50596e+00, 9.77296e+00, 5.27339e+01, 5.27339e+01, 2.25000e+02, 2.74590e-01, 1.34921e+00, 5.32425e+01
81, 742, 2.54020e+00, 9.76383e+00, 5.46445e+01, 5.46445e+01, 2.25000e+02, 3.43666e-01, 1.29463e+00, 5.32425e+01
82, 750, 2.56758e+00, 9.75302e+00, 5.86842e+01, 5.86842e+01, 2.25000e+02, 3.69333e-01, 1.39687e+00, 5.32425e+01
83, 759, 2.59840e+00, 9.73758e+00, 6.04310e+01, 6.04310e+01, 2.25000e+02, 4.05797e-01, 1.43532e+00, 5.32425e+01
84, 769, 2.63263e+00, 9.71886e+00, 6.20141e+01, 6.20141e+01, 2.25000e+02, 4.22627e-01, 1.40195e+00, 5.32425e+01
85, 778, 2.66344e+00, 9.70204e+00, 6.29422e+01, 6.29422e+01, 2.25000e+02, 4.52442e-01, 1.49814e+00, 5.32425e+01
86, 785, 2.68741e+00, 9.68911e+00, 6.35427e+01, 6.35427e+01, 2.25000e+02, 4.78981e-01, 1.53712e+00, 5.32425e+01
87, 794, 2.71822e+00, 9.66979e+00, 6.42523e+01, 6.42523e+01, 2.25000e+02, 5.01259e-01, 1.59584e+00, 5.32425e+01
88, 801, 2.74218e+00, 9.65922e+00, 6.67635e+01, 6.67635e+01, 2.25000e+02, 5.24345e-01, 1.63007e+00, 5.32425e+01
89, 809, 2.76957e+00, 9.65389e+00, 6.99843e+01, 6.99843e+01, 2.25000e+02, 5.48826e-01, 1.74932e+00, 5.32425e+01
90, 818, 2.80038e+00, 9.64748e+00, 7.29867e+01, 7.29867e+01, 2.25000e+02, 5.67237e-01, 1.81669e+00, 5.32425e+01
91, 827, 2.83119e+00, 9.63729e+00, 7.45152e+01, 7.45152e+01, 2.25000e+02, 5.81620e-01, 1.79979e+00, 5.32425e+01
92, 834, 2.85515e+00, 9.62668e+00, 7.81728e+01, 7.81728e+01, 2.25000e+02, 5.86331e-01, 1.83533e+00, 5.32425e+01
93, 843, 2.88597e+00, 9.61778e+00, 7.95921e+01, 7.95921e+01, 2.25000e+02, 6.00237e-01, 1.88310e+00, 5.32425e+01
94, 852, 2.91678e+00, 9.60416e+00, 8.15573e+01, 8.15573e+01, 2.25000e+02, 6.10329e-01, 1.90515e+00, 5.32425e+01
95, 859, 2.94074e+00, 9.60063e+00, 8.40685e+01, 8.40685e+01, 2.25000e+02, 6.26310e-01, 2.02763e+00, 5.32425e+01
96, 868, 2.97155e+00, 9.59462e+00, 8.81627e+01, 8.81627e+01, 2.25000e+02, 6.39401e-01, 2.04723e+00, 5.32425e+01
97, 875, 2.99552e+00, 9.59454e+00, 9.04555e+01, 9.04555e+01, 2.25000e+02, 6.45714e-01, 2.15553e+00, 5.32425e+01
98, 885, 3.02975e+00, 9.58953e+00, 9.11106e+01, 9.11106e+01, 2.25000e+02, 6.51977e-01, 2.18108e+00, 5.32425e+01
99, 894, 3.06056e+00, 9.58794e+00, 9.31304e+01, 9.31304e+01, 2.25000e+02, 6.57718e-01, 2.20577e+00, 5.32425e+01
100, 905, 3.09822e+00, 9.57833e+00, 9.66787e+01, 9.66787e+01, 2.25000e+02, 6.68508e-01, 2.20472e+00, 5.32425e+01
101, 913, 3.12561e+00, 9.57607e+00, 9.89169e+01, 9.89169e+01, 2.25000e+02, 6.70318e-01, 2.24061e+00, 5.32425e+01
102, 922, 3.15642e+00, 9.56942e+00, 1.02902e+02, 1.02902e+02, 2.25000e+02, 6.78959e-01, 2.23436e+00, 5.32425e+01
103, 932, 3.19065e+00, 9.56218e+00, 1.02574e+02, 1.02574e+02, 2.25000e+02, 6.85622e-01, 2.26092e+00, 5.32425e+01
104, 940, 3.21804e+00, 9.55714e+00, 1.06906e+02, 1.06906e+02, 2.25000e+02, 6.88298e-01, 2.21535e+00, 5.32425e+01
105, 949, 3.24885e+00, 9.55137e+00, 1.09199e+02, 1.09199e+02, 2.25000e+02, 6.98630e-01, 2.32683e+00, 5.32425e+01
106, 958, 3.27966e+00, 9.54421e+00, 1.11710e+02, 1.11710e+02, 2.25000e+02, 7.05637e-01, 2.30881e+00, 5.32425e+01
107, 967, 3.31047e+00, 9.53850e+00, 1.14166e+02, 1.14166e+02, 2.25000e+02, 7.10445e-01, 2.36920e+00, 5.32425e+01
108, 977, 3.34471e+00, 9.53287e+00, 1.18752e+02, 1.18752e+02, 2.25000e+02, 7.20573e-01, 2.36809e+00, 5.32425e+01
109, 982, 3.36182e+00, 9.53194e+00, 1.21099e+02, 1.21099e+02, 2.25000e+02, 7.24033e-01, 2.43660e+00, 5.32425e+01
110, 989, 3.38579e+00, 9.52469e+00, 1.23064e+02, 1.23064e+02, 2.25000e+02, 7.31041e-01, 2.40843e+00, 5.32425e+01
