controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, -3.96000e+02, 1.00000e+00, 2.62472e-03, 2.27928e-04
1, 8, 4.33807e-02, 1.01017e+01, 4.36719e-01, 4.36719e-01, -3.96000e+02, 8.75000e-01, 2.18058e-02, 2.27928e-04
2, 16, 8.67615e-02, 1.00884e+01, 8.73439e-01, 8.73439e-01, -3.96000e+02, 5.00000e-01, 4.89539e-02, 2.27928e-04
3, 23, 1.24720e-01, 1.00795e+01, 1.25557e+00, 1.25557e+00, -3.96000e+02, 3.04348e-01, 8.17500e-02, 2.27928e-04
4, 31, 1.68100e-01, 1.00704e+01, 1.69229e+00, 1.69229e+00, -3.96000e+02, 2.58065e-01, 1.22240e-01, 2.27928e-04
5, 37, 2.00636e-01, 1.00673e+01, 2.01983e+00, 2.01983e+00, -3.96000e+02, 1.62162e-01, 1.68021e-01, 2.27928e-04
6, 44, 2.38594e-01, 1.00642e+01, 2.40196e+00, 2.40196e+00, -3.96000e+02, 1.59091e-01, 2.23435e-01, 2.27928e-04
7, 51, 2.76552e-01, 1.00625e+01, 2.67491e+00, 2.67491e+00, -3.96000e+02, 1.37255e-01, 2.75340e-01, 2.27928e-04
8, 59, 3.19933e-01, 1.00613e+01, 3.00245e+00, 3.00245e+00, -3.96000e+02, 1.35593e-01, 3.13123e-01, 2.27928e-04
9, 67, 3.63314e-01, 1.00605e+01, 3.65752e+00, 3.65752e+00, -3.96000e+02, 1.19403e-01, 3.23276e-01, 2.27928e-04
10, 76, 4.12117e-01, 1.00518e+01, 3.87588e+00, 3.87588e+00, -3.96000e+02, 1.18421e-01, 3.30475e-01, 2.27928e-04
11, 83, 4.50075e-01, 1.00469e+01, 3.98506e+00, 3.98506e+00, -3.96000e+02, 8.43373e-02, 3.55523e-01, 2.27928e-04
12, 91, 4.93456e-01, 1.00386e+01, 4.58555e+00, 4.58555e+00, -3.96000e+02, 8.79121e-02, 3.54843e-01, 2.27928e-04
13, 97, 5.25991e-01, 1.00320e+01, 5.07686e+00, 5.07686e+00, -3.96000e+02, 9.27835e-02, 3.51461e-01, 2.27928e-04
14, 104, 5.63949e-01, 1.00269e+01, 5.24063e+00, 5.24063e+00, -3.96000e+02, 1.34615e-01, 3.70942e-01, 2.27928e-04
15, 110, 5.96485e-01, 1.00241e+01, 5.51358e+00, 5.51358e+00, -3.96000e+02, 1.36364e-01, 4.15620e-01, 2.27928e-04
16, 117, 6.34443e-01, 1.00181e+01, 5.89571e+00, 5.89571e+00, -3.96000e+02, 1.79487e-01, 3.86696e-01, 2.27928e-04
17, 126, 6.83246e-01, 1.00092e+01, 6.49620e+00, 6.49620e+00, -3.96000e+02, 2.06349e-01, 4.14107e-01, 2.27928e-04
18, 132, 7.15782e-01, 1.00023e+01, 6.71456e+00, 6.71456e+00, -3.96000e+02, 1.96970e-01, 3.77289e-01, 2.27928e-04
19, 141, 7.64585e-01, 9.98959e+00, 7.09669e+00, 7.09669e+00, -3.96000e+02, 2.12766e-01, 4.13940e-01, 2.27928e-04
20, 149, 8.07966e-01, 9.98361e+00, 8.40685e+00, 8.40685e+00, -3.96000e+02, 2.28188e-01, 4.42520e-01, 2.27928e-04
21, 157, 8.51347e-01, 9.97738e+00, 8.73439e+00, 8.73439e+00, -3.96000e+02, 2.35669e-01, 4.78616e-01, 2.27928e-04
22, 165, 8.94728e-01, 9.96914e+00, 9.00734e+00, 9.00734e+00, -3.96000e+02, 2.42424e-01, 4.49308e-01, 2.27928e-04
23, 171, 9.27263e-01, 9.96103e+00, 8.84357e+00, 8.84357e+00, -3.96000e+02, 2.69006e-01, 4.86190e-01, 2.27928e-04
24, 179, 9.70644e-01, 9.95180e+00, 9.17111e+00, 9.17111e+00, -3.96000e+02, 2.96089e-01, 5.16694e-01, 2.27928e-04
25, 186, 1.00860e+00, 9.94847e+00, 9.55324e+00, 9.55324e+00, -3.96000e+02, 3.01075e-01, 5.49528e-01, 2.27928e-04
