controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, -3.96000e+02, 1.00000e+00, 2.62472e-03, 1.36852e-04
1, 7, 3.79581e-02, 1.01037e+01, 3.82129e-01, 3.82129e-01, -3.96000e+02, 8.57143e-01, 1.91810e-02, 1.36852e-04
2, 14, 7.59163e-02, 1.00920e+01, 7.64259e-01, 7.64259e-01, -3.96000e+02, 5.00000e-01, 4.30721e-02, 1.36852e-04
3, 20, 1.08452e-01, 1.00843e+01, 1.09180e+00, 1.09180e+00, -3.96000e+02, 3.00000e-01, 7.07440e-02, 1.36852e-04
4, 27, 1.46410e-01, 1.00762e+01, 1.47393e+00, 1.47393e+00, -3.96000e+02, 2.59259e-01, 1.04143e-01, 1.36852e-04
5, 33, 1.78946e-01, 1.00724e+01, 1.80147e+00, 1.80147e+00, -3.96000e+02, 1.81818e-01, 1.50591e-01, 1.36852e-04
6, 38, 2.06058e-01, 1.00720e+01, 2.07442e+00, 2.07442e+00, -3.96000e+02, 1.31579e-01, 1.93375e-01, 1.36852e-04
7, 44, 2.38594e-01, 1.00708e+01, 2.40196e+00, 2.40196e+00, -3.96000e+02, 1.36364e-01, 2.42712e-01, 1.36852e-04
8, 51, 2.76552e-01, 1.00680e+01, 2.67491e+00, 2.67491e+00, -3.96000e+02, 1.37255e-01, 2.68251e-01, 1.36852e-04
9, 59, 3.19933e-01, 1.00664e+01, 3.11163e+00, 3.11163e+00, -3.96000e+02, 1.35593e-01, 3.02131e-01, 1.36852e-04
10, 66, 3.57891e-01, 1.00608e+01, 3.54834e+00, 3.54834e+00, -3.96000e+02, 1.06061e-01, 2.65698e-01, 1.36852e-04
11, 72, 3.90427e-01, 1.00546e+01, 3.60293e+00, 3.60293e+00, -3.96000e+02, 8.33333e-02, 3.05418e-01, 1.36852e-04
12, 78, 4.22962e-01, 1.00509e+01, 3.87588e+00, 3.87588e+00, -3.96000e+02, 8.97436e-02, 3.07955e-01, 1.36852e-04
13, 84, 4.55498e-01, 1.00431e+01, 4.14883e+00, 4.14883e+00, -3.96000e+02, 1.19048e-01, 2.92798e-01, 1.36852e-04
14, 90, 4.88033e-01, 1.00378e+01, 4.58555e+00, 4.58555e+00, -3.96000e+02, 1.44444e-01, 3.30422e-01, 1.36852e-04
15, 96, 5.20569e-01, 1.00335e+01, 5.13145e+00, 5.13145e+00, -3.96000e+02, 1.77083e-01, 3.32566e-01, 1.36852e-04
16, 103, 5.58527e-01, 1.00291e+01, 5.34981e+00, 5.34981e+00, -3.96000e+02, 1.94175e-01, 3.70773e-01, 1.36852e-04
17, 109, 5.91062e-01, 1.00255e+01, 5.56817e+00, 5.56817e+00, -3.96000e+02, 2.01835e-01, 3.69061e-01, 1.36852e-04
18, 116, 6.29021e-01, 1.00175e+01, 5.89571e+00, 5.89571e+00, -3.96000e+02, 2.06897e-01, 3.47453e-01, 1.36852e-04
19, 122, 6.61556e-01, 1.00085e+01, 6.49620e+00, 6.49620e+00, -3.96000e+02, 2.13115e-01, 3.38259e-01, 1.36852e-04
20, 129, 6.99514e-01, 1.00013e+01, 7.36964e+00, 7.36964e+00, -3.96000e+02, 2.24806e-01, 3.98907e-01, 1.36852e-04
21, 135, 7.32050e-01, 9.99637e+00, 7.20587e+00, 7.20587e+00, -3.96000e+02, 2.22222e-01, 4.23902e-01, 1.36852e-04
22, 142, 7.70008e-01, 9.98690e+00, 7.69718e+00, 7.69718e+00, -3.96000e+02, 2.32394e-01, 4.21822e-01, 1.36852e-04
23, 148, 8.02543e-01, 9.98228e+00, 7.69718e+00, 7.69718e+00, -3.96000e+02, 2.63514e-01, 4.13590e-01, 1.36852e-04
24, 155, 8.40502e-01, 9.97492e+00, 8.13390e+00, 8.13390e+00, -3.96000e+02, 2.90323e-01, 4.46654e-01, 1.36852e-04
25, 161, 8.73037e-01, 9.97025e+00, 8.02472e+00, 8.02472e+00, -3.96000e+02, 2.85714e-01, 4.44675e-01, 1.36852e-04
26, 166, 9.00150e-01, 9.96616e+00, 8.51603e+00, 8.51603e+00, -3.96000e+02, 2.95181e-01, 4.80828e-01, 1.36852e-04
27, 172, 9.32686e-01, 9.96196e+00, 8.73439e+00, 8.73439e+00, -3.96000e+02, 3.08140e-01, 4.97919e-01, 1.36852e-04
28, 179, 9.70644e-01, 9.95004e+00, 9.38947e+00, 9.38947e+00, -3.96000e+02, 3.24022e-01, 4.62109e-01, 1.36852e-04
29, 186, 1.00860e+00, 9.94361e+00, 9.44406e+00, 9.44406e+00, -3.96000e+02, 3.33333e-01, 5.01104e-01, 1.36852e-04
30, 192, 1.04114e+00, 9.93449e+00, 9.82619e+00, 9.82619e+00, -3.96000e+02, 3.28125e-01, 5.15818e-01, 1.36852e-04
31, 198, 1.07367e+00, 9.93083e+00, 1.06996e+01, 1.06996e+01, -3.96000e+02, 3.48485e-01, 5.09166e-01, 1.36852e-04
32, 206, 1.11705e+00, 9.92524e+00, 1.11363e+01, 1.11363e+01, -3.96000e+02, 3.49515e-01, 5.58370e-01, 1.36852e-04
33, 212, 1.14959e+00, 9.92055e+00, 1.11363e+01, 1.11363e+01, -3.96000e+02, 3.53774e-01, 5.84186e-01, 1.36852e-04
34, 219, 1.18755e+00, 9.91344e+00, 1.18460e+01, 1.18460e+01, -3.96000e+02, 3.56164e-01, 5.89494e-01, 1.36852e-04
35, 222, 1.20382e+00, 9.91277e+00, 1.15185e+01, 1.15185e+01, -3.96000e+02, 3.60360e-01, 6.23940e-01, 1.36852e-04
36, 229, 1.24177e+00, 9.90367e+00, 1.13547e+01, 1.13547e+01, -3.96000e+02, 3.75546e-01, 5.86926e-01, 1.36852e-04
37, 235, 1.27431e+00, 9.90129e+00, 1.17914e+01, 1.17914e+01, -3.96000e+02, 3.74468e-01, 6.82802e-01, 1.36852e-04
38, 243, 1.31769e+00, 9.89581e+00, 1.23919e+01, 1.23919e+01, -3.96000e+02, 3.78601e-01, 6.76395e-01, 1.36852e-04
39, 248, 1.34480e+00, 9.89253e+00, 1.29924e+01, 1.29924e+01, -3.96000e+02, 3.70968e-01, 6.69942e-01, 1.36852e-04
40, 256, 1.38818e+00, 9.88357e+00, 1.35383e+01, 1.35383e+01, -3.96000e+02, 3.82812e-01, 7.03195e-01, 1.36852e-04
41, 260, 1.40987e+00, 9.87973e+00, 1.51760e+01, 1.51760e+01, -3.96000e+02, 3.73077e-01, 7.03636e-01, 1.36852e-04
42, 268, 1.45325e+00, 9.87071e+00, 1.49030e+01, 1.49030e+01, -3.96000e+02, 3.88060e-01, 7.23828e-01, 1.36852e-04
43, 274, 1.48579e+00, 9.86017e+00, 1.57219e+01, 1.57219e+01, -3.96000e+02, 3.94161e-01, 7.02980e-01, 1.36852e-04
44, 279, 1.51290e+00, 9.85357e+00, 1.64862e+01, 1.64862e+01, -3.96000e+02, 3.94265e-01, 7.25554e-01, 1.36852e-04
45, 285, 1.54544e+00, 9.84592e+00, 1.68683e+01, 1.68683e+01, -3.96000e+02, 4.00000e-01, 7.61462e-01, 1.36852e-04
46, 293, 1.58882e+00, 9.83462e+00, 1.63770e+01, 1.63770e+01, -3.96000e+02, 4.12969e-01, 7.42037e-01, 1.36852e-04
47, 298, 1.61593e+00, 9.83340e+00, 1.63224e+01, 1.63224e+01, -3.96000e+02, 4.16107e-01, 7.41284e-01, 1.36852e-04
48, 303, 1.64305e+00, 9.82875e+00, 1.67045e+01, 1.67045e+01, -3.96000e+02, 4.22442e-01, 8.41068e-01, 1.36852e-04
49, 312, 1.69185e+00, 9.81994e+00, 1.81784e+01, 1.81784e+01, -3.96000e+02, 4.35897e-01, 8.23358e-01, 1.36852e-04
50, 318, 1.72438e+00, 9.81617e+00, 1.81239e+01, 1.81239e+01, -3.96000e+02, 4.37107e-01, 8.16536e-01, 1.36852e-04
51, 323, 1.75150e+00, 9.80579e+00, 1.73050e+01, 1.73050e+01, -3.96000e+02, 4.52012e-01, 7.85340e-01, 1.36852e-04
