controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.21000e+02, 1.00000e+00, 2.62472e-03, 3.90291e-04
1, 9, 3.08110e-02, 1.00944e+01, 4.91309e-01, 4.91309e-01, -6.21000e+02, 8.88889e-01, 2.40597e-02, 3.90291e-04
2, 17, 5.81986e-02, 1.00861e+01, 8.18849e-01, 8.18849e-01, -6.21000e+02, 4.70588e-01, 5.12826e-02, 3.90291e-04
3, 24, 8.21627e-02, 1.00806e+01, 1.20098e+00, 1.20098e+00, -6.21000e+02, 2.91667e-01, 8.58547e-02, 3.90291e-04
4, 32, 1.09550e-01, 1.00753e+01, 1.63770e+00, 1.63770e+00, -6.21000e+02, 2.50000e-01, 1.31128e-01, 3.90291e-04
5, 40, 1.36938e-01, 1.00712e+01, 2.07442e+00, 2.07442e+00, -6.21000e+02, 2.00000e-01, 1.79658e-01, 3.90291e-04
6, 49, 1.67749e-01, 1.00682e+01, 2.67491e+00, 2.67491e+00, -6.21000e+02, 1.83673e-01, 2.36963e-01, 3.90291e-04
7, 57, 1.95136e-01, 1.00666e+01, 3.11163e+00, 3.11163e+00, -6.21000e+02, 1.40351e-01, 3.04434e-01, 3.90291e-04
8, 66, 2.25947e-01, 1.00641e+01, 3.60293e+00, 3.60293e+00, -6.21000e+02, 1.36364e-01, 3.33412e-01, 3.90291e-04
9, 74, 2.53335e-01, 1.00632e+01, 4.14883e+00, 4.14883e+00, -6.21000e+02, 1.08108e-01, 3.49642e-01, 3.90291e-04
10, 81, 2.77299e-01, 1.00615e+01, 4.42178e+00, 4.42178e+00, -6.21000e+02, 8.64198e-02, 3.46233e-01, 3.90291e-04
11, 89, 3.04687e-01, 1.00585e+01, 4.64014e+00, 4.64014e+00, -6.21000e+02, 8.98876e-02, 4.07558e-01, 3.90291e-04
12, 97, 3.32074e-01, 1.00566e+01, 5.02227e+00, 5.02227e+00, -6.21000e+02, 9.27835e-02, 4.21161e-01, 3.90291e-04
13, 105, 3.59462e-01, 1.00518e+01, 5.34981e+00, 5.34981e+00, -6.21000e+02, 1.04762e-01, 3.79040e-01, 3.90291e-04
14, 113, 3.86849e-01, 1.00471e+01, 6.05948e+00, 6.05948e+00, -6.21000e+02, 1.32743e-01, 3.86254e-01, 3.90291e-04
15, 121, 4.14237e-01, 1.00408e+01, 6.55079e+00, 6.55079e+00, -6.21000e+02, 1.40496e-01, 4.10931e-01, 3.90291e-04
16, 131, 4.48472e-01, 1.00358e+01, 7.31505e+00, 7.31505e+00, -6.21000e+02, 1.60305e-01, 4.37306e-01, 3.90291e-04
17, 138, 4.72436e-01, 1.00345e+01, 8.29767e+00, 8.29767e+00, -6.21000e+02, 1.73913e-01, 4.58739e-01, 3.90291e-04
18, 147, 5.03247e-01, 1.00321e+01, 8.78898e+00, 8.78898e+00, -6.21000e+02, 2.04082e-01, 4.37331e-01, 3.90291e-04
19, 155, 5.30634e-01, 1.00272e+01, 9.44406e+00, 9.44406e+00, -6.21000e+02, 2.00000e-01, 5.04039e-01, 3.90291e-04
20, 161, 5.51175e-01, 1.00234e+01, 9.22570e+00, 9.22570e+00, -6.21000e+02, 1.98758e-01, 4.90247e-01, 3.90291e-04
21, 170, 5.81986e-01, 1.00184e+01, 9.49865e+00, 9.49865e+00, -6.21000e+02, 2.29412e-01, 5.10086e-01, 3.90291e-04
22, 178, 6.09374e-01, 1.00161e+01, 9.82619e+00, 9.82619e+00, -6.21000e+02, 2.35955e-01, 5.69947e-01, 3.90291e-04
23, 187, 6.40185e-01, 1.00111e+01, 1.04813e+01, 1.04813e+01, -6.21000e+02, 2.35294e-01, 5.84957e-01, 3.90291e-04
24, 194, 6.64149e-01, 1.00080e+01, 1.15185e+01, 1.15185e+01, -6.21000e+02, 2.21649e-01, 5.61359e-01, 3.90291e-04
25, 202, 6.91536e-01, 1.00063e+01, 1.20098e+01, 1.20098e+01, -6.21000e+02, 2.27723e-01, 6.19318e-01, 3.90291e-04
26, 210, 7.18924e-01, 1.00006e+01, 1.29924e+01, 1.29924e+01, -6.21000e+02, 2.38095e-01, 6.00938e-01, 3.90291e-04
27, 218, 7.46311e-01, 9.99836e+00, 1.34291e+01, 1.34291e+01, -6.21000e+02, 2.43119e-01, 6.26494e-01, 3.90291e-04
28, 226, 7.73699e-01, 9.99306e+00, 1.25557e+01, 1.25557e+01, -6.21000e+02, 2.69912e-01, 6.28797e-01, 3.90291e-04
