controller=pattern horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.21000e+02, 1.00000e+00, 2.62472e-03
1, 9, 3.08110e-02, 1.00944e+01, 4.91309e-01, 4.91309e-01, -6.21000e+02, 8.88889e-01, 2.40597e-02
2, 17, 5.81986e-02, 1.00864e+01, 9.28029e-01, 9.28029e-01, -6.21000e+02, 4.70588e-01, 5.40246e-02
3, 25, 8.55862e-02, 1.00796e+01, 1.36475e+00, 1.36475e+00, -6.21000e+02, 3.20000e-01, 8.83695e-02
4, 33, 1.12974e-01, 1.00744e+01, 1.80147e+00, 1.80147e+00, -6.21000e+02, 2.42424e-01, 1.34549e-01
5, 41, 1.40361e-01, 1.00707e+01, 2.23819e+00, 2.23819e+00, -6.21000e+02, 1.95122e-01, 1.88637e-01
6, 51, 1.74596e-01, 1.00671e+01, 3.11163e+00, 3.11163e+00, -6.21000e+02, 1.96078e-01, 2.44465e-01
7, 59, 2.01983e-01, 1.00660e+01, 3.54834e+00, 3.54834e+00, -6.21000e+02, 1.35593e-01, 3.18911e-01
8, 67, 2.29371e-01, 1.00657e+01, 4.09424e+00, 4.09424e+00, -6.21000e+02, 1.19403e-01, 3.41579e-01
9, 76, 2.60182e-01, 1.00624e+01, 4.58555e+00, 4.58555e+00, -6.21000e+02, 1.18421e-01, 3.49049e-01
10, 84, 2.87570e-01, 1.00591e+01, 4.64014e+00, 4.64014e+00, -6.21000e+02, 9.52381e-02, 3.63280e-01
11, 92, 3.14957e-01, 1.00554e+01, 5.07686e+00, 5.07686e+00, -6.21000e+02, 8.69565e-02, 3.95745e-01
12, 101, 3.45768e-01, 1.00507e+01, 5.18604e+00, 5.18604e+00, -6.21000e+02, 9.90099e-02, 4.29778e-01
13, 109, 3.73156e-01, 1.00476e+01, 5.51358e+00, 5.51358e+00, -6.21000e+02, 1.00917e-01, 4.04580e-01
14, 117, 4.00543e-01, 1.00456e+01, 6.05948e+00, 6.05948e+00, -6.21000e+02, 1.36752e-01, 4.23129e-01
15, 126, 4.31354e-01, 1.00405e+01, 6.87833e+00, 6.87833e+00, -6.21000e+02, 1.50794e-01, 4.34470e-01
16, 134, 4.58742e-01, 1.00372e+01, 7.04210e+00, 7.04210e+00, -6.21000e+02, 1.64179e-01, 4.88585e-01
17, 142, 4.86129e-01, 1.00347e+01, 7.58800e+00, 7.58800e+00, -6.21000e+02, 1.69014e-01, 4.83806e-01
18, 150, 5.13517e-01, 1.00336e+01, 7.86095e+00, 7.86095e+00, -6.21000e+02, 1.73333e-01, 4.96773e-01
19, 157, 5.37481e-01, 1.00295e+01, 7.86095e+00, 7.86095e+00, -6.21000e+02, 1.71975e-01, 4.97245e-01
20, 165, 5.64869e-01, 1.00241e+01, 8.57062e+00, 8.57062e+00, -6.21000e+02, 1.75758e-01, 5.49899e-01
21, 175, 5.99103e-01, 1.00164e+01, 8.67980e+00, 8.67980e+00, -6.21000e+02, 2.17143e-01, 5.30010e-01
22, 183, 6.26491e-01, 1.00121e+01, 8.89816e+00, 8.89816e+00, -6.21000e+02, 2.18579e-01, 5.48112e-01
23, 189, 6.47031e-01, 1.00061e+01, 9.60783e+00, 9.60783e+00, -6.21000e+02, 2.11640e-01, 5.35591e-01
24, 198, 6.77842e-01, 1.00015e+01, 1.03721e+01, 1.03721e+01, -6.21000e+02, 2.42424e-01, 5.79550e-01
25, 208, 7.12077e-01, 9.99571e+00, 1.13547e+01, 1.13547e+01, -6.21000e+02, 2.40385e-01, 6.03374e-01
26, 216, 7.39464e-01, 9.99120e+00, 1.19006e+01, 1.19006e+01, -6.21000e+02, 2.45370e-01, 6.21020e-01
27, 225, 7.70275e-01, 9.98407e+00, 1.17914e+01, 1.17914e+01, -6.21000e+02, 2.71111e-01, 6.14871e-01
28, 233, 7.97663e-01, 9.97941e+00, 1.19552e+01, 1.19552e+01, -6.21000e+02, 2.74678e-01, 6.61650e-01
29, 241, 8.25051e-01, 9.97408e+00, 1.26649e+01, 1.26649e+01, -6.21000e+02, 2.86307e-01, 6.55144e-01
30, 249, 8.52438e-01, 9.96761e+00, 1.34291e+01, 1.34291e+01, -6.21000e+02, 2.89157e-01, 6.69158e-01
31, 257, 8.79826e-01, 9.95982e+00, 1.35929e+01, 1.35929e+01, -6.21000e+02, 3.15175e-01, 6.49675e-01
32, 265, 9.07213e-01, 9.95623e+00, 1.41934e+01, 1.41934e+01, -6.21000e+02, 3.20755e-01, 7.10183e-01
33, 273, 9.34601e-01, 9.94927e+00, 1.49576e+01, 1.49576e+01, -6.21000e+02, 3.26007e-01, 7.18835e-01
34, 280, 9.58565e-01, 9.94537e+00, 1.57219e+01, 1.57219e+01, -6.21000e+02, 3.35714e-01, 7.93454e-01
35, 288, 9.85953e-01, 9.94083e+00, 1.68137e+01, 1.68137e+01, -6.21000e+02, 3.50694e-01, 7.82270e-01
36, 297, 1.01676e+00, 9.93716e+00, 1.71412e+01, 1.71412e+01, -6.21000e+02, 3.53535e-01, 8.48007e-01
37, 306, 1.04757e+00, 9.93328e+00, 1.82876e+01, 1.82876e+01, -6.21000e+02, 3.62745e-01, 8.54370e-01
38, 314, 1.07496e+00, 9.92777e+00, 1.88335e+01, 1.88335e+01, -6.21000e+02, 3.69427e-01, 8.14037e-01
39, 321, 1.09893e+00, 9.92457e+00, 1.84514e+01, 1.84514e+01, -6.21000e+02, 3.61371e-01, 8.62756e-01
40, 329, 1.12631e+00, 9.91599e+00, 1.89427e+01, 1.89427e+01, -6.21000e+02, 3.73860e-01, 8.66519e-01
41, 338, 1.15712e+00, 9.90432e+00, 1.93794e+01, 1.93794e+01, -6.21000e+02, 3.87574e-01, 8.39360e-01
42, 347, 1.18794e+00, 9.89622e+00, 1.91065e+01, 1.91065e+01, -6.21000e+02, 3.97695e-01, 9.03236e-01
43, 355, 1.21532e+00, 9.88870e+00, 1.94340e+01, 1.94340e+01, -6.21000e+02, 4.16901e-01, 8.89799e-01
44, 363, 1.24271e+00, 9.88649e+00, 2.03620e+01, 2.03620e+01, -6.21000e+02, 4.35262e-01, 9.85501e-01
45, 372, 1.27352e+00, 9.88040e+00, 2.18906e+01, 2.18906e+01, -6.21000e+02, 4.38172e-01, 9.86569e-01
46, 379, 1.29749e+00, 9.87793e+00, 2.35828e+01, 2.35828e+01, -6.21000e+02, 4.32718e-01, 9.38278e-01
47, 388, 1.32830e+00, 9.87549e+00, 2.46201e+01, 2.46201e+01, -6.21000e+02, 4.40722e-01, 1.00495e+00
48, 397, 1.35911e+00, 9.87014e+00, 2.50568e+01, 2.50568e+01, -6.21000e+02, 4.50882e-01, 1.08038e+00
49, 405, 1.38650e+00, 9.86543e+00, 2.47838e+01, 2.47838e+01, -6.21000e+02, 4.46914e-01, 1.09985e+00
50, 412, 1.41046e+00, 9.86146e+00, 2.55481e+01, 2.55481e+01, -6.21000e+02, 4.44175e-01, 1.09519e+00
51, 420, 1.43785e+00, 9.85747e+00, 2.52205e+01, 2.52205e+01, -6.21000e+02, 4.40476e-01, 1.13017e+00
52, 429, 1.46866e+00, 9.85484e+00, 2.55481e+01, 2.55481e+01, -6.21000e+02, 4.49883e-01, 1.15101e+00
53, 438, 1.49947e+00, 9.85115e+00, 2.64215e+01, 2.64215e+01, -6.21000e+02, 4.58904e-01, 1.14008e+00
54, 446, 1.52686e+00, 9.84474e+00, 2.66399e+01, 2.66399e+01, -6.21000e+02, 4.57399e-01, 1.13293e+00
55, 454, 1.55424e+00, 9.84252e+00, 2.70220e+01, 2.70220e+01, -6.21000e+02, 4.60352e-01, 1.17870e+00
56, 462, 1.58163e+00, 9.83660e+00, 2.76225e+01, 2.76225e+01, -6.21000e+02, 4.61039e-01, 1.16957e+00
57, 470, 1.60902e+00, 9.82759e+00, 2.83322e+01, 2.83322e+01, -6.21000e+02, 4.63830e-01, 1.18162e+00
58, 477, 1.63298e+00, 9.82549e+00, 2.91510e+01, 2.91510e+01, -6.21000e+02, 4.73795e-01, 1.25861e+00
59, 485, 1.66037e+00, 9.81900e+00, 3.08433e+01, 3.08433e+01, -6.21000e+02, 4.74227e-01, 1.32057e+00
60, 495, 1.69461e+00, 9.81085e+00, 0.00000e+00, 0.00000e+00, 6.21000e+02, 4.72727e-01, 1.25450e+00
61, 502, 1.71857e+00, 9.80107e+00, 3.19351e+01, 3.19351e+01, 6.21000e+02, 4.74104e-01, 1.21925e+00
62, 509, 1.74253e+00, 9.78755e+00, 3.35728e+01, 3.35728e+01, 6.21000e+02, 4.79371e-01, 1.19593e+00
63, 518, 1.77335e+00, 9.76047e+00, 3.43916e+01, 3.43916e+01, 6.21000e+02, 4.84556e-01, 1.17105e+00
64, 526, 1.80073e+00, 9.73043e+00, 3.45008e+01, 3.45008e+01, 6.21000e+02, 4.96198e-01, 1.16068e+00
65, 535, 1.83154e+00, 9.69968e+00, 3.53197e+01, 3.53197e+01, 6.21000e+02, 5.15888e-01, 1.12559e+00
66, 544, 1.86235e+00, 9.66658e+00, 3.54834e+01, 3.54834e+01, 6.21000e+02, 5.62500e-01, 1.08813e+00
67, 552, 1.88974e+00, 9.65055e+00, 1.98161e+01, 1.98161e+01, 6.21000e+02, 2.08333e-01, 1.37067e+00
68, 560, 1.91713e+00, 9.66826e+00, 2.00891e+01, 2.00891e+01, 6.21000e+02, 1.85714e-01, 1.54424e+00
69, 564, 1.93082e+00, 9.68881e+00, 2.16176e+01, 2.16176e+01, 6.21000e+02, 2.25177e-01, 1.76228e+00
70, 569, 1.94794e+00, 9.71689e+00, 2.63669e+01, 2.63669e+01, 6.21000e+02, 2.75923e-01, 2.06508e+00
71, 578, 1.97875e+00, 9.75190e+00, 2.66945e+01, 2.66945e+01, 6.21000e+02, 3.04498e-01, 2.35361e+00
72, 589, 2.01641e+00, 9.79130e+00, 3.05158e+01, 3.05158e+01, 6.21000e+02, 3.27674e-01, 2.64331e+00
73, 598, 2.04722e+00, 9.81580e+00, 3.11708e+01, 3.11708e+01, 6.21000e+02, 3.37793e-01, 2.38754e+00
74, 606, 2.07461e+00, 9.82384e+00, 3.27540e+01, 3.27540e+01, 6.21000e+02, 3.33333e-01, 1.85260e+00
75, 615, 2.10542e+00, 9.82044e+00, 3.36274e+01, 3.36274e+01, 6.21000e+02, 3.36585e-01, 1.53434e+00
76, 619, 2.11911e+00, 9.81587e+00, 3.42279e+01, 3.42279e+01, 6.21000e+02, 3.39257e-01, 1.45086e+00
77, 625, 2.13965e+00, 9.79453e+00, 2.99699e+01, 2.99699e+01, 6.21000e+02, 3.50400e-01, 1.43476e+00
78, 631, 2.16019e+00, 9.78407e+00, 3.10617e+01, 3.10617e+01, 6.21000e+02, 3.51823e-01, 1.51571e+00
79, 637, 2.18074e+00, 9.77089e+00, 3.31907e+01, 3.31907e+01, 6.21000e+02, 3.65777e-01, 1.45199e+00
80, 647, 2.21497e+00, 9.76167e+00, 3.53743e+01, 3.53743e+01, 6.21000e+02, 3.89490e-01, 1.56662e+00
81, 655, 2.24236e+00, 9.75573e+00, 3.44462e+01, 3.44462e+01, 6.21000e+02, 4.01527e-01, 1.67190e+00
82, 662, 2.26632e+00, 9.75567e+00, 3.60839e+01, 3.60839e+01, 6.21000e+02, 4.07855e-01, 1.65514e+00
83, 667, 2.28344e+00, 9.75389e+00, 3.57564e+01, 3.57564e+01, 6.21000e+02, 4.10795e-01, 1.64143e+00
84, 672, 2.30056e+00, 9.74992e+00, 3.64661e+01, 3.64661e+01, 6.21000e+02, 4.22619e-01, 1.61788e+00
85, 681, 2.33137e+00, 9.73729e+00, 3.50467e+01, 3.50467e+01, 6.21000e+02, 4.24376e-01, 1.57255e+00
