controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, 8.00000e+00, 1.00000e+00, 2.62472e-03, 1.57435e+02
1, 8, 4.33807e-02, 1.01017e+01, 4.36719e-01, 4.36719e-01, 8.00000e+00, 8.75000e-01, 2.18058e-02, 1.57435e+02
2, 16, 8.67615e-02, 1.00884e+01, 8.73439e-01, 8.73439e-01, 8.00000e+00, 5.00000e-01, 4.89539e-02, 1.57435e+02
3, 23, 1.24720e-01, 1.00795e+01, 1.25557e+00, 1.25557e+00, 8.00000e+00, 3.04348e-01, 8.17500e-02, 1.57435e+02
4, 31, 1.68100e-01, 1.00704e+01, 1.69229e+00, 1.69229e+00, 8.00000e+00, 2.58065e-01, 1.22240e-01, 1.57435e+02
5, 37, 2.00636e-01, 1.00673e+01, 2.01983e+00, 2.01983e+00, 8.00000e+00, 1.62162e-01, 1.68021e-01, 1.57435e+02
6, 44, 2.38594e-01, 1.00642e+01, 2.40196e+00, 2.40196e+00, 8.00000e+00, 1.59091e-01, 2.23435e-01, 1.57435e+02
7, 51, 2.76552e-01, 1.00625e+01, 2.67491e+00, 2.67491e+00, 8.00000e+00, 1.37255e-01, 2.75340e-01, 1.57435e+02
8, 59, 3.19933e-01, 1.00612e+01, 3.00245e+00, 3.00245e+00, 8.00000e+00, 1.35593e-01, 3.13123e-01, 1.57435e+02
9, 67, 3.63314e-01, 1.00606e+01, 3.65752e+00, 3.65752e+00, 8.00000e+00, 1.19403e-01, 3.23747e-01, 1.57435e+02
10, 76, 4.12117e-01, 1.00519e+01, 3.82129e+00, 3.82129e+00, 8.00000e+00, 1.18421e-01, 3.17191e-01, 1.57435e+02
11, 83, 4.50075e-01, 1.00475e+01, 4.03965e+00, 4.03965e+00, 8.00000e+00, 8.43373e-02, 3.56673e-01, 1.57435e+02
12, 91, 4.93456e-01, 1.00398e+01, 4.53096e+00, 4.53096e+00, 8.00000e+00, 9.89011e-02, 3.62393e-01, 1.57435e+02
