controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 4.05649e+02
1, 13, 4.45048e-02, 1.00896e+01, 7.09669e-01, 7.09669e-01, 7.00000e+00, 9.23077e-01, 3.45586e-02, 4.05649e+02
2, 25, 8.55862e-02, 1.00774e+01, 1.36475e+00, 1.36475e+00, 7.00000e+00, 4.80000e-01, 7.83726e-02, 4.05649e+02
3, 37, 1.26668e-01, 1.00673e+01, 2.01983e+00, 2.01983e+00, 7.00000e+00, 3.24324e-01, 1.32380e-01, 4.05649e+02
4, 50, 1.71172e-01, 1.00590e+01, 2.94786e+00, 2.94786e+00, 7.00000e+00, 2.60000e-01, 2.00528e-01, 4.05649e+02
5, 62, 2.12254e-01, 1.00538e+01, 3.71211e+00, 3.71211e+00, 7.00000e+00, 1.93548e-01, 2.71084e-01, 4.05649e+02
6, 75, 2.56758e-01, 1.00481e+01, 4.42178e+00, 4.42178e+00, 7.00000e+00, 1.73333e-01, 3.60353e-01, 4.05649e+02
7, 88, 3.01263e-01, 1.00456e+01, 5.13145e+00, 5.13145e+00, 7.00000e+00, 1.47727e-01, 4.67558e-01, 4.05649e+02
8, 101, 3.45768e-01, 1.00429e+01, 5.73194e+00, 5.73194e+00, 7.00000e+00, 1.28713e-01, 5.17053e-01, 4.05649e+02
9, 110, 3.76579e-01, 1.00443e+01, 6.33243e+00, 6.33243e+00, 7.00000e+00, 8.18182e-02, 5.14887e-01, 4.05649e+02
10, 125, 4.27931e-01, 1.00383e+01, 7.26046e+00, 7.26046e+00, 7.00000e+00, 1.20000e-01, 5.92995e-01, 4.05649e+02
11, 137, 4.69012e-01, 1.00341e+01, 7.58800e+00, 7.58800e+00, 7.00000e+00, 8.75912e-02, 5.92684e-01, 4.05649e+02
12, 150, 5.13517e-01, 1.00245e+01, 8.24308e+00, 8.24308e+00, 7.00000e+00, 1.00000e-01, 5.60326e-01, 4.05649e+02
13, 162, 5.54598e-01, 1.00188e+01, 9.17111e+00, 9.17111e+00, 7.00000e+00, 1.17284e-01, 6.12569e-01, 4.05649e+02
14, 175, 5.99103e-01, 1.00090e+01, 9.66242e+00, 9.66242e+00, 7.00000e+00, 1.37143e-01, 6.39749e-01, 4.05649e+02
15, 188, 6.43608e-01, 1.00022e+01, 9.93537e+00, 9.93537e+00, 7.00000e+00, 1.43617e-01, 6.47909e-01, 4.05649e+02
16, 198, 6.77842e-01, 9.99668e+00, 1.05904e+01, 1.05904e+01, 7.00000e+00, 1.56566e-01, 6.35001e-01, 4.05649e+02
17, 210, 7.18924e-01, 9.98765e+00, 1.10272e+01, 1.10272e+01, 7.00000e+00, 2.00000e-01, 6.61657e-01, 4.05649e+02
18, 224, 7.66852e-01, 9.97723e+00, 1.16822e+01, 1.16822e+01, 7.00000e+00, 2.23214e-01, 6.87462e-01, 4.05649e+02
19, 235, 8.04510e-01, 9.96868e+00, 1.26103e+01, 1.26103e+01, 7.00000e+00, 2.38298e-01, 7.11215e-01, 4.05649e+02
