controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.39208e+02
1, 11, 3.76579e-02, 1.00920e+01, 6.00489e-01, 6.00489e-01, 7.00000e+00, 9.09091e-01, 2.93092e-02, 3.39208e+02
2, 21, 7.18924e-02, 1.00817e+01, 1.03721e+00, 1.03721e+00, 7.00000e+00, 4.76190e-01, 6.34484e-02, 3.39208e+02
3, 31, 1.06127e-01, 1.00734e+01, 1.58311e+00, 1.58311e+00, 7.00000e+00, 3.22581e-01, 1.12222e-01, 3.39208e+02
4, 42, 1.43785e-01, 1.00655e+01, 2.18360e+00, 2.18360e+00, 7.00000e+00, 2.61905e-01, 1.66344e-01, 3.39208e+02
5, 54, 1.84866e-01, 1.00591e+01, 2.94786e+00, 2.94786e+00, 7.00000e+00, 2.22222e-01, 2.33839e-01, 3.39208e+02
6, 64, 2.19101e-01, 1.00560e+01, 3.49375e+00, 3.49375e+00, 7.00000e+00, 1.56250e-01, 3.08295e-01, 3.39208e+02
7, 75, 2.56758e-01, 1.00540e+01, 4.20342e+00, 4.20342e+00, 7.00000e+00, 1.46667e-01, 3.94811e-01, 3.39208e+02
8, 86, 2.94416e-01, 1.00514e+01, 4.69473e+00, 4.69473e+00, 7.00000e+00, 1.27907e-01, 4.25301e-01, 3.39208e+02
9, 95, 3.25227e-01, 1.00524e+01, 5.18604e+00, 5.18604e+00, 7.00000e+00, 9.47368e-02, 4.84547e-01, 3.39208e+02
10, 106, 3.62885e-01, 1.00504e+01, 5.84112e+00, 5.84112e+00, 7.00000e+00, 1.03774e-01, 4.92966e-01, 3.39208e+02
11, 117, 4.00543e-01, 1.00460e+01, 5.89571e+00, 5.89571e+00, 7.00000e+00, 9.40171e-02, 5.23793e-01, 3.39208e+02
12, 128, 4.38201e-01, 1.00399e+01, 6.82374e+00, 6.82374e+00, 7.00000e+00, 9.37500e-02, 5.08668e-01, 3.39208e+02
13, 138, 4.72436e-01, 1.00332e+01, 7.26046e+00, 7.26046e+00, 7.00000e+00, 1.01449e-01, 4.74569e-01, 3.39208e+02
14, 148, 5.06670e-01, 1.00280e+01, 8.57062e+00, 8.57062e+00, 7.00000e+00, 1.14865e-01, 5.29435e-01, 3.39208e+02
15, 159, 5.44328e-01, 1.00212e+01, 9.00734e+00, 9.00734e+00, 7.00000e+00, 1.38365e-01, 5.53730e-01, 3.39208e+02
