controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.19000e+02, 1.00000e+00, 2.62472e-03, 2.10285e-04
1, 18, 6.16220e-02, 1.00835e+01, 8.73439e-01, 8.73439e-01, -6.19000e+02, 9.44444e-01, 4.79521e-02, 2.10285e-04
2, 35, 1.19821e-01, 1.00660e+01, 1.80147e+00, 1.80147e+00, -6.19000e+02, 4.85714e-01, 1.06606e-01, 2.10285e-04
3, 52, 1.78019e-01, 1.00524e+01, 2.83868e+00, 2.83868e+00, -6.19000e+02, 3.26923e-01, 1.79778e-01, 2.10285e-04
4, 70, 2.39641e-01, 1.00404e+01, 3.82129e+00, 3.82129e+00, -6.19000e+02, 2.57143e-01, 2.77418e-01, 2.10285e-04
5, 88, 3.01263e-01, 1.00320e+01, 4.91309e+00, 4.91309e+00, -6.19000e+02, 2.04545e-01, 3.83476e-01, 2.10285e-04
6, 105, 3.59462e-01, 1.00267e+01, 6.05948e+00, 6.05948e+00, -6.19000e+02, 1.61905e-01, 5.06932e-01, 2.10285e-04
7, 123, 4.21084e-01, 1.00228e+01, 7.04210e+00, 7.04210e+00, -6.19000e+02, 1.46341e-01, 6.43977e-01, 2.10285e-04
8, 141, 4.82706e-01, 1.00213e+01, 8.46144e+00, 8.46144e+00, -6.19000e+02, 1.27660e-01, 7.41791e-01, 2.10285e-04
9, 157, 5.37481e-01, 1.00229e+01, 9.38947e+00, 9.38947e+00, -6.19000e+02, 1.01911e-01, 7.60109e-01, 2.10285e-04
10, 175, 5.99103e-01, 1.00175e+01, 1.00991e+01, 1.00991e+01, -6.19000e+02, 1.02857e-01, 8.16969e-01, 2.10285e-04
11, 192, 6.57302e-01, 1.00118e+01, 1.03721e+01, 1.03721e+01, -6.19000e+02, 8.85417e-02, 8.40528e-01, 2.10285e-04
12, 209, 7.15500e-01, 1.00029e+01, 1.13547e+01, 1.13547e+01, -6.19000e+02, 8.61244e-02, 8.33926e-01, 2.10285e-04
