controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 1.26626e-02, 1.01671e+01, 0.00000e+00, 0.00000e+00, -1.40000e+01, 1.00000e+00, 2.62472e-03, 1.50778e+02, 1.50778e+02
1, 5, 6.33132e-02, 1.01332e+01, 8.12834e-02, 8.12834e-02, -1.40000e+01, 8.00000e-01, 1.34483e-02, 1.50778e+02, 1.50778e+02
2, 9, 1.13964e-01, 1.01048e+01, 1.18855e-01, 1.18855e-01, -1.40000e+01, 4.44444e-01, 2.85075e-02, 1.50778e+02, 1.50778e+02
3, 14, 1.77277e-01, 1.00719e+01, 1.88526e-01, 1.88526e-01, -1.40000e+01, 3.57143e-01, 4.72104e-02, 1.50778e+02, 1.50778e+02
4, 18, 2.27928e-01, 1.00553e+01, 2.34974e-01, 2.34974e-01, -1.40000e+01, 2.22222e-01, 7.40860e-02, 1.50778e+02, 1.50778e+02
5, 22, 2.78578e-01, 1.00420e+01, 2.58198e-01, 2.58198e-01, -1.40000e+01, 1.81818e-01, 9.64995e-02, 1.50778e+02, 1.50778e+02
6, 27, 3.41891e-01, 1.00275e+01, 3.42127e-01, 3.42127e-01, -1.40000e+01, 1.85185e-01, 1.38360e-01, 1.50778e+02, 1.50778e+02
7, 31, 3.92542e-01, 1.00266e+01, 3.88575e-01, 3.88575e-01, -1.40000e+01, 1.29032e-01, 1.69602e-01, 1.50778e+02, 1.50778e+02
8, 34, 4.30530e-01, 1.00383e+01, 4.23411e-01, 4.23411e-01, -1.40000e+01, 8.82353e-02, 2.03647e-01, 1.50778e+02, 1.50778e+02
9, 39, 4.93843e-01, 1.00351e+01, 5.04694e-01, 5.04694e-01, -1.40000e+01, 1.28205e-01, 1.93393e-01, 1.50778e+02, 1.50778e+02
10, 43, 5.44493e-01, 1.00307e+01, 4.81470e-01, 4.81470e-01, -1.40000e+01, 9.30233e-02, 1.90320e-01, 1.50778e+02, 1.50778e+02
11, 47, 5.95144e-01, 1.00283e+01, 5.27918e-01, 5.27918e-01, -1.40000e+01, 8.51064e-02, 2.09282e-01, 1.50778e+02, 1.50778e+02
12, 52, 6.58457e-01, 1.00195e+01, 6.32425e-01, 6.32425e-01, -1.40000e+01, 9.61538e-02, 1.92307e-01, 1.50778e+02, 1.50778e+02
13, 57, 7.21770e-01, 1.00145e+01, 7.36933e-01, 7.36933e-01, -1.40000e+01, 8.77193e-02, 2.18274e-01, 1.50778e+02, 1.50778e+02
14, 61, 7.72421e-01, 1.00179e+01, 7.60156e-01, 7.60156e-01, -1.40000e+01, 6.55738e-02, 2.29061e-01, 1.50778e+02, 1.50778e+02
15, 65, 8.23072e-01, 1.00120e+01, 7.13709e-01, 7.13709e-01, -1.40000e+01, 6.15385e-02, 2.26952e-01, 1.50778e+02, 1.50778e+02
16, 70, 8.86385e-01, 1.00135e+01, 7.71768e-01, 7.71768e-01, -1.40000e+01, 7.14286e-02, 2.99149e-01, 1.50778e+02, 1.50778e+02
17, 74, 9.37035e-01, 1.00075e+01, 7.83380e-01, 7.83380e-01, -1.40000e+01, 5.40541e-02, 2.71806e-01, 1.50778e+02, 1.50778e+02
18, 79, 1.00035e+00, 9.97879e+00, 8.87887e-01, 8.87887e-01, -1.40000e+01, 6.32911e-02, 2.53106e-01, 1.50778e+02, 1.50778e+02
19, 83, 1.05100e+00, 9.95467e+00, 8.99499e-01, 8.99499e-01, -1.40000e+01, 4.81928e-02, 2.80003e-01, 1.50778e+02, 1.50778e+02
20, 87, 1.10165e+00, 9.95232e+00, 9.69171e-01, 9.69171e-01, -1.40000e+01, 4.59770e-02, 2.93046e-01, 1.50778e+02, 1.50778e+02
21, 91, 1.15230e+00, 9.93388e+00, 1.07368e+00, 1.07368e+00, -1.40000e+01, 6.59341e-02, 2.99572e-01, 1.50778e+02, 1.50778e+02
22, 95, 1.20295e+00, 9.92334e+00, 1.14335e+00, 1.14335e+00, -1.40000e+01, 1.15789e-01, 2.94044e-01, 1.50778e+02, 1.50778e+02
23, 100, 1.26626e+00, 9.89541e+00, 1.15770e+00, 1.15770e+00, -1.40000e+01, 1.30000e-01, 2.68565e-01, 1.50778e+02, 1.50778e+02
24, 104, 1.31691e+00, 9.87850e+00, 1.25059e+00, 1.25059e+00, -1.40000e+01, 1.15385e-01, 2.89618e-01, 1.50778e+02, 1.50778e+02
25, 108, 1.36757e+00, 9.85757e+00, 1.27382e+00, 1.27382e+00, -1.40000e+01, 1.38889e-01, 3.17827e-01, 1.50778e+02, 1.50778e+02
26, 111, 1.40555e+00, 9.85474e+00, 1.36671e+00, 1.36671e+00, -1.40000e+01, 1.44144e-01, 2.96217e-01, 1.50778e+02, 1.50778e+02
27, 116, 1.46887e+00, 9.82336e+00, 1.48283e+00, 1.48283e+00, -1.40000e+01, 1.63793e-01, 3.07099e-01, 1.50778e+02, 1.50778e+02
28, 120, 1.51952e+00, 9.81924e+00, 1.50605e+00, 1.50605e+00, -1.40000e+01, 1.75000e-01, 3.42487e-01, 1.50778e+02, 1.50778e+02
29, 124, 1.57017e+00, 9.81786e+00, 1.61056e+00, 1.61056e+00, -1.40000e+01, 2.01613e-01, 3.70663e-01, 1.50778e+02, 1.50778e+02
30, 127, 1.60816e+00, 9.81793e+00, 1.68023e+00, 1.68023e+00, -1.40000e+01, 1.96850e-01, 3.07959e-01, 1.50778e+02, 1.50778e+02
31, 131, 1.65881e+00, 9.81378e+00, 1.84280e+00, 1.84280e+00, -1.40000e+01, 2.06107e-01, 3.65064e-01, 1.50778e+02, 1.50778e+02
32, 136, 1.72212e+00, 9.81086e+00, 2.06343e+00, 2.06343e+00, -1.40000e+01, 2.27941e-01, 3.67457e-01, 1.50778e+02, 1.50778e+02
33, 140, 1.77277e+00, 9.78449e+00, 2.13310e+00, 2.13310e+00, -1.40000e+01, 2.35714e-01, 3.72086e-01, 1.50778e+02, 1.50778e+02
34, 146, 1.84875e+00, 9.76424e+00, 2.45823e+00, 2.45823e+00, -1.40000e+01, 2.53425e-01, 3.65845e-01, 1.50778e+02, 1.50778e+02
35, 151, 1.91206e+00, 9.73851e+00, 2.35099e+00, 2.35099e+00, -1.40000e+01, 2.45033e-01, 3.97852e-01, 1.50778e+02, 1.50778e+02
36, 155, 1.96271e+00, 9.71788e+00, 2.51629e+00, 2.51629e+00, -1.40000e+01, 2.51613e-01, 3.90223e-01, 1.50778e+02, 1.50778e+02
37, 160, 2.02602e+00, 9.70562e+00, 2.60654e+00, 2.60654e+00, -1.40000e+01, 2.62500e-01, 4.27713e-01, 1.50778e+02, 1.50778e+02
38, 165, 2.08934e+00, 9.65704e+00, 2.68782e+00, 2.68782e+00, -1.40000e+01, 2.60606e-01, 3.85180e-01, 1.50778e+02, 1.50778e+02
39, 168, 2.12732e+00, 9.65862e+00, 2.75750e+00, 2.75750e+00, -1.40000e+01, 2.55952e-01, 4.72517e-01, 1.50778e+02, 1.50778e+02
40, 172, 2.17797e+00, 9.64067e+00, 2.79233e+00, 2.79233e+00, -1.40000e+01, 2.79070e-01, 4.81511e-01, 1.50778e+02, 1.50778e+02
41, 177, 2.24129e+00, 9.61702e+00, 2.88523e+00, 2.88523e+00, -1.40000e+01, 2.88136e-01, 4.46953e-01, 1.50778e+02, 1.50778e+02
42, 181, 2.29194e+00, 9.58682e+00, 2.68782e+00, 2.68782e+00, -1.40000e+01, 2.98343e-01, 4.14455e-01, 1.50778e+02, 1.50778e+02
43, 186, 2.35525e+00, 9.56078e+00, 2.80394e+00, 2.80394e+00, -1.40000e+01, 3.06452e-01, 4.55384e-01, 1.50778e+02, 1.50778e+02
44, 190, 2.40590e+00, 9.54701e+00, 2.96651e+00, 2.96651e+00, -1.40000e+01, 3.42105e-01, 4.64485e-01, 1.50778e+02, 1.50778e+02
45, 194, 2.45655e+00, 9.54248e+00, 3.15230e+00, 3.15230e+00, -1.40000e+01, 3.50515e-01, 4.86257e-01, 1.50778e+02, 1.50778e+02
46, 198, 2.50720e+00, 9.55762e+00, 3.38454e+00, 3.38454e+00, -1.40000e+01, 3.58586e-01, 4.86468e-01, 1.50778e+02, 1.50778e+02
47, 202, 2.55785e+00, 9.54053e+00, 3.62498e+00, 3.62498e+00, -1.40000e+01, 3.71287e-01, 4.96391e-01, 1.50778e+02, 1.50778e+02
48, 206, 2.60850e+00, 9.52612e+00, 3.77594e+00, 3.77594e+00, -1.40000e+01, 3.73786e-01, 4.89092e-01, 1.50778e+02, 1.50778e+02
49, 210, 2.65915e+00, 9.52017e+00, 3.93851e+00, 3.93851e+00, -1.40000e+01, 3.71429e-01, 4.82956e-01, 1.50778e+02, 1.50778e+02
50, 213, 2.69714e+00, 9.51907e+00, 3.93851e+00, 3.93851e+00, -1.40000e+01, 3.70892e-01, 5.63764e-01, 1.50778e+02, 1.50778e+02
51, 216, 2.73513e+00, 9.49054e+00, 3.83400e+00, 3.83400e+00, -1.40000e+01, 3.98148e-01, 5.73550e-01, 1.50778e+02, 1.50778e+02
52, 222, 2.81111e+00, 9.47118e+00, 4.06624e+00, 4.06624e+00, -1.40000e+01, 4.27928e-01, 5.46230e-01, 1.50778e+02, 1.50778e+02
53, 227, 2.87442e+00, 9.46396e+00, 4.57716e+00, 4.57716e+00, -1.40000e+01, 4.18502e-01, 5.76489e-01, 1.50778e+02, 1.50778e+02
54, 231, 2.92507e+00, 9.44779e+00, 4.63522e+00, 4.63522e+00, -1.40000e+01, 4.15584e-01, 5.67646e-01, 1.50778e+02, 1.50778e+02
55, 235, 2.97572e+00, 9.44240e+00, 4.83262e+00, 4.83262e+00, -1.40000e+01, 4.21277e-01, 5.92036e-01, 1.50778e+02, 1.50778e+02
56, 236, 2.98838e+00, 9.46195e+00, 5.19259e+00, 5.19259e+00, -1.40000e+01, 4.23729e-01, 6.29949e-01, 1.50778e+02, 1.50778e+02
57, 240, 3.03903e+00, 9.46321e+00, 5.11131e+00, 5.11131e+00, -1.40000e+01, 4.33333e-01, 6.24544e-01, 1.50778e+02, 1.50778e+02
58, 245, 3.10235e+00, 9.44060e+00, 5.14615e+00, 5.14615e+00, -1.40000e+01, 4.32653e-01, 6.22767e-01, 1.50778e+02, 1.50778e+02
59, 248, 3.14033e+00, 9.42758e+00, 5.29642e+00, 5.29642e+00, -1.40000e+01, 4.35484e-01, 6.34495e-01, 1.50778e+02, 1.50778e+02
60, 250, 3.16566e+00, 9.42993e+00, 0.00000e+00, 0.00000e+00, 2.00000e+01, 4.28000e-01, 6.12763e-01, 1.47423e+02, 1.47423e+02
61, 255, 3.22897e+00, 9.40568e+00, 5.71445e+00, 5.71445e+00, 2.00000e+01, 4.47059e-01, 6.40516e-01, 1.47423e+02, 1.47423e+02
62, 260, 3.29229e+00, 9.38478e+00, 6.24860e+00, 6.24860e+00, 2.00000e+01, 4.50000e-01, 6.36836e-01, 1.47423e+02, 1.47423e+02
63, 263, 3.33027e+00, 9.36500e+00, 6.13248e+00, 6.13248e+00, 2.00000e+01, 4.48669e-01, 6.49742e-01, 1.47423e+02, 1.47423e+02
64, 269, 3.40625e+00, 9.33293e+00, 5.66936e+00, 5.66936e+00, 2.00000e+01, 4.64684e-01, 7.29061e-01, 1.47423e+02, 1.47423e+02
