controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.73527e+02
1, 9, 3.08110e-02, 1.00944e+01, 4.91309e-01, 4.91309e-01, 7.00000e+00, 8.88889e-01, 2.40597e-02, 3.73527e+02
2, 17, 5.81986e-02, 1.00861e+01, 8.18849e-01, 8.18849e-01, 7.00000e+00, 4.70588e-01, 5.12826e-02, 3.73527e+02
3, 24, 8.21627e-02, 1.00806e+01, 1.20098e+00, 1.20098e+00, 7.00000e+00, 2.91667e-01, 8.58547e-02, 3.73527e+02
4, 32, 1.09550e-01, 1.00753e+01, 1.63770e+00, 1.63770e+00, 7.00000e+00, 2.50000e-01, 1.31128e-01, 3.73527e+02
5, 40, 1.36938e-01, 1.00712e+01, 2.07442e+00, 2.07442e+00, 7.00000e+00, 2.00000e-01, 1.79658e-01, 3.73527e+02
6, 49, 1.67749e-01, 1.00682e+01, 2.67491e+00, 2.67491e+00, 7.00000e+00, 1.83673e-01, 2.36963e-01, 3.73527e+02
7, 57, 1.95136e-01, 1.00666e+01, 3.11163e+00, 3.11163e+00, 7.00000e+00, 1.40351e-01, 3.04434e-01, 3.73527e+02
8, 66, 2.25947e-01, 1.00641e+01, 3.60293e+00, 3.60293e+00, 7.00000e+00, 1.36364e-01, 3.33412e-01, 3.73527e+02
9, 74, 2.53335e-01, 1.00633e+01, 4.14883e+00, 4.14883e+00, 7.00000e+00, 1.08108e-01, 3.46026e-01, 3.73527e+02
10, 81, 2.77299e-01, 1.00620e+01, 4.42178e+00, 4.42178e+00, 7.00000e+00, 8.64198e-02, 3.56398e-01, 3.73527e+02
11, 89, 3.04687e-01, 1.00591e+01, 4.42178e+00, 4.42178e+00, 7.00000e+00, 8.98876e-02, 4.16999e-01, 3.73527e+02
12, 98, 3.35498e-01, 1.00555e+01, 5.02227e+00, 5.02227e+00, 7.00000e+00, 1.02041e-01, 4.19463e-01, 3.73527e+02
13, 106, 3.62885e-01, 1.00509e+01, 5.45899e+00, 5.45899e+00, 7.00000e+00, 1.03774e-01, 3.81183e-01, 3.73527e+02
14, 114, 3.90273e-01, 1.00456e+01, 5.78653e+00, 5.78653e+00, 7.00000e+00, 1.31579e-01, 4.01452e-01, 3.73527e+02
15, 122, 4.17660e-01, 1.00390e+01, 6.55079e+00, 6.55079e+00, 7.00000e+00, 1.31148e-01, 4.09991e-01, 3.73527e+02
