controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.19000e+02, 1.00000e+00, 2.62472e-03, 2.15292e-04
1, 16, 5.47751e-02, 1.00860e+01, 8.73439e-01, 8.73439e-01, -6.19000e+02, 9.37500e-01, 4.27027e-02, 2.15292e-04
2, 30, 1.02703e-01, 1.00717e+01, 1.52852e+00, 1.52852e+00, -6.19000e+02, 4.66667e-01, 9.17081e-02, 2.15292e-04
3, 45, 1.54055e-01, 1.00587e+01, 2.34737e+00, 2.34737e+00, -6.19000e+02, 3.33333e-01, 1.55321e-01, 2.15292e-04
4, 60, 2.05407e-01, 1.00493e+01, 3.27540e+00, 3.27540e+00, -6.19000e+02, 2.50000e-01, 2.39440e-01, 2.15292e-04
5, 75, 2.56758e-01, 1.00429e+01, 4.09424e+00, 4.09424e+00, -6.19000e+02, 2.00000e-01, 3.23746e-01, 2.15292e-04
6, 91, 3.11534e-01, 1.00368e+01, 5.07686e+00, 5.07686e+00, -6.19000e+02, 1.75824e-01, 4.40119e-01, 2.15292e-04
7, 105, 3.59462e-01, 1.00357e+01, 6.05948e+00, 6.05948e+00, -6.19000e+02, 1.33333e-01, 5.67463e-01, 2.15292e-04
8, 121, 4.14237e-01, 1.00330e+01, 6.93292e+00, 6.93292e+00, -6.19000e+02, 1.32231e-01, 6.30650e-01, 2.15292e-04
9, 136, 4.65589e-01, 1.00306e+01, 7.97013e+00, 7.97013e+00, -6.19000e+02, 1.10294e-01, 6.59711e-01, 2.15292e-04
10, 151, 5.16940e-01, 1.00287e+01, 8.73439e+00, 8.73439e+00, -6.19000e+02, 9.93377e-02, 6.84677e-01, 2.15292e-04
11, 165, 5.64869e-01, 1.00258e+01, 9.44406e+00, 9.44406e+00, -6.19000e+02, 8.48485e-02, 7.48114e-01, 2.15292e-04
12, 180, 6.16220e-01, 1.00168e+01, 9.71701e+00, 9.71701e+00, -6.19000e+02, 8.88889e-02, 6.98548e-01, 2.15292e-04
13, 195, 6.67572e-01, 1.00088e+01, 1.05359e+01, 1.05359e+01, -6.19000e+02, 9.74359e-02, 7.62171e-01, 2.15292e-04
14, 207, 7.08653e-01, 1.00044e+01, 1.13547e+01, 1.13547e+01, -6.19000e+02, 9.66184e-02, 7.54083e-01, 2.15292e-04
15, 223, 7.63429e-01, 9.99376e+00, 1.22827e+01, 1.22827e+01, -6.19000e+02, 1.39013e-01, 7.69889e-01, 2.15292e-04
16, 239, 8.18204e-01, 9.98927e+00, 1.30470e+01, 1.30470e+01, -6.19000e+02, 1.46444e-01, 8.40081e-01, 2.15292e-04
17, 255, 8.72979e-01, 9.98025e+00, 1.46301e+01, 1.46301e+01, -6.19000e+02, 1.52941e-01, 8.22347e-01, 2.15292e-04
18, 269, 9.20907e-01, 9.97086e+00, 1.51760e+01, 1.51760e+01, -6.19000e+02, 1.78439e-01, 8.26464e-01, 2.15292e-04
19, 282, 9.65412e-01, 9.96551e+00, 1.57765e+01, 1.57765e+01, -6.19000e+02, 1.87943e-01, 8.85685e-01, 2.15292e-04
