controller=pattern horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 3.17034e-02, 1.02139e+01, 0.00000e+00, 0.00000e+00, 7.20000e+01, 1.00000e+00, 2.62472e-03, 2.35319e-04, 2.35319e-04
1, 2, 6.34067e-02, 1.02030e+01, 1.09180e-01, 1.09180e-01, 7.20000e+01, 5.00000e-01, 5.76812e-03, 2.35319e-04, 2.35319e-04
2, 3, 9.51101e-02, 1.01944e+01, 1.63770e-01, 1.63770e-01, 7.20000e+01, 3.33333e-01, 1.07283e-02, 2.35319e-04, 2.35319e-04
3, 4, 1.26813e-01, 1.01869e+01, 2.18360e-01, 2.18360e-01, 7.20000e+01, 2.50000e-01, 1.47999e-02, 2.35319e-04, 2.35319e-04
4, 5, 1.58517e-01, 1.01824e+01, 2.72950e-01, 2.72950e-01, 7.20000e+01, 2.00000e-01, 2.29816e-02, 2.35319e-04, 2.35319e-04
5, 6, 1.90220e-01, 1.01788e+01, 2.18360e-01, 2.18360e-01, 7.20000e+01, 1.66667e-01, 2.91480e-02, 2.35319e-04, 2.35319e-04
6, 7, 2.21924e-01, 1.01768e+01, 2.72950e-01, 2.72950e-01, 7.20000e+01, 1.42857e-01, 3.74489e-02, 2.35319e-04, 2.35319e-04
7, 8, 2.53627e-01, 1.01755e+01, 2.84973e-01, 2.84973e-01, 7.20000e+01, 1.25000e-01, 4.09051e-02, 2.35319e-04, 2.35319e-04
8, 9, 2.85330e-01, 1.01747e+01, 2.30383e-01, 2.30383e-01, 7.20000e+01, 1.11111e-01, 4.90644e-02, 2.35319e-04, 2.35319e-04
9, 11, 3.48737e-01, 1.01575e+01, 3.39562e-01, 3.39562e-01, 7.20000e+01, 1.81818e-01, 5.02669e-02, 2.35319e-04, 2.35319e-04
10, 12, 3.80440e-01, 1.01506e+01, 3.94152e-01, 3.94152e-01, 7.20000e+01, 8.33333e-02, 4.94388e-02, 2.35319e-04, 2.35319e-04
11, 13, 4.12144e-01, 1.01467e+01, 4.48742e-01, 4.48742e-01, 7.20000e+01, 7.69231e-02, 4.53955e-02, 2.35319e-04, 2.35319e-04
12, 14, 4.43847e-01, 1.01388e+01, 5.03332e-01, 5.03332e-01, 7.20000e+01, 7.14286e-02, 5.53691e-02, 2.35319e-04, 2.35319e-04
13, 15, 4.75550e-01, 1.01312e+01, 5.03332e-01, 5.03332e-01, 7.20000e+01, 1.33333e-01, 4.69538e-02, 2.35319e-04, 2.35319e-04
14, 16, 5.07254e-01, 1.01279e+01, 6.12512e-01, 6.12512e-01, 7.20000e+01, 2.50000e-01, 5.03673e-02, 2.35319e-04, 2.35319e-04
15, 17, 5.38957e-01, 1.01262e+01, 8.30872e-01, 8.30872e-01, 7.20000e+01, 2.94118e-01, 5.98718e-02, 2.35319e-04, 2.35319e-04
16, 18, 5.70660e-01, 1.01201e+01, 9.40052e-01, 9.40052e-01, 7.20000e+01, 2.77778e-01, 5.55009e-02, 2.35319e-04, 2.35319e-04
17, 20, 6.34067e-01, 1.01130e+01, 1.15841e+00, 1.15841e+00, 7.20000e+01, 3.00000e-01, 6.64084e-02, 2.35319e-04, 2.35319e-04
18, 21, 6.65771e-01, 1.00979e+01, 1.43136e+00, 1.43136e+00, 7.20000e+01, 2.38095e-01, 5.28808e-02, 2.35319e-04, 2.35319e-04
19, 22, 6.97474e-01, 1.00811e+01, 1.64972e+00, 1.64972e+00, 7.20000e+01, 2.27273e-01, 5.48289e-02, 2.35319e-04, 2.35319e-04
20, 23, 7.29177e-01, 1.00696e+01, 1.70431e+00, 1.70431e+00, 7.20000e+01, 2.17391e-01, 7.36851e-02, 2.35319e-04, 2.35319e-04
21, 24, 7.60881e-01, 1.00583e+01, 1.75890e+00, 1.75890e+00, 7.20000e+01, 2.08333e-01, 6.78756e-02, 2.35319e-04, 2.35319e-04
22, 25, 7.92584e-01, 1.00507e+01, 1.70431e+00, 1.70431e+00, 7.20000e+01, 2.80000e-01, 7.35064e-02, 2.35319e-04, 2.35319e-04
23, 26, 8.24287e-01, 1.00404e+01, 1.75890e+00, 1.75890e+00, 7.20000e+01, 3.84615e-01, 7.62957e-02, 2.35319e-04, 2.35319e-04
24, 27, 8.55991e-01, 1.00333e+01, 1.64972e+00, 1.64972e+00, 7.20000e+01, 3.70370e-01, 6.84015e-02, 2.35319e-04, 2.35319e-04
25, 29, 9.19397e-01, 1.00078e+01, 1.92267e+00, 1.92267e+00, 7.20000e+01, 3.79310e-01, 6.85400e-02, 2.35319e-04, 2.35319e-04
26, 29, 9.19397e-01, 1.00087e+01, 2.07442e+00, 2.07442e+00, 7.20000e+01, 3.79310e-01, 6.44431e-02, 2.35319e-04, 2.35319e-04
27, 30, 9.51101e-01, 1.00066e+01, 1.91065e+00, 1.91065e+00, 7.20000e+01, 4.33333e-01, 8.17267e-02, 2.35319e-04, 2.35319e-04
28, 31, 9.82804e-01, 9.98981e+00, 1.91065e+00, 1.91065e+00, 7.20000e+01, 4.51613e-01, 8.75853e-02, 2.35319e-04, 2.35319e-04
29, 31, 9.82804e-01, 9.99953e+00, 1.91065e+00, 1.91065e+00, 7.20000e+01, 4.51613e-01, 8.66643e-02, 2.35319e-04, 2.35319e-04
30, 32, 1.01451e+00, 1.00147e+01, 2.07442e+00, 2.07442e+00, 7.20000e+01, 5.00000e-01, 9.31469e-02, 2.35319e-04, 2.35319e-04
31, 34, 1.07791e+00, 9.99296e+00, 2.40196e+00, 2.40196e+00, 7.20000e+01, 5.00000e-01, 1.03790e-01, 2.35319e-04, 2.35319e-04
32, 35, 1.10962e+00, 9.99484e+00, 2.29278e+00, 2.29278e+00, 7.20000e+01, 4.57143e-01, 1.10346e-01, 2.35319e-04, 2.35319e-04
33, 35, 1.10962e+00, 9.99588e+00, 2.34737e+00, 2.34737e+00, 7.20000e+01, 4.57143e-01, 1.06142e-01, 2.35319e-04, 2.35319e-04
34, 37, 1.17302e+00, 9.99015e+00, 2.72950e+00, 2.72950e+00, 7.20000e+01, 5.13514e-01, 1.09686e-01, 2.35319e-04, 2.35319e-04
35, 36, 1.14132e+00, 9.98430e+00, 2.83868e+00, 2.83868e+00, 7.20000e+01, 5.00000e-01, 1.00869e-01, 2.35319e-04, 2.35319e-04
36, 38, 1.20473e+00, 9.97081e+00, 3.22081e+00, 3.22081e+00, 7.20000e+01, 5.00000e-01, 1.10940e-01, 2.35319e-04, 2.35319e-04
37, 39, 1.23643e+00, 9.97555e+00, 3.49375e+00, 3.49375e+00, 7.20000e+01, 4.87179e-01, 1.04280e-01, 2.35319e-04, 2.35319e-04
38, 40, 1.26813e+00, 9.96200e+00, 3.54834e+00, 3.54834e+00, 7.20000e+01, 5.00000e-01, 1.01076e-01, 2.35319e-04, 2.35319e-04
39, 41, 1.29984e+00, 9.94811e+00, 3.82129e+00, 3.82129e+00, 7.20000e+01, 4.87805e-01, 1.10090e-01, 2.35319e-04, 2.35319e-04
40, 42, 1.33154e+00, 9.93989e+00, 3.82129e+00, 3.82129e+00, 7.20000e+01, 4.76190e-01, 1.09765e-01, 2.35319e-04, 2.35319e-04
41, 44, 1.39495e+00, 9.90923e+00, 4.42178e+00, 4.42178e+00, 7.20000e+01, 5.22727e-01, 1.11254e-01, 2.35319e-04, 2.35319e-04
42, 45, 1.42665e+00, 9.90662e+00, 4.31260e+00, 4.31260e+00, 7.20000e+01, 5.11111e-01, 1.08462e-01, 2.35319e-04, 2.35319e-04
43, 46, 1.45835e+00, 9.89663e+00, 4.36719e+00, 4.36719e+00, 7.20000e+01, 5.21739e-01, 1.24892e-01, 2.35319e-04, 2.35319e-04
44, 47, 1.49006e+00, 9.87268e+00, 4.53096e+00, 4.53096e+00, 7.20000e+01, 5.31915e-01, 1.05576e-01, 2.35319e-04, 2.35319e-04
