controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, 8.00000e+00, 1.00000e+00, 2.62472e-03, 1.56909e+02
1, 8, 4.33807e-02, 1.01017e+01, 4.36719e-01, 4.36719e-01, 8.00000e+00, 8.75000e-01, 2.18058e-02, 1.56909e+02
2, 16, 8.67615e-02, 1.00884e+01, 8.73439e-01, 8.73439e-01, 8.00000e+00, 5.00000e-01, 4.89709e-02, 1.56909e+02
3, 22, 1.19297e-01, 1.00812e+01, 1.20098e+00, 1.20098e+00, 8.00000e+00, 2.72727e-01, 7.78409e-02, 1.56909e+02
4, 30, 1.62678e-01, 1.00718e+01, 1.63770e+00, 1.63770e+00, 8.00000e+00, 2.66667e-01, 1.17592e-01, 1.56909e+02
5, 36, 1.95213e-01, 1.00680e+01, 1.96524e+00, 1.96524e+00, 8.00000e+00, 1.66667e-01, 1.54942e-01, 1.56909e+02
6, 44, 2.38594e-01, 1.00643e+01, 2.51114e+00, 2.51114e+00, 8.00000e+00, 1.81818e-01, 2.18175e-01, 1.56909e+02
7, 51, 2.76552e-01, 1.00628e+01, 2.78409e+00, 2.78409e+00, 8.00000e+00, 1.37255e-01, 2.75681e-01, 1.56909e+02
8, 59, 3.19933e-01, 1.00609e+01, 3.32999e+00, 3.32999e+00, 8.00000e+00, 1.35593e-01, 3.09546e-01, 1.56909e+02
9, 67, 3.63314e-01, 1.00610e+01, 3.98506e+00, 3.98506e+00, 8.00000e+00, 1.19403e-01, 3.37306e-01, 1.56909e+02
10, 76, 4.12117e-01, 1.00527e+01, 4.25801e+00, 4.25801e+00, 8.00000e+00, 1.18421e-01, 3.31363e-01, 1.56909e+02
11, 81, 4.39230e-01, 1.00531e+01, 4.42178e+00, 4.42178e+00, 8.00000e+00, 6.17284e-02, 3.53424e-01, 1.56909e+02
12, 89, 4.82611e-01, 1.00449e+01, 4.69473e+00, 4.69473e+00, 8.00000e+00, 1.01124e-01, 3.69731e-01, 1.56909e+02
13, 96, 5.20569e-01, 1.00354e+01, 5.40440e+00, 5.40440e+00, 8.00000e+00, 1.04167e-01, 3.35582e-01, 1.56909e+02
14, 105, 5.69372e-01, 1.00258e+01, 5.51358e+00, 5.51358e+00, 8.00000e+00, 1.23810e-01, 3.69011e-01, 1.56909e+02
15, 111, 6.01908e-01, 1.00202e+01, 6.00489e+00, 6.00489e+00, 8.00000e+00, 1.44144e-01, 3.84233e-01, 1.56909e+02
16, 120, 6.50711e-01, 1.00099e+01, 6.27784e+00, 6.27784e+00, 8.00000e+00, 1.83333e-01, 4.13764e-01, 1.56909e+02
17, 127, 6.88669e-01, 1.00003e+01, 6.60538e+00, 6.60538e+00, 8.00000e+00, 1.96850e-01, 3.77049e-01, 1.56909e+02
18, 133, 7.21205e-01, 9.99482e+00, 7.47882e+00, 7.47882e+00, 8.00000e+00, 2.03008e-01, 4.09325e-01, 1.56909e+02
19, 141, 7.64585e-01, 9.98777e+00, 7.86095e+00, 7.86095e+00, 8.00000e+00, 2.41135e-01, 4.27930e-01, 1.56909e+02
20, 148, 8.02543e-01, 9.98062e+00, 8.67980e+00, 8.67980e+00, 8.00000e+00, 2.50000e-01, 4.29203e-01, 1.56909e+02
21, 155, 8.40502e-01, 9.96873e+00, 9.38947e+00, 9.38947e+00, 8.00000e+00, 2.70968e-01, 4.19904e-01, 1.56909e+02
22, 164, 8.89305e-01, 9.95237e+00, 9.49865e+00, 9.49865e+00, 8.00000e+00, 2.92683e-01, 4.19104e-01, 1.56909e+02
23, 171, 9.27263e-01, 9.94242e+00, 9.98996e+00, 9.98996e+00, 8.00000e+00, 2.92398e-01, 4.51870e-01, 1.56909e+02
24, 179, 9.70644e-01, 9.93373e+00, 9.93537e+00, 9.93537e+00, 8.00000e+00, 3.24022e-01, 5.06955e-01, 1.56909e+02
25, 186, 1.00860e+00, 9.92484e+00, 1.08634e+01, 1.08634e+01, 8.00000e+00, 3.60215e-01, 4.81188e-01, 1.56909e+02
26, 190, 1.03029e+00, 9.92277e+00, 1.12455e+01, 1.12455e+01, 8.00000e+00, 3.78947e-01, 5.47526e-01, 1.56909e+02
27, 197, 1.06825e+00, 9.91801e+00, 1.16822e+01, 1.16822e+01, 8.00000e+00, 3.95939e-01, 5.46692e-01, 1.56909e+02
28, 206, 1.11705e+00, 9.90560e+00, 1.25011e+01, 1.25011e+01, 8.00000e+00, 4.12621e-01, 5.28316e-01, 1.56909e+02
29, 214, 1.16043e+00, 9.89592e+00, 1.28286e+01, 1.28286e+01, 8.00000e+00, 4.01869e-01, 6.03470e-01, 1.56909e+02
