controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.42675e+02
1, 12, 4.10814e-02, 1.00908e+01, 6.55079e-01, 6.55079e-01, 7.00000e+00, 9.16667e-01, 3.22038e-02, 3.42675e+02
2, 23, 7.87393e-02, 1.00795e+01, 1.14639e+00, 1.14639e+00, 7.00000e+00, 4.78261e-01, 7.05132e-02, 3.42675e+02
3, 35, 1.19821e-01, 1.00691e+01, 1.80147e+00, 1.80147e+00, 7.00000e+00, 3.42857e-01, 1.23044e-01, 3.42675e+02
4, 47, 1.60902e-01, 1.00618e+01, 2.56573e+00, 2.56573e+00, 7.00000e+00, 2.55319e-01, 1.88774e-01, 3.42675e+02
5, 60, 2.05407e-01, 1.00543e+01, 3.27540e+00, 3.27540e+00, 7.00000e+00, 2.16667e-01, 2.49444e-01, 3.42675e+02
6, 72, 2.46488e-01, 1.00494e+01, 3.93047e+00, 3.93047e+00, 7.00000e+00, 1.66667e-01, 3.38360e-01, 3.42675e+02
7, 84, 2.87570e-01, 1.00470e+01, 4.47637e+00, 4.47637e+00, 7.00000e+00, 1.42857e-01, 4.45491e-01, 3.42675e+02
8, 95, 3.25227e-01, 1.00468e+01, 4.96768e+00, 4.96768e+00, 7.00000e+00, 1.15789e-01, 5.01537e-01, 3.42675e+02
9, 106, 3.62885e-01, 1.00483e+01, 6.00489e+00, 6.00489e+00, 7.00000e+00, 1.03774e-01, 5.23568e-01, 3.42675e+02
10, 118, 4.03967e-01, 1.00460e+01, 6.60538e+00, 6.60538e+00, 7.00000e+00, 1.01695e-01, 5.67192e-01, 3.42675e+02
11, 130, 4.45048e-01, 1.00406e+01, 6.87833e+00, 6.87833e+00, 7.00000e+00, 9.23077e-02, 5.45313e-01, 3.42675e+02
12, 141, 4.82706e-01, 1.00355e+01, 7.36964e+00, 7.36964e+00, 7.00000e+00, 7.80142e-02, 5.74098e-01, 3.42675e+02
13, 154, 5.27211e-01, 1.00273e+01, 8.40685e+00, 8.40685e+00, 7.00000e+00, 9.09091e-02, 5.50020e-01, 3.42675e+02
14, 167, 5.71716e-01, 1.00208e+01, 9.38947e+00, 9.38947e+00, 7.00000e+00, 1.25749e-01, 6.03324e-01, 3.42675e+02
15, 179, 6.12797e-01, 1.00125e+01, 9.93537e+00, 9.93537e+00, 7.00000e+00, 1.39665e-01, 6.08804e-01, 3.42675e+02
16, 189, 6.47031e-01, 1.00074e+01, 1.02629e+01, 1.02629e+01, 7.00000e+00, 1.58730e-01, 6.29508e-01, 3.42675e+02
17, 200, 6.84689e-01, 9.99624e+00, 1.07542e+01, 1.07542e+01, 7.00000e+00, 1.70000e-01, 5.70432e-01, 3.42675e+02
18, 212, 7.25771e-01, 9.98509e+00, 1.12455e+01, 1.12455e+01, 7.00000e+00, 2.02830e-01, 5.98774e-01, 3.42675e+02
19, 222, 7.60005e-01, 9.97305e+00, 1.15731e+01, 1.15731e+01, 7.00000e+00, 2.11712e-01, 6.46941e-01, 3.42675e+02
20, 235, 8.04510e-01, 9.96244e+00, 1.23919e+01, 1.23919e+01, 7.00000e+00, 2.51064e-01, 6.12605e-01, 3.42675e+02
