controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 1.26626e-02, 1.01671e+01, 0.00000e+00, 0.00000e+00, -2.80000e+01, 1.00000e+00, 2.62472e-03, 7.61816e+01, 2.72724e-01
1, 5, 6.33132e-02, 1.01332e+01, 8.12834e-02, 8.12834e-02, -2.80000e+01, 8.00000e-01, 1.34483e-02, 7.61816e+01, 2.72724e-01
2, 9, 1.13964e-01, 1.01042e+01, 1.18855e-01, 1.18855e-01, -2.80000e+01, 4.44444e-01, 2.75859e-02, 7.61816e+01, 2.72724e-01
3, 14, 1.77277e-01, 1.00710e+01, 1.76914e-01, 1.76914e-01, -2.80000e+01, 3.57143e-01, 4.64680e-02, 7.61816e+01, 2.72724e-01
4, 17, 2.15265e-01, 1.00632e+01, 2.11750e-01, 2.11750e-01, -2.80000e+01, 1.76471e-01, 7.04499e-02, 7.61816e+01, 2.72724e-01
5, 20, 2.53253e-01, 1.00579e+01, 2.23362e-01, 2.23362e-01, -2.80000e+01, 1.50000e-01, 9.12131e-02, 7.61816e+01, 2.72724e-01
6, 26, 3.29229e-01, 1.00374e+01, 3.18903e-01, 3.18903e-01, -2.80000e+01, 2.30769e-01, 1.27386e-01, 7.61816e+01, 2.72724e-01
7, 31, 3.92542e-01, 1.00327e+01, 4.00187e-01, 4.00187e-01, -2.80000e+01, 1.61290e-01, 1.69896e-01, 7.61816e+01, 2.72724e-01
8, 34, 4.30530e-01, 1.00398e+01, 4.11799e-01, 4.11799e-01, -2.80000e+01, 8.82353e-02, 1.87804e-01, 7.61816e+01, 2.72724e-01
9, 39, 4.93843e-01, 1.00350e+01, 4.93082e-01, 4.93082e-01, -2.80000e+01, 1.28205e-01, 1.91963e-01, 7.61816e+01, 2.72724e-01
10, 42, 5.31831e-01, 1.00392e+01, 5.04694e-01, 5.04694e-01, -2.80000e+01, 7.14286e-02, 1.95415e-01, 7.61816e+01, 2.72724e-01
11, 46, 5.82481e-01, 1.00339e+01, 5.27918e-01, 5.27918e-01, -2.80000e+01, 8.69565e-02, 1.97962e-01, 7.61816e+01, 2.72724e-01
12, 52, 6.58457e-01, 1.00262e+01, 6.90485e-01, 6.90485e-01, -2.80000e+01, 1.15385e-01, 2.12213e-01, 7.61816e+01, 2.72724e-01
13, 57, 7.21770e-01, 1.00193e+01, 7.48544e-01, 7.48544e-01, -2.80000e+01, 8.77193e-02, 2.14213e-01, 7.61816e+01, 2.72724e-01
14, 61, 7.72421e-01, 1.00280e+01, 8.41440e-01, 8.41440e-01, -2.80000e+01, 6.55738e-02, 2.47362e-01, 7.61816e+01, 2.72724e-01
15, 65, 8.23072e-01, 1.00217e+01, 8.41440e-01, 8.41440e-01, -2.80000e+01, 6.15385e-02, 2.26011e-01, 7.61816e+01, 2.72724e-01
16, 69, 8.73722e-01, 1.00258e+01, 8.87887e-01, 8.87887e-01, -2.80000e+01, 5.79710e-02, 2.70702e-01, 7.61816e+01, 2.72724e-01
17, 73, 9.24373e-01, 1.00145e+01, 9.34335e-01, 9.34335e-01, -2.80000e+01, 5.47945e-02, 2.70825e-01, 7.61816e+01, 2.72724e-01
18, 79, 1.00035e+00, 9.98746e+00, 9.80783e-01, 9.80783e-01, -2.80000e+01, 7.59494e-02, 2.48827e-01, 7.61816e+01, 2.72724e-01
19, 83, 1.05100e+00, 9.96294e+00, 8.87887e-01, 8.87887e-01, -2.80000e+01, 4.81928e-02, 2.91421e-01, 7.61816e+01, 2.72724e-01
20, 87, 1.10165e+00, 9.95652e+00, 9.80783e-01, 9.80783e-01, -2.80000e+01, 5.74713e-02, 2.75513e-01, 7.61816e+01, 2.72724e-01
21, 92, 1.16496e+00, 9.94696e+00, 1.09690e+00, 1.09690e+00, -2.80000e+01, 8.69565e-02, 3.01753e-01, 7.61816e+01, 2.72724e-01
22, 96, 1.21561e+00, 9.94341e+00, 1.14335e+00, 1.14335e+00, -2.80000e+01, 1.14583e-01, 2.71630e-01, 7.61816e+01, 2.72724e-01
23, 101, 1.27893e+00, 9.91437e+00, 1.14609e+00, 1.14609e+00, -2.80000e+01, 1.38614e-01, 2.68973e-01, 7.61816e+01, 2.72724e-01
24, 105, 1.32958e+00, 9.90282e+00, 1.22737e+00, 1.22737e+00, -2.80000e+01, 1.33333e-01, 3.07308e-01, 7.61816e+01, 2.72724e-01
25, 108, 1.36757e+00, 9.88268e+00, 1.40155e+00, 1.40155e+00, -2.80000e+01, 1.38889e-01, 2.89370e-01, 7.61816e+01, 2.72724e-01
26, 113, 1.43088e+00, 9.86924e+00, 1.38994e+00, 1.38994e+00, -2.80000e+01, 1.76991e-01, 2.96383e-01, 7.61816e+01, 2.72724e-01
27, 116, 1.46887e+00, 9.85930e+00, 1.43638e+00, 1.43638e+00, -2.80000e+01, 1.63793e-01, 3.19472e-01, 7.61816e+01, 2.72724e-01
28, 119, 1.50685e+00, 9.84474e+00, 1.49444e+00, 1.49444e+00, -2.80000e+01, 1.93277e-01, 3.16716e-01, 7.61816e+01, 2.72724e-01
29, 125, 1.58283e+00, 9.81943e+00, 1.65701e+00, 1.65701e+00, -2.80000e+01, 2.16000e-01, 3.45298e-01, 7.61816e+01, 2.72724e-01
30, 128, 1.62082e+00, 9.82302e+00, 1.78474e+00, 1.78474e+00, -2.80000e+01, 1.95312e-01, 3.33935e-01, 7.61816e+01, 2.72724e-01
31, 133, 1.68413e+00, 9.81524e+00, 1.95892e+00, 1.95892e+00, -2.80000e+01, 2.25564e-01, 3.54554e-01, 7.61816e+01, 2.72724e-01
32, 138, 1.74744e+00, 9.80735e+00, 2.08665e+00, 2.08665e+00, -2.80000e+01, 2.31884e-01, 3.78984e-01, 7.61816e+01, 2.72724e-01
33, 142, 1.79809e+00, 9.79660e+00, 2.07504e+00, 2.07504e+00, -2.80000e+01, 2.46479e-01, 3.79198e-01, 7.61816e+01, 2.72724e-01
34, 147, 1.86141e+00, 9.76810e+00, 2.21438e+00, 2.21438e+00, -2.80000e+01, 2.44898e-01, 3.70641e-01, 7.61816e+01, 2.72724e-01
35, 151, 1.91206e+00, 9.73537e+00, 2.17955e+00, 2.17955e+00, -2.80000e+01, 2.45033e-01, 3.96810e-01, 7.61816e+01, 2.72724e-01
36, 155, 1.96271e+00, 9.73735e+00, 2.26904e+00, 2.26904e+00, -2.80000e+01, 2.45161e-01, 4.01158e-01, 7.61816e+01, 2.72724e-01
37, 160, 2.02602e+00, 9.70671e+00, 2.37354e+00, 2.37354e+00, -2.80000e+01, 2.68750e-01, 4.01497e-01, 7.61816e+01, 2.72724e-01
38, 163, 2.06401e+00, 9.69044e+00, 2.51289e+00, 2.51289e+00, -2.80000e+01, 2.69939e-01, 3.99313e-01, 7.61816e+01, 2.72724e-01
39, 168, 2.12732e+00, 9.67289e+00, 2.59417e+00, 2.59417e+00, -2.80000e+01, 2.97619e-01, 4.25474e-01, 7.61816e+01, 2.72724e-01
40, 172, 2.17797e+00, 9.66529e+00, 2.65223e+00, 2.65223e+00, -2.80000e+01, 3.13953e-01, 4.82349e-01, 7.61816e+01, 2.72724e-01
41, 177, 2.24129e+00, 9.64614e+00, 2.71029e+00, 2.71029e+00, -2.80000e+01, 3.33333e-01, 4.12642e-01, 7.61816e+01, 2.72724e-01
42, 181, 2.29194e+00, 9.62690e+00, 2.81480e+00, 2.81480e+00, -2.80000e+01, 3.42541e-01, 4.69327e-01, 7.61816e+01, 2.72724e-01
43, 185, 2.34259e+00, 9.60612e+00, 2.97736e+00, 2.97736e+00, -2.80000e+01, 3.45946e-01, 4.51446e-01, 7.61816e+01, 2.72724e-01
