controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.19000e+02, 1.00000e+00, 2.62472e-03, 2.12669e-04
1, 10, 3.42345e-02, 1.00932e+01, 5.45899e-01, 5.45899e-01, -6.19000e+02, 9.00000e-01, 2.69544e-02, 2.12669e-04
2, 18, 6.16220e-02, 1.00852e+01, 8.73439e-01, 8.73439e-01, -6.19000e+02, 4.44444e-01, 5.53317e-02, 2.12669e-04
3, 28, 9.58565e-02, 1.00762e+01, 1.41934e+00, 1.41934e+00, -6.19000e+02, 3.57143e-01, 9.80389e-02, 2.12669e-04
4, 37, 1.26668e-01, 1.00703e+01, 1.91065e+00, 1.91065e+00, -6.19000e+02, 2.43243e-01, 1.47366e-01, 2.12669e-04
5, 47, 1.60902e-01, 1.00662e+01, 2.67491e+00, 2.67491e+00, -6.19000e+02, 2.12766e-01, 2.02722e-01, 2.12669e-04
6, 57, 1.95136e-01, 1.00615e+01, 3.22081e+00, 3.22081e+00, -6.19000e+02, 1.75439e-01, 2.68802e-01, 2.12669e-04
7, 66, 2.25947e-01, 1.00598e+01, 3.60293e+00, 3.60293e+00, -6.19000e+02, 1.36364e-01, 3.44323e-01, 2.12669e-04
8, 76, 2.60182e-01, 1.00582e+01, 4.14883e+00, 4.14883e+00, -6.19000e+02, 1.31579e-01, 4.09150e-01, 2.12669e-04
9, 84, 2.87570e-01, 1.00587e+01, 4.47637e+00, 4.47637e+00, -6.19000e+02, 9.52381e-02, 4.18790e-01, 2.12669e-04
10, 92, 3.14957e-01, 1.00575e+01, 4.58555e+00, 4.58555e+00, -6.19000e+02, 8.69565e-02, 4.14332e-01, 2.12669e-04
11, 103, 3.52615e-01, 1.00541e+01, 5.18604e+00, 5.18604e+00, -6.19000e+02, 1.06796e-01, 4.65582e-01, 2.12669e-04
12, 113, 3.86849e-01, 1.00499e+01, 5.84112e+00, 5.84112e+00, -6.19000e+02, 8.84956e-02, 4.69944e-01, 2.12669e-04
13, 121, 4.14237e-01, 1.00459e+01, 6.22325e+00, 6.22325e+00, -6.19000e+02, 9.09091e-02, 4.46556e-01, 2.12669e-04
14, 131, 4.48472e-01, 1.00413e+01, 6.98751e+00, 6.98751e+00, -6.19000e+02, 1.14504e-01, 4.63211e-01, 2.12669e-04
15, 140, 4.79283e-01, 1.00359e+01, 7.75177e+00, 7.75177e+00, -6.19000e+02, 1.07143e-01, 4.71539e-01, 2.12669e-04
16, 151, 5.16940e-01, 1.00327e+01, 8.84357e+00, 8.84357e+00, -6.19000e+02, 1.45695e-01, 5.15813e-01, 2.12669e-04
17, 160, 5.47751e-01, 1.00285e+01, 9.17111e+00, 9.17111e+00, -6.19000e+02, 1.56250e-01, 5.27319e-01, 2.12669e-04
