controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, -3.96000e+02, 1.00000e+00, 2.62472e-03, 2.42472e-04
1, 10, 5.42259e-02, 1.00979e+01, 5.45899e-01, 5.45899e-01, -3.96000e+02, 9.00000e-01, 2.70552e-02, 2.42472e-04
2, 19, 1.03029e-01, 1.00832e+01, 1.03721e+00, 1.03721e+00, -3.96000e+02, 4.73684e-01, 5.89466e-02, 2.42472e-04
3, 28, 1.51833e-01, 1.00709e+01, 1.52852e+00, 1.52852e+00, -3.96000e+02, 3.21429e-01, 9.63342e-02, 2.42472e-04
4, 37, 2.00636e-01, 1.00613e+01, 2.01983e+00, 2.01983e+00, -3.96000e+02, 2.43243e-01, 1.45108e-01, 2.42472e-04
5, 46, 2.49439e-01, 1.00556e+01, 2.62032e+00, 2.62032e+00, -3.96000e+02, 1.95652e-01, 2.00463e-01, 2.42472e-04
6, 56, 3.03665e-01, 1.00489e+01, 3.05704e+00, 3.05704e+00, -3.96000e+02, 1.78571e-01, 2.77074e-01, 2.42472e-04
7, 66, 3.57891e-01, 1.00471e+01, 3.82129e+00, 3.82129e+00, -3.96000e+02, 1.51515e-01, 3.43707e-01, 2.42472e-04
8, 77, 4.17540e-01, 1.00436e+01, 4.42178e+00, 4.42178e+00, -3.96000e+02, 1.42857e-01, 4.04242e-01, 2.42472e-04
9, 85, 4.60920e-01, 1.00456e+01, 4.85850e+00, 4.85850e+00, -3.96000e+02, 9.41176e-02, 4.24159e-01, 2.42472e-04
10, 93, 5.04301e-01, 1.00417e+01, 5.18604e+00, 5.18604e+00, -3.96000e+02, 8.60215e-02, 4.23863e-01, 2.42472e-04
11, 104, 5.63949e-01, 1.00322e+01, 5.56817e+00, 5.56817e+00, -3.96000e+02, 1.05769e-01, 4.24886e-01, 2.42472e-04
12, 115, 6.23598e-01, 1.00208e+01, 5.95030e+00, 5.95030e+00, -3.96000e+02, 9.56522e-02, 4.55049e-01, 2.42472e-04
13, 123, 6.66979e-01, 1.00106e+01, 6.49620e+00, 6.49620e+00, -3.96000e+02, 8.94309e-02, 4.53526e-01, 2.42472e-04
14, 132, 7.15782e-01, 1.00027e+01, 6.93292e+00, 6.93292e+00, -3.96000e+02, 1.28788e-01, 4.73846e-01, 2.42472e-04
15, 141, 7.64585e-01, 9.99462e+00, 6.60538e+00, 6.60538e+00, -3.96000e+02, 1.56028e-01, 5.09919e-01, 2.42472e-04
16, 152, 8.24234e-01, 9.99066e+00, 7.97013e+00, 7.97013e+00, -3.96000e+02, 1.77632e-01, 5.03841e-01, 2.42472e-04
17, 161, 8.73037e-01, 9.98478e+00, 9.06193e+00, 9.06193e+00, -3.96000e+02, 1.80124e-01, 5.10473e-01, 2.42472e-04
