controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
659, 1890, 1.02487e+01, 9.08482e+00, 4.82745e+02, 4.82745e+02, 1.58000e+02, 7.47090e-01, 4.66888e+00, 0.00000e+00
660, 1894, 1.02704e+01, 9.07667e+00, 0.00000e+00, 0.00000e+00, 2.64000e+02, 7.55016e-01, 4.63507e+00, 0.00000e+00
661, 1899, 1.02975e+01, 9.06828e+00, 4.99504e+02, 4.99504e+02, 2.64000e+02, 7.60400e-01, 4.56295e+00, 0.00000e+00
662, 1903, 1.03192e+01, 9.04234e+00, 5.02452e+02, 5.02452e+02, 2.64000e+02, 7.64582e-01, 4.59461e+00, 0.00000e+00
663, 1908, 1.03463e+01, 8.99547e+00, 5.04144e+02, 5.04144e+02, 2.64000e+02, 7.69916e-01, 4.45444e+00, 0.00000e+00
664, 1912, 1.03680e+01, 8.94551e+00, 5.06164e+02, 5.06164e+02, 2.64000e+02, 7.80335e-01, 4.41734e+00, 0.00000e+00
665, 1915, 1.03843e+01, 8.90227e+00, 5.05236e+02, 5.05236e+02, 2.64000e+02, 8.01567e-01, 4.35428e+00, 0.00000e+00
666, 1920, 1.04114e+01, 8.86255e+00, 5.07474e+02, 5.07474e+02, 2.64000e+02, 8.25521e-01, 4.26129e+00, 0.00000e+00
667, 1923, 1.04276e+01, 8.37057e+00, 3.29177e+02, 3.29177e+02, 2.64000e+02, 6.08944e-01, 4.62506e+00, 0.00000e+00
668, 1929, 1.04602e+01, 8.49645e+00, 3.30051e+02, 3.30051e+02, 2.64000e+02, 4.63453e-01, 5.17933e+00, 0.00000e+00
669, 1935, 1.04927e+01, 8.61836e+00, 3.29013e+02, 3.29013e+02, 2.64000e+02, 3.81395e-01, 5.86727e+00, 0.00000e+00
670, 1910, 1.03571e+01, 8.74879e+00, 3.00420e+02, 3.00420e+02, 2.64000e+02, 3.49738e-01, 6.52654e+00, 0.00000e+00
671, 1914, 1.03788e+01, 8.87330e+00, 2.73508e+02, 2.73508e+02, 2.64000e+02, 3.18704e-01, 7.59931e+00, 0.00000e+00
672, 1914, 1.03788e+01, 9.13465e+00, 3.05060e+02, 3.05060e+02, 2.64000e+02, 3.06688e-01, 8.35463e+00, 0.00000e+00
673, 1911, 1.03626e+01, 9.18704e+00, 2.49815e+02, 2.49815e+02, 2.64000e+02, 2.96180e-01, 8.12779e+00, 0.00000e+00
674, 1916, 1.03897e+01, 9.31697e+00, 2.72579e+02, 2.72579e+02, 2.64000e+02, 2.85491e-01, 7.23764e+00, 0.00000e+00
675, 1915, 1.03843e+01, 9.32524e+00, 2.45940e+02, 2.45940e+02, 2.64000e+02, 2.79896e-01, 6.19730e+00, 0.00000e+00
676, 1912, 1.03680e+01, 9.36657e+00, 2.62808e+02, 2.62808e+02, 2.64000e+02, 2.73013e-01, 5.67404e+00, 0.00000e+00
677, 1892, 1.02595e+01, 9.33068e+00, 2.21320e+02, 2.21320e+02, 2.64000e+02, 2.73256e-01, 5.12623e+00, 0.00000e+00
678, 1889, 1.02433e+01, 9.33903e+00, 2.32019e+02, 2.32019e+02, 2.64000e+02, 2.78984e-01, 4.88314e+00, 0.00000e+00
679, 1875, 1.01674e+01, 9.29946e+00, 2.13349e+02, 2.13349e+02, 2.64000e+02, 2.94933e-01, 4.60026e+00, 0.00000e+00
680, 1874, 1.01619e+01, 9.29044e+00, 2.27434e+02, 2.27434e+02, 2.64000e+02, 3.11633e-01, 4.47936e+00, 0.00000e+00
681, 1869, 1.01348e+01, 9.27392e+00, 2.24759e+02, 2.24759e+02, 2.64000e+02, 3.24773e-01, 4.35891e+00, 0.00000e+00
682, 1870, 1.01402e+01, 9.27932e+00, 2.27870e+02, 2.27870e+02, 2.64000e+02, 3.38503e-01, 4.33182e+00, 0.00000e+00
683, 1872, 1.01511e+01, 9.26738e+00, 2.27052e+02, 2.27052e+02, 2.64000e+02, 3.50962e-01, 4.31151e+00, 0.00000e+00
684, 1871, 1.01457e+01, 9.26132e+00, 2.27161e+02, 2.27161e+02, 2.64000e+02, 3.69321e-01, 4.23100e+00, 0.00000e+00
685, 1872, 1.01511e+01, 9.24981e+00, 2.36101e+02, 2.36101e+02, 2.64000e+02, 3.80876e-01, 4.17497e+00, 0.00000e+00
686, 1872, 1.01511e+01, 9.24104e+00, 2.43689e+02, 2.43689e+02, 2.64000e+02, 3.92628e-01, 4.06713e+00, 0.00000e+00
687, 1869, 1.01348e+01, 9.22000e+00, 2.50131e+02, 2.50131e+02, 2.64000e+02, 4.06635e-01, 4.12249e+00, 0.00000e+00
688, 1865, 1.01131e+01, 9.20397e+00, 2.57828e+02, 2.57828e+02, 2.64000e+02, 4.21984e-01, 4.12727e+00, 0.00000e+00
689, 1861, 1.00914e+01, 9.18405e+00, 2.66945e+02, 2.66945e+02, 2.64000e+02, 4.37399e-01, 4.18849e+00, 0.00000e+00
690, 1856, 1.00643e+01, 9.18574e+00, 2.79610e+02, 2.79610e+02, 2.64000e+02, 4.54203e-01, 4.19711e+00, 0.00000e+00
691, 1851, 1.00372e+01, 9.19028e+00, 2.96860e+02, 2.96860e+02, 2.64000e+02, 4.72177e-01, 4.24768e+00, 0.00000e+00
692, 1851, 1.00372e+01, 9.18864e+00, 3.03356e+02, 3.03356e+02, 2.64000e+02, 4.88385e-01, 4.26364e+00, 0.00000e+00
693, 1849, 1.00264e+01, 9.18532e+00, 3.04393e+02, 3.04393e+02, 2.64000e+02, 5.04597e-01, 4.28341e+00, 0.00000e+00
694, 1852, 1.00426e+01, 9.18301e+00, 3.14558e+02, 3.14558e+02, 2.64000e+02, 5.17819e-01, 4.26458e+00, 0.00000e+00
695, 1847, 1.00155e+01, 9.17407e+00, 3.16797e+02, 3.16797e+02, 2.64000e+02, 5.34921e-01, 4.14031e+00, 0.00000e+00
696, 1846, 1.00101e+01, 9.15860e+00, 3.23948e+02, 3.23948e+02, 2.64000e+02, 5.47671e-01, 4.29732e+00, 0.00000e+00
697, 1852, 1.00426e+01, 9.15668e+00, 3.34211e+02, 3.34211e+02, 2.64000e+02, 5.58855e-01, 4.18535e+00, 0.00000e+00
698, 1855, 1.00589e+01, 9.14727e+00, 3.40270e+02, 3.40270e+02, 2.64000e+02, 5.64420e-01, 4.25266e+00, 0.00000e+00
699, 1852, 1.00426e+01, 9.14530e+00, 3.52990e+02, 3.52990e+02, 2.64000e+02, 5.76674e-01, 4.27577e+00, 0.00000e+00
700, 1855, 1.00589e+01, 9.14122e+00, 3.59334e+02, 3.59334e+02, 2.64000e+02, 5.85445e-01, 4.23444e+00, 0.00000e+00
701, 1852, 1.00426e+01, 9.13241e+00, 3.72709e+02, 3.72709e+02, 2.64000e+02, 5.95572e-01, 4.23104e+00, 0.00000e+00
702, 1851, 1.00372e+01, 9.13043e+00, 3.78986e+02, 3.78986e+02, 2.64000e+02, 6.02917e-01, 4.30460e+00, 0.00000e+00
703, 1854, 1.00535e+01, 9.12883e+00, 3.91815e+02, 3.91815e+02, 2.64000e+02, 6.08954e-01, 4.37765e+00, 0.00000e+00
704, 1861, 1.00914e+01, 9.12349e+00, 4.02515e+02, 4.02515e+02, 2.64000e+02, 6.18485e-01, 4.41745e+00, 0.00000e+00
705, 1858, 1.00752e+01, 9.12904e+00, 4.12123e+02, 4.12123e+02, 2.64000e+02, 6.27018e-01, 4.43924e+00, 0.00000e+00
706, 1859, 1.00806e+01, 9.12540e+00, 4.20038e+02, 4.20038e+02, 2.64000e+02, 6.36902e-01, 4.44174e+00, 0.00000e+00
707, 1859, 1.00806e+01, 9.12260e+00, 4.30629e+02, 4.30629e+02, 2.64000e+02, 6.43357e-01, 4.57918e+00, 0.00000e+00
708, 1863, 1.01023e+01, 9.12292e+00, 4.42900e+02, 4.42900e+02, 2.64000e+02, 6.51637e-01, 4.43880e+00, 0.00000e+00
709, 1863, 1.01023e+01, 9.11070e+00, 4.46066e+02, 4.46066e+02, 2.64000e+02, 6.59152e-01, 4.41731e+00, 0.00000e+00
710, 1864, 1.01077e+01, 9.11167e+00, 4.50870e+02, 4.50870e+02, 2.64000e+02, 6.62017e-01, 4.48304e+00, 0.00000e+00
711, 1868, 1.01294e+01, 9.11160e+00, 4.56056e+02, 4.56056e+02, 2.64000e+02, 6.71306e-01, 4.56659e+00, 0.00000e+00
712, 1872, 1.01511e+01, 9.10689e+00, 4.62061e+02, 4.62061e+02, 2.64000e+02, 6.79487e-01, 4.52749e+00, 0.00000e+00
713, 1873, 1.01565e+01, 9.10048e+00, 4.67793e+02, 4.67793e+02, 2.64000e+02, 6.90870e-01, 4.53702e+00, 0.00000e+00
714, 1878, 1.01836e+01, 9.09087e+00, 4.78165e+02, 4.78165e+02, 2.64000e+02, 6.97018e-01, 4.48218e+00, 0.00000e+00
715, 1880, 1.01945e+01, 9.07707e+00, 4.78438e+02, 4.78438e+02, 2.64000e+02, 7.06383e-01, 4.50046e+00, 0.00000e+00
716, 1882, 1.02053e+01, 9.07244e+00, 4.85207e+02, 4.85207e+02, 2.64000e+02, 7.13071e-01, 4.59487e+00, 0.00000e+00
717, 1883, 1.02107e+01, 9.07553e+00, 5.00820e+02, 5.00820e+02, 2.64000e+02, 7.18534e-01, 4.66187e+00, 0.00000e+00
718, 1887, 1.02324e+01, 9.07737e+00, 5.10646e+02, 5.10646e+02, 2.64000e+02, 7.24960e-01, 4.66176e+00, 0.00000e+00
719, 1886, 1.02270e+01, 9.07168e+00, 5.27787e+02, 5.27787e+02, 2.64000e+02, 7.31177e-01, 4.51457e+00, 0.00000e+00
720, 1889, 1.02433e+01, 9.06721e+00, 0.00000e+00, 0.00000e+00, 2.42000e+02, 7.37427e-01, 4.51115e+00, 0.00000e+00
721, 1895, 1.02758e+01, 9.05011e+00, 5.42035e+02, 5.42035e+02, 2.42000e+02, 7.43008e-01, 4.57955e+00, 0.00000e+00
722, 1900, 1.03029e+01, 9.02801e+00, 5.46403e+02, 5.46403e+02, 2.42000e+02, 7.47895e-01, 4.50071e+00, 0.00000e+00
723, 1901, 1.03083e+01, 8.98198e+00, 5.48804e+02, 5.48804e+02, 2.42000e+02, 7.59074e-01, 4.38401e+00, 0.00000e+00
724, 1907, 1.03409e+01, 8.93759e+00, 5.53499e+02, 5.53499e+02, 2.42000e+02, 7.71893e-01, 4.41157e+00, 0.00000e+00
725, 1908, 1.03463e+01, 8.88809e+00, 5.56174e+02, 5.56174e+02, 2.42000e+02, 7.95073e-01, 4.33278e+00, 0.00000e+00
726, 1912, 1.03680e+01, 8.84055e+00, 5.58085e+02, 5.58085e+02, 2.42000e+02, 8.13285e-01, 4.22779e+00, 0.00000e+00
727, 1919, 1.04060e+01, 8.38496e+00, 3.99107e+02, 3.99107e+02, 2.42000e+02, 5.98228e-01, 4.65780e+00, 0.00000e+00
728, 1925, 1.04385e+01, 8.49715e+00, 3.98397e+02, 3.98397e+02, 2.42000e+02, 4.69610e-01, 5.16564e+00, 0.00000e+00
729, 1927, 1.04493e+01, 8.63951e+00, 3.93157e+02, 3.93157e+02, 2.42000e+02, 3.94914e-01, 5.84930e+00, 0.00000e+00
730, 1907, 1.03409e+01, 8.77641e+00, 3.58110e+02, 3.58110e+02, 2.42000e+02, 3.63398e-01, 6.56715e+00, 0.00000e+00
731, 1906, 1.03355e+01, 8.91471e+00, 3.39222e+02, 3.39222e+02, 2.42000e+02, 3.40504e-01, 7.56781e+00, 0.00000e+00
732, 1903, 1.03192e+01, 9.17989e+00, 3.58710e+02, 3.58710e+02, 2.42000e+02, 3.30005e-01, 8.31167e+00, 0.00000e+00
733, 1897, 1.02867e+01, 9.23152e+00, 3.06632e+02, 3.06632e+02, 2.42000e+02, 3.22615e-01, 8.21419e+00, 0.00000e+00
734, 1901, 1.03083e+01, 9.35747e+00, 3.26951e+02, 3.26951e+02, 2.42000e+02, 3.10889e-01, 7.17281e+00, 0.00000e+00
735, 1902, 1.03138e+01, 9.36282e+00, 3.00093e+02, 3.00093e+02, 2.42000e+02, 3.00210e-01, 6.20896e+00, 0.00000e+00
736, 1903, 1.03192e+01, 9.40261e+00, 3.14177e+02, 3.14177e+02, 2.42000e+02, 2.93221e-01, 5.53118e+00, 0.00000e+00
737, 1882, 1.02053e+01, 9.37015e+00, 2.80986e+02, 2.80986e+02, 2.42000e+02, 2.86929e-01, 4.92602e+00, 0.00000e+00
738, 1874, 1.01619e+01, 9.36921e+00, 2.81150e+02, 2.81150e+02, 2.42000e+02, 2.86553e-01, 4.76767e+00, 0.00000e+00
739, 1872, 1.01511e+01, 9.33527e+00, 2.61279e+02, 2.61279e+02, 2.42000e+02, 3.02350e-01, 4.51764e+00, 0.00000e+00
740, 1873, 1.01565e+01, 9.32630e+00, 2.63791e+02, 2.63791e+02, 2.42000e+02, 3.13401e-01, 4.45976e+00, 0.00000e+00
741, 1880, 1.01945e+01, 9.31554e+00, 2.56585e+02, 2.56585e+02, 2.42000e+02, 3.26064e-01, 4.50035e+00, 0.00000e+00
742, 1881, 1.01999e+01, 9.31201e+00, 2.55602e+02, 2.55602e+02, 2.42000e+02, 3.34928e-01, 4.45962e+00, 0.00000e+00
743, 1885, 1.02216e+01, 9.31546e+00, 2.61607e+02, 2.61607e+02, 2.42000e+02, 3.45889e-01, 4.53525e+00, 0.00000e+00
744, 1882, 1.02053e+01, 9.30004e+00, 2.54346e+02, 2.54346e+02, 2.42000e+02, 3.58130e-01, 4.28779e+00, 0.00000e+00
745, 1879, 1.01890e+01, 9.30306e+00, 2.56585e+02, 2.56585e+02, 2.42000e+02, 3.66684e-01, 4.40020e+00, 0.00000e+00
746, 1877, 1.01782e+01, 9.27970e+00, 2.54183e+02, 2.54183e+02, 2.42000e+02, 3.83058e-01, 4.21155e+00, 0.00000e+00
747, 1871, 1.01457e+01, 9.26981e+00, 2.57076e+02, 2.57076e+02, 2.42000e+02, 3.91769e-01, 4.16231e+00, 0.00000e+00
748, 1867, 1.01240e+01, 9.26258e+00, 2.61104e+02, 2.61104e+02, 2.42000e+02, 4.00643e-01, 4.26766e+00, 0.00000e+00
749, 1867, 1.01240e+01, 9.24538e+00, 2.67818e+02, 2.67818e+02, 2.42000e+02, 4.19925e-01, 4.15003e+00, 0.00000e+00
750, 1867, 1.01240e+01, 9.24283e+00, 2.72895e+02, 2.72895e+02, 2.42000e+02, 4.30102e-01, 4.31705e+00, 0.00000e+00
751, 1866, 1.01186e+01, 9.23692e+00, 2.72731e+02, 2.72731e+02, 2.42000e+02, 4.43194e-01, 4.26486e+00, 0.00000e+00
752, 1869, 1.01348e+01, 9.24659e+00, 2.82394e+02, 2.82394e+02, 2.42000e+02, 4.52648e-01, 4.29929e+00, 0.00000e+00
753, 1861, 1.00914e+01, 9.23419e+00, 2.86270e+02, 2.86270e+02, 2.42000e+02, 4.62654e-01, 4.28068e+00, 0.00000e+00
754, 1860, 1.00860e+01, 9.22797e+00, 2.93803e+02, 2.93803e+02, 2.42000e+02, 4.70430e-01, 4.17205e+00, 0.00000e+00
755, 1858, 1.00752e+01, 9.22139e+00, 3.14110e+02, 3.14110e+02, 2.42000e+02, 4.83854e-01, 4.15758e+00, 0.00000e+00
756, 1861, 1.00914e+01, 9.20952e+00, 3.26775e+02, 3.26775e+02, 2.42000e+02, 4.98119e-01, 4.22970e+00, 0.00000e+00
757, 1866, 1.01186e+01, 9.20401e+00, 3.34800e+02, 3.34800e+02, 2.42000e+02, 5.05895e-01, 4.27913e+00, 0.00000e+00
758, 1861, 1.00914e+01, 9.19909e+00, 3.39276e+02, 3.39276e+02, 2.42000e+02, 5.19076e-01, 4.30532e+00, 0.00000e+00
759, 1861, 1.00914e+01, 9.18436e+00, 3.50686e+02, 3.50686e+02, 2.42000e+02, 5.28748e-01, 4.20941e+00, 0.00000e+00
760, 1862, 1.00969e+01, 9.18194e+00, 3.58983e+02, 3.58983e+02, 2.42000e+02, 5.41890e-01, 4.33259e+00, 0.00000e+00
761, 1864, 1.01077e+01, 9.17482e+00, 3.64224e+02, 3.64224e+02, 2.42000e+02, 5.53648e-01, 4.18892e+00, 0.00000e+00
762, 1863, 1.01023e+01, 9.17452e+00, 3.70120e+02, 3.70120e+02, 2.42000e+02, 5.63607e-01, 4.20847e+00, 0.00000e+00
763, 1868, 1.01294e+01, 9.17017e+00, 3.79072e+02, 3.79072e+02, 2.42000e+02, 5.74946e-01, 4.29656e+00, 0.00000e+00
764, 1865, 1.01131e+01, 9.16247e+00, 3.84968e+02, 3.84968e+02, 2.42000e+02, 5.84450e-01, 4.32264e+00, 0.00000e+00
765, 1866, 1.01186e+01, 9.14516e+00, 3.89117e+02, 3.89117e+02, 2.42000e+02, 5.94855e-01, 4.24384e+00, 0.00000e+00
766, 1868, 1.01294e+01, 9.13793e+00, 4.00417e+02, 4.00417e+02, 2.42000e+02, 6.02784e-01, 4.26916e+00, 0.00000e+00
767, 1873, 1.01565e+01, 9.13490e+00, 4.06204e+02, 4.06204e+02, 2.42000e+02, 6.12920e-01, 4.27789e+00, 0.00000e+00
768, 1871, 1.01457e+01, 9.12747e+00, 4.17777e+02, 4.17777e+02, 2.42000e+02, 6.22127e-01, 4.28236e+00, 0.00000e+00
769, 1871, 1.01457e+01, 9.12045e+00, 4.30933e+02, 4.30933e+02, 2.42000e+02, 6.36024e-01, 4.41558e+00, 0.00000e+00
770, 1873, 1.01565e+01, 9.12613e+00, 4.36173e+02, 4.36173e+02, 2.42000e+02, 6.45489e-01, 4.52135e+00, 0.00000e+00
771, 1874, 1.01619e+01, 9.13493e+00, 4.43270e+02, 4.43270e+02, 2.42000e+02, 6.55816e-01, 4.53533e+00, 0.00000e+00
772, 1878, 1.01836e+01, 9.13307e+00, 4.50858e+02, 4.50858e+02, 2.42000e+02, 6.63472e-01, 4.62878e+00, 0.00000e+00
773, 1877, 1.01782e+01, 9.13566e+00, 4.61776e+02, 4.61776e+02, 2.42000e+02, 6.71284e-01, 4.55979e+00, 0.00000e+00
774, 1878, 1.01836e+01, 9.12876e+00, 4.67672e+02, 4.67672e+02, 2.42000e+02, 6.76251e-01, 4.54547e+00, 0.00000e+00
775, 1880, 1.01945e+01, 9.12915e+00, 4.80446e+02, 4.80446e+02, 2.42000e+02, 6.82979e-01, 4.55161e+00, 0.00000e+00
776, 1880, 1.01945e+01, 9.11973e+00, 4.80828e+02, 4.80828e+02, 2.42000e+02, 6.88830e-01, 4.48513e+00, 0.00000e+00
777, 1878, 1.01836e+01, 9.11551e+00, 4.81156e+02, 4.81156e+02, 2.42000e+02, 7.00745e-01, 4.53647e+00, 0.00000e+00
778, 1876, 1.01728e+01, 9.11176e+00, 4.80773e+02, 4.80773e+02, 2.42000e+02, 7.12687e-01, 4.42368e+00, 0.00000e+00
779, 1879, 1.01890e+01, 9.10639e+00, 4.87706e+02, 4.87706e+02, 2.42000e+02, 7.21128e-01, 4.54646e+00, 0.00000e+00
780, 1884, 1.02162e+01, 9.09979e+00, 0.00000e+00, 0.00000e+00, 2.08000e+02, 7.26115e-01, 4.43897e+00, 0.00000e+00
781, 1884, 1.02162e+01, 9.08814e+00, 5.00655e+02, 5.00655e+02, 2.08000e+02, 7.32484e-01, 4.53789e+00, 0.00000e+00
782, 1889, 1.02433e+01, 9.05524e+00, 5.01038e+02, 5.01038e+02, 2.08000e+02, 7.41662e-01, 4.37033e+00, 0.00000e+00
783, 1889, 1.02433e+01, 9.00777e+00, 5.00164e+02, 5.00164e+02, 2.08000e+02, 7.48544e-01, 4.33071e+00, 0.00000e+00
784, 1892, 1.02595e+01, 8.96331e+00, 5.04640e+02, 5.04640e+02, 2.08000e+02, 7.62685e-01, 4.34630e+00, 0.00000e+00
785, 1897, 1.02867e+01, 8.91997e+00, 5.04586e+02, 5.04586e+02, 2.08000e+02, 7.79125e-01, 4.21656e+00, 0.00000e+00
786, 1900, 1.03029e+01, 8.87729e+00, 5.08298e+02, 5.08298e+02, 2.08000e+02, 7.96842e-01, 4.18861e+00, 0.00000e+00
787, 1901, 1.03083e+01, 8.44855e+00, 3.60414e+02, 3.60414e+02, 2.08000e+02, 6.07049e-01, 4.50662e+00, 0.00000e+00
788, 1907, 1.03409e+01, 8.54634e+00, 3.58176e+02, 3.58176e+02, 2.08000e+02, 4.89250e-01, 5.01057e+00, 0.00000e+00
789, 1910, 1.03571e+01, 8.66033e+00, 3.52608e+02, 3.52608e+02, 2.08000e+02, 4.22513e-01, 5.67668e+00, 0.00000e+00
790, 1896, 1.02812e+01, 8.77834e+00, 3.23675e+02, 3.23675e+02, 2.08000e+02, 3.89768e-01, 6.31345e+00, 0.00000e+00
791, 1896, 1.02812e+01, 8.89411e+00, 3.11065e+02, 3.11065e+02, 2.08000e+02, 3.72363e-01, 7.10546e+00, 0.00000e+00
792, 1897, 1.02867e+01, 9.13304e+00, 3.33392e+02, 3.33392e+02, 2.08000e+02, 3.60042e-01, 7.82016e+00, 0.00000e+00
793, 1894, 1.02704e+01, 9.18348e+00, 2.93105e+02, 2.93105e+02, 2.08000e+02, 3.48997e-01, 7.74965e+00, 0.00000e+00
794, 1898, 1.02921e+01, 9.29345e+00, 3.14875e+02, 3.14875e+02, 2.08000e+02, 3.36670e-01, 6.82790e+00, 0.00000e+00
795, 1898, 1.02921e+01, 9.28683e+00, 2.90102e+02, 2.90102e+02, 2.08000e+02, 3.27713e-01, 5.90759e+00, 0.00000e+00
796, 1894, 1.02704e+01, 9.31544e+00, 3.04568e+02, 3.04568e+02, 2.08000e+02, 3.19958e-01, 5.44459e+00, 0.00000e+00
797, 1881, 1.01999e+01, 9.28095e+00, 2.61279e+02, 2.61279e+02, 2.08000e+02, 3.16321e-01, 5.03680e+00, 0.00000e+00
798, 1876, 1.01728e+01, 9.28290e+00, 2.67333e+02, 2.67333e+02, 2.08000e+02, 3.16631e-01, 4.81147e+00, 0.00000e+00
799, 1872, 1.01511e+01, 9.26071e+00, 2.55432e+02, 2.55432e+02, 2.08000e+02, 3.24786e-01, 4.64947e+00, 0.00000e+00
800, 1869, 1.01348e+01, 9.25376e+00, 2.57889e+02, 2.57889e+02, 2.08000e+02, 3.42429e-01, 4.59387e+00, 0.00000e+00
801, 1866, 1.01186e+01, 9.24991e+00, 2.57015e+02, 2.57015e+02, 2.08000e+02, 3.55841e-01, 4.56205e+00, 0.00000e+00
802, 1864, 1.01077e+01, 9.24602e+00, 2.53631e+02, 2.53631e+02, 2.08000e+02, 3.65880e-01, 4.47734e+00, 0.00000e+00
803, 1860, 1.00860e+01, 9.23953e+00, 2.58544e+02, 2.58544e+02, 2.08000e+02, 3.80108e-01, 4.54860e+00, 0.00000e+00
804, 1851, 1.00372e+01, 9.24301e+00, 2.54341e+02, 2.54341e+02, 2.08000e+02, 3.88979e-01, 4.48412e+00, 0.00000e+00
805, 1851, 1.00372e+01, 9.24005e+00, 2.62469e+02, 2.62469e+02, 2.08000e+02, 3.98703e-01, 4.43757e+00, 0.00000e+00
806, 1851, 1.00372e+01, 9.23498e+00, 2.65799e+02, 2.65799e+02, 2.08000e+02, 4.12750e-01, 4.32192e+00, 0.00000e+00
807, 1849, 1.00264e+01, 9.21194e+00, 2.69735e+02, 2.69735e+02, 2.08000e+02, 4.20768e-01, 4.29970e+00, 0.00000e+00
808, 1847, 1.00155e+01, 9.20609e+00, 2.74048e+02, 2.74048e+02, 2.08000e+02, 4.35300e-01, 4.19452e+00, 0.00000e+00
809, 1849, 1.00264e+01, 9.19372e+00, 2.77482e+02, 2.77482e+02, 2.08000e+02, 4.49973e-01, 4.17915e+00, 0.00000e+00
810, 1839, 9.97215e+00, 9.19758e+00, 2.91184e+02, 2.91184e+02, 2.08000e+02, 4.62751e-01, 4.32119e+00, 0.00000e+00
811, 1838, 9.96672e+00, 9.19607e+00, 2.93968e+02, 2.93968e+02, 2.08000e+02, 4.75517e-01, 4.25506e+00, 0.00000e+00
812, 1834, 9.94503e+00, 9.19551e+00, 3.09417e+02, 3.09417e+02, 2.08000e+02, 4.88550e-01, 4.18108e+00, 0.00000e+00
813, 1837, 9.96130e+00, 9.18496e+00, 3.17441e+02, 3.17441e+02, 2.08000e+02, 4.99183e-01, 4.19379e+00, 0.00000e+00
814, 1835, 9.95045e+00, 9.18765e+00, 3.25848e+02, 3.25848e+02, 2.08000e+02, 5.07357e-01, 4.11665e+00, 0.00000e+00
815, 1836, 9.95588e+00, 9.17186e+00, 3.29724e+02, 3.29724e+02, 2.08000e+02, 5.23965e-01, 4.26955e+00, 0.00000e+00
816, 1836, 9.95588e+00, 9.16343e+00, 3.33600e+02, 3.33600e+02, 2.08000e+02, 5.33769e-01, 4.23427e+00, 0.00000e+00
817, 1839, 9.97215e+00, 9.14994e+00, 3.37967e+02, 3.37967e+02, 2.08000e+02, 5.40511e-01, 4.25313e+00, 0.00000e+00
818, 1841, 9.98299e+00, 9.14166e+00, 3.40533e+02, 3.40533e+02, 2.08000e+02, 5.51874e-01, 4.32100e+00, 0.00000e+00
819, 1844, 9.99926e+00, 9.13364e+00, 3.54836e+02, 3.54836e+02, 2.08000e+02, 5.58568e-01, 4.22365e+00, 0.00000e+00
820, 1849, 1.00264e+01, 9.12790e+00, 3.69739e+02, 3.69739e+02, 2.08000e+02, 5.73283e-01, 4.21785e+00, 0.00000e+00
821, 1848, 1.00209e+01, 9.12047e+00, 3.77381e+02, 3.77381e+02, 2.08000e+02, 5.81169e-01, 4.23931e+00, 0.00000e+00
822, 1850, 1.00318e+01, 9.10750e+00, 3.91694e+02, 3.91694e+02, 2.08000e+02, 5.91892e-01, 4.32323e+00, 0.00000e+00
823, 1853, 1.00481e+01, 9.10874e+00, 4.05942e+02, 4.05942e+02, 2.08000e+02, 5.99568e-01, 4.41560e+00, 0.00000e+00
824, 1851, 1.00372e+01, 9.10723e+00, 4.24994e+02, 4.24994e+02, 2.08000e+02, 6.15343e-01, 4.40335e+00, 0.00000e+00
825, 1853, 1.00481e+01, 9.10351e+00, 4.34438e+02, 4.34438e+02, 2.08000e+02, 6.17377e-01, 4.33517e+00, 0.00000e+00
826, 1857, 1.00698e+01, 9.10030e+00, 4.39351e+02, 4.39351e+02, 2.08000e+02, 6.27356e-01, 4.54696e+00, 0.00000e+00
827, 1856, 1.00643e+01, 9.10003e+00, 4.47877e+02, 4.47877e+02, 2.08000e+02, 6.34698e-01, 4.49816e+00, 0.00000e+00
828, 1857, 1.00698e+01, 9.09954e+00, 4.54537e+02, 4.54537e+02, 2.08000e+02, 6.44050e-01, 4.41118e+00, 0.00000e+00
829, 1857, 1.00698e+01, 9.08609e+00, 4.58075e+02, 4.58075e+02, 2.08000e+02, 6.51050e-01, 4.41653e+00, 0.00000e+00
830, 1860, 1.00860e+01, 9.08904e+00, 4.70522e+02, 4.70522e+02, 2.08000e+02, 6.60215e-01, 4.43690e+00, 0.00000e+00
831, 1864, 1.01077e+01, 9.08760e+00, 4.75107e+02, 4.75107e+02, 2.08000e+02, 6.66845e-01, 4.51878e+00, 0.00000e+00
832, 1866, 1.01186e+01, 9.08177e+00, 4.78874e+02, 4.78874e+02, 2.08000e+02, 6.73633e-01, 4.53748e+00, 0.00000e+00
833, 1869, 1.01348e+01, 9.07493e+00, 4.87271e+02, 4.87271e+02, 2.08000e+02, 6.80578e-01, 4.42488e+00, 0.00000e+00
834, 1872, 1.01511e+01, 9.06479e+00, 4.91420e+02, 4.91420e+02, 2.08000e+02, 6.86432e-01, 4.53336e+00, 0.00000e+00
835, 1869, 1.01348e+01, 9.06569e+00, 4.95514e+02, 4.95514e+02, 2.08000e+02, 6.95559e-01, 4.63318e+00, 0.00000e+00
836, 1873, 1.01565e+01, 9.06930e+00, 5.07032e+02, 5.07032e+02, 2.08000e+02, 7.05286e-01, 4.62633e+00, 0.00000e+00
