controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
1593, 1873, 1.01565e+01, 9.11930e+00, 2.66146e+02, 2.66146e+02, 1.58000e+02, 5.28030e-01, 4.58968e+00, 0.00000e+00
1594, 1873, 1.01565e+01, 9.12274e+00, 2.67560e+02, 2.67560e+02, 1.58000e+02, 5.32301e-01, 4.60129e+00, 0.00000e+00
1595, 1871, 1.01457e+01, 9.11954e+00, 2.71196e+02, 2.71196e+02, 1.58000e+02, 5.39818e-01, 4.49378e+00, 0.00000e+00
1596, 1867, 1.01240e+01, 9.12364e+00, 2.76006e+02, 2.76006e+02, 1.58000e+02, 5.43653e-01, 4.53967e+00, 0.00000e+00
1597, 1866, 1.01186e+01, 9.11274e+00, 2.80046e+02, 2.80046e+02, 1.58000e+02, 5.55734e-01, 4.43924e+00, 0.00000e+00
1598, 1866, 1.01186e+01, 9.11328e+00, 2.84680e+02, 2.84680e+02, 1.58000e+02, 5.60557e-01, 4.44865e+00, 0.00000e+00
1599, 1864, 1.01077e+01, 9.09716e+00, 2.83770e+02, 2.83770e+02, 1.58000e+02, 5.67597e-01, 4.53038e+00, 0.00000e+00
1600, 1865, 1.01131e+01, 9.10249e+00, 2.86336e+02, 2.86336e+02, 1.58000e+02, 5.74799e-01, 4.57202e+00, 0.00000e+00
1601, 1863, 1.01023e+01, 9.09066e+00, 2.90103e+02, 2.90103e+02, 1.58000e+02, 5.82394e-01, 4.36180e+00, 0.00000e+00
1602, 1863, 1.01023e+01, 9.09628e+00, 2.90758e+02, 2.90758e+02, 1.58000e+02, 5.90982e-01, 4.44682e+00, 0.00000e+00
1603, 1859, 1.00806e+01, 9.08692e+00, 2.88941e+02, 2.88941e+02, 1.58000e+02, 5.99785e-01, 4.36822e+00, 0.00000e+00
1604, 1867, 1.01240e+01, 9.09408e+00, 3.01606e+02, 3.01606e+02, 1.58000e+02, 6.04713e-01, 4.51563e+00, 0.00000e+00
1605, 1871, 1.01457e+01, 9.08743e+00, 3.01606e+02, 3.01606e+02, 1.58000e+02, 6.06093e-01, 4.48480e+00, 0.00000e+00
1606, 1873, 1.01565e+01, 9.08233e+00, 3.00132e+02, 3.00132e+02, 1.58000e+02, 6.12387e-01, 4.53982e+00, 0.00000e+00
1607, 1874, 1.01619e+01, 9.07835e+00, 3.03625e+02, 3.03625e+02, 1.58000e+02, 6.19530e-01, 4.66553e+00, 0.00000e+00
1608, 1879, 1.01890e+01, 9.06811e+00, 3.03571e+02, 3.03571e+02, 1.58000e+02, 6.18946e-01, 4.57294e+00, 0.00000e+00
1609, 1883, 1.02107e+01, 9.06207e+00, 3.02916e+02, 3.02916e+02, 1.58000e+02, 6.27191e-01, 4.51314e+00, 0.00000e+00
1610, 1888, 1.02379e+01, 9.05458e+00, 3.13221e+02, 3.13221e+02, 1.58000e+02, 6.31886e-01, 4.64303e+00, 0.00000e+00
1611, 1886, 1.02270e+01, 9.05813e+00, 3.12348e+02, 3.12348e+02, 1.58000e+02, 6.36267e-01, 4.63925e+00, 0.00000e+00
1612, 1891, 1.02541e+01, 9.06205e+00, 3.17807e+02, 3.17807e+02, 1.58000e+02, 6.41988e-01, 4.71841e+00, 0.00000e+00
1613, 1896, 1.02812e+01, 9.06108e+00, 3.19881e+02, 3.19881e+02, 1.58000e+02, 6.46097e-01, 4.64300e+00, 0.00000e+00
1614, 1899, 1.02975e+01, 9.06321e+00, 3.31127e+02, 3.31127e+02, 1.58000e+02, 6.49816e-01, 4.64685e+00, 0.00000e+00
1615, 1898, 1.02921e+01, 9.05930e+00, 3.44501e+02, 3.44501e+02, 1.58000e+02, 6.65437e-01, 4.64540e+00, 0.00000e+00
1616, 1903, 1.03192e+01, 9.05744e+00, 3.47231e+02, 3.47231e+02, 1.58000e+02, 6.67893e-01, 4.65187e+00, 0.00000e+00
1617, 1905, 1.03300e+01, 9.05473e+00, 3.55201e+02, 3.55201e+02, 1.58000e+02, 6.75591e-01, 4.66194e+00, 0.00000e+00
1618, 1906, 1.03355e+01, 9.04649e+00, 3.63499e+02, 3.63499e+02, 1.58000e+02, 6.82057e-01, 4.61141e+00, 0.00000e+00
1619, 1908, 1.03463e+01, 9.03714e+00, 3.72194e+02, 3.72194e+02, 1.58000e+02, 6.86583e-01, 4.65667e+00, 0.00000e+00
1620, 1912, 1.03680e+01, 9.02788e+00, 0.00000e+00, 0.00000e+00, 2.18000e+02, 6.93515e-01, 4.66195e+00, 0.00000e+00
1621, 1909, 1.03517e+01, 9.01495e+00, 3.76725e+02, 3.76725e+02, 2.18000e+02, 7.00367e-01, 4.51119e+00, 0.00000e+00
1622, 1910, 1.03571e+01, 8.98445e+00, 3.75906e+02, 3.75906e+02, 2.18000e+02, 7.10471e-01, 4.35868e+00, 0.00000e+00
1623, 1912, 1.03680e+01, 8.93496e+00, 3.79618e+02, 3.79618e+02, 2.18000e+02, 7.23326e-01, 4.36228e+00, 0.00000e+00
1624, 1920, 1.04114e+01, 8.88545e+00, 3.80765e+02, 3.80765e+02, 2.18000e+02, 7.38542e-01, 4.28211e+00, 0.00000e+00
1625, 1922, 1.04222e+01, 8.83359e+00, 3.81474e+02, 3.81474e+02, 2.18000e+02, 7.65349e-01, 4.20429e+00, 0.00000e+00
1626, 1928, 1.04548e+01, 8.78826e+00, 3.82457e+02, 3.82457e+02, 2.18000e+02, 7.90456e-01, 4.06395e+00, 0.00000e+00
1627, 1931, 1.04710e+01, 8.32790e+00, 2.55754e+02, 2.55754e+02, 2.18000e+02, 5.86743e-01, 4.38947e+00, 0.00000e+00
1628, 1938, 1.05090e+01, 8.43506e+00, 2.55754e+02, 2.55754e+02, 2.18000e+02, 4.55108e-01, 4.95493e+00, 0.00000e+00
1629, 1941, 1.05252e+01, 8.55236e+00, 2.48111e+02, 2.48111e+02, 2.18000e+02, 3.95157e-01, 5.60452e+00, 0.00000e+00
1630, 1926, 1.04439e+01, 8.70649e+00, 2.34191e+02, 2.34191e+02, 2.18000e+02, 3.86812e-01, 6.43888e+00, 0.00000e+00
1631, 1929, 1.04602e+01, 8.84970e+00, 2.20325e+02, 2.20325e+02, 2.18000e+02, 3.77916e-01, 7.27760e+00, 0.00000e+00
1632, 1928, 1.04548e+01, 9.10319e+00, 2.56955e+02, 2.56955e+02, 2.18000e+02, 3.74481e-01, 7.97268e+00, 0.00000e+00
1633, 1920, 1.04114e+01, 9.17381e+00, 2.23176e+02, 2.23176e+02, 2.18000e+02, 3.75521e-01, 7.70825e+00, 0.00000e+00
1634, 1925, 1.04385e+01, 9.28620e+00, 2.52490e+02, 2.52490e+02, 2.18000e+02, 3.76104e-01, 6.67026e+00, 0.00000e+00
1635, 1922, 1.04222e+01, 9.28622e+00, 2.36932e+02, 2.36932e+02, 2.18000e+02, 3.76171e-01, 5.61174e+00, 0.00000e+00
1636, 1921, 1.04168e+01, 9.30334e+00, 2.44641e+02, 2.44641e+02, 2.18000e+02, 3.80010e-01, 5.07720e+00, 0.00000e+00
1637, 1901, 1.03083e+01, 9.26374e+00, 2.12979e+02, 2.12979e+02, 2.18000e+02, 3.88217e-01, 4.73616e+00, 0.00000e+00
1638, 1898, 1.02921e+01, 9.25357e+00, 2.30047e+02, 2.30047e+02, 2.18000e+02, 3.94099e-01, 4.41976e+00, 0.00000e+00
1639, 1886, 1.02270e+01, 9.21726e+00, 2.17601e+02, 2.17601e+02, 2.18000e+02, 4.10923e-01, 4.41027e+00, 0.00000e+00
1640, 1883, 1.02107e+01, 9.20901e+00, 2.25789e+02, 2.25789e+02, 2.18000e+02, 4.24854e-01, 4.36109e+00, 0.00000e+00
1641, 1881, 1.01999e+01, 9.20620e+00, 2.24152e+02, 2.24152e+02, 2.18000e+02, 4.38065e-01, 4.51222e+00, 0.00000e+00
1642, 1884, 1.02162e+01, 9.20616e+00, 2.31576e+02, 2.31576e+02, 2.18000e+02, 4.56476e-01, 4.49980e+00, 0.00000e+00
1643, 1879, 1.01890e+01, 9.21090e+00, 2.34142e+02, 2.34142e+02, 2.18000e+02, 4.64609e-01, 4.35103e+00, 0.00000e+00
1644, 1880, 1.01945e+01, 9.21521e+00, 2.46807e+02, 2.46807e+02, 2.18000e+02, 4.75532e-01, 4.34556e+00, 0.00000e+00
1645, 1878, 1.01836e+01, 9.20468e+00, 2.42427e+02, 2.42427e+02, 2.18000e+02, 4.84026e-01, 4.28995e+00, 0.00000e+00
1646, 1873, 1.01565e+01, 9.18953e+00, 2.42045e+02, 2.42045e+02, 2.18000e+02, 4.92792e-01, 4.20631e+00, 0.00000e+00
1647, 1877, 1.01782e+01, 9.17482e+00, 2.43246e+02, 2.43246e+02, 2.18000e+02, 4.99734e-01, 4.11966e+00, 0.00000e+00
1648, 1886, 1.02270e+01, 9.15182e+00, 2.49906e+02, 2.49906e+02, 2.18000e+02, 5.08484e-01, 4.27695e+00, 0.00000e+00
1649, 1884, 1.02162e+01, 9.13742e+00, 2.49852e+02, 2.49852e+02, 2.18000e+02, 5.14862e-01, 4.28085e+00, 0.00000e+00
1650, 1886, 1.02270e+01, 9.13738e+00, 2.47286e+02, 2.47286e+02, 2.18000e+02, 5.29162e-01, 4.50083e+00, 0.00000e+00
1651, 1883, 1.02107e+01, 9.12890e+00, 2.50507e+02, 2.50507e+02, 2.18000e+02, 5.37440e-01, 4.49701e+00, 0.00000e+00
1652, 1881, 1.01999e+01, 9.13110e+00, 2.48869e+02, 2.48869e+02, 2.18000e+02, 5.45455e-01, 4.59522e+00, 0.00000e+00
1653, 1880, 1.01945e+01, 9.12793e+00, 2.54874e+02, 2.54874e+02, 2.18000e+02, 5.54255e-01, 4.53769e+00, 0.00000e+00
1654, 1880, 1.01945e+01, 9.12186e+00, 2.59459e+02, 2.59459e+02, 2.18000e+02, 5.64362e-01, 4.51160e+00, 0.00000e+00
1655, 1879, 1.01890e+01, 9.11479e+00, 2.69122e+02, 2.69122e+02, 2.18000e+02, 5.65726e-01, 4.49507e+00, 0.00000e+00
1656, 1880, 1.01945e+01, 9.10237e+00, 2.69722e+02, 2.69722e+02, 2.18000e+02, 5.76596e-01, 4.42158e+00, 0.00000e+00
1657, 1879, 1.01890e+01, 9.09708e+00, 2.72616e+02, 2.72616e+02, 2.18000e+02, 5.87014e-01, 4.55794e+00, 0.00000e+00
1658, 1884, 1.02162e+01, 9.09186e+00, 2.77965e+02, 2.77965e+02, 2.18000e+02, 5.96603e-01, 4.57730e+00, 0.00000e+00
1659, 1883, 1.02107e+01, 9.08247e+00, 2.85171e+02, 2.85171e+02, 2.18000e+02, 6.02762e-01, 4.48232e+00, 0.00000e+00
1660, 1887, 1.02324e+01, 9.07113e+00, 2.82060e+02, 2.82060e+02, 2.18000e+02, 6.09433e-01, 4.46404e+00, 0.00000e+00
1661, 1889, 1.02433e+01, 9.07139e+00, 2.90084e+02, 2.90084e+02, 2.18000e+02, 6.13023e-01, 4.49877e+00, 0.00000e+00
1662, 1893, 1.02650e+01, 9.06219e+00, 2.99160e+02, 2.99160e+02, 2.18000e+02, 6.21764e-01, 4.57021e+00, 0.00000e+00
1663, 1888, 1.02379e+01, 9.06355e+00, 3.02162e+02, 3.02162e+02, 2.18000e+02, 6.34534e-01, 4.56619e+00, 0.00000e+00
1664, 1889, 1.02433e+01, 9.05410e+00, 3.08658e+02, 3.08658e+02, 2.18000e+02, 6.38962e-01, 4.69416e+00, 0.00000e+00
1665, 1887, 1.02324e+01, 9.06325e+00, 3.19685e+02, 3.19685e+02, 2.18000e+02, 6.48119e-01, 4.67683e+00, 0.00000e+00
1666, 1891, 1.02541e+01, 9.05147e+00, 3.25690e+02, 3.25690e+02, 2.18000e+02, 6.51507e-01, 4.72135e+00, 0.00000e+00
1667, 1893, 1.02650e+01, 9.05062e+00, 3.30876e+02, 3.30876e+02, 2.18000e+02, 6.56630e-01, 4.56685e+00, 0.00000e+00
1668, 1898, 1.02921e+01, 9.04213e+00, 3.38191e+02, 3.38191e+02, 2.18000e+02, 6.62803e-01, 4.54981e+00, 0.00000e+00
1669, 1903, 1.03192e+01, 9.03579e+00, 3.39324e+02, 3.39324e+02, 2.18000e+02, 6.61061e-01, 4.62898e+00, 0.00000e+00
1670, 1909, 1.03517e+01, 9.01854e+00, 3.40853e+02, 3.40853e+02, 2.18000e+02, 6.64222e-01, 4.73603e+00, 0.00000e+00
1671, 1913, 1.03734e+01, 9.01013e+00, 3.39106e+02, 3.39106e+02, 2.18000e+02, 6.68061e-01, 4.62250e+00, 0.00000e+00
1672, 1920, 1.04114e+01, 9.00389e+00, 3.44085e+02, 3.44085e+02, 2.18000e+02, 6.76042e-01, 4.79848e+00, 0.00000e+00
1673, 1920, 1.04114e+01, 9.00634e+00, 3.52492e+02, 3.52492e+02, 2.18000e+02, 6.78646e-01, 4.76553e+00, 0.00000e+00
1674, 1920, 1.04114e+01, 9.00461e+00, 3.55658e+02, 3.55658e+02, 2.18000e+02, 6.84896e-01, 4.74787e+00, 0.00000e+00
1675, 1926, 1.04439e+01, 9.00756e+00, 3.54730e+02, 3.54730e+02, 2.18000e+02, 6.86397e-01, 4.77599e+00, 0.00000e+00
1676, 1932, 1.04764e+01, 9.00371e+00, 3.60353e+02, 3.60353e+02, 2.18000e+02, 6.92029e-01, 4.84904e+00, 0.00000e+00
1677, 1933, 1.04819e+01, 9.00024e+00, 3.63574e+02, 3.63574e+02, 2.18000e+02, 6.96327e-01, 4.81701e+00, 0.00000e+00
1678, 1936, 1.04981e+01, 9.00253e+00, 3.65921e+02, 3.65921e+02, 2.18000e+02, 7.00930e-01, 4.85975e+00, 0.00000e+00
1679, 1938, 1.05090e+01, 8.99387e+00, 3.68268e+02, 3.68268e+02, 2.18000e+02, 7.05882e-01, 4.81597e+00, 0.00000e+00
1680, 1941, 1.05252e+01, 8.99069e+00, 0.00000e+00, 0.00000e+00, 2.90000e+02, 7.12519e-01, 4.80535e+00, 0.00000e+00
1681, 1941, 1.05252e+01, 8.97552e+00, 3.65921e+02, 3.65921e+02, 2.90000e+02, 7.17156e-01, 4.65220e+00, 0.00000e+00
1682, 1944, 1.05415e+01, 8.95440e+00, 3.67340e+02, 3.67340e+02, 2.90000e+02, 7.22737e-01, 4.54797e+00, 0.00000e+00
1683, 1951, 1.05795e+01, 8.90924e+00, 3.72472e+02, 3.72472e+02, 2.90000e+02, 7.32957e-01, 4.44576e+00, 0.00000e+00
1684, 1955, 1.06012e+01, 8.85682e+00, 3.73946e+02, 3.73946e+02, 2.90000e+02, 7.43734e-01, 4.35364e+00, 0.00000e+00
1685, 1957, 1.06120e+01, 8.80419e+00, 3.77603e+02, 3.77603e+02, 2.90000e+02, 7.66990e-01, 4.22612e+00, 0.00000e+00
1686, 1961, 1.06337e+01, 8.75306e+00, 3.79023e+02, 3.79023e+02, 2.90000e+02, 7.95512e-01, 4.20388e+00, 0.00000e+00
1687, 1964, 1.06500e+01, 8.22991e+00, 2.62480e+02, 2.62480e+02, 2.90000e+02, 5.68737e-01, 4.51504e+00, 0.00000e+00
1688, 1972, 1.06933e+01, 8.35101e+00, 2.61934e+02, 2.61934e+02, 2.90000e+02, 4.34584e-01, 5.14211e+00, 0.00000e+00
1689, 1975, 1.07096e+01, 8.50449e+00, 2.62808e+02, 2.62808e+02, 2.90000e+02, 3.64557e-01, 5.85907e+00, 0.00000e+00
1690, 1961, 1.06337e+01, 8.68470e+00, 2.62687e+02, 2.62687e+02, 2.90000e+02, 3.49312e-01, 6.67248e+00, 0.00000e+00
1691, 1966, 1.06608e+01, 8.83010e+00, 2.51616e+02, 2.51616e+02, 2.90000e+02, 3.47406e-01, 7.78095e+00, 0.00000e+00
1692, 1965, 1.06554e+01, 9.13065e+00, 2.87755e+02, 2.87755e+02, 2.90000e+02, 3.47074e-01, 8.45894e+00, 0.00000e+00
1693, 1960, 1.06283e+01, 9.20334e+00, 2.60678e+02, 2.60678e+02, 2.90000e+02, 3.53061e-01, 8.19527e+00, 0.00000e+00
1694, 1968, 1.06717e+01, 9.33297e+00, 2.89611e+02, 2.89611e+02, 2.90000e+02, 3.53150e-01, 7.18929e+00, 0.00000e+00
1695, 1963, 1.06445e+01, 9.35333e+00, 2.77383e+02, 2.77383e+02, 2.90000e+02, 3.51503e-01, 6.01474e+00, 0.00000e+00
1696, 1960, 1.06283e+01, 9.37792e+00, 2.85844e+02, 2.85844e+02, 2.90000e+02, 3.53571e-01, 5.25835e+00, 0.00000e+00
1697, 1935, 1.04927e+01, 9.33631e+00, 2.54673e+02, 2.54673e+02, 2.90000e+02, 3.57623e-01, 4.81073e+00, 0.00000e+00
1698, 1930, 1.04656e+01, 9.33072e+00, 2.83988e+02, 2.83988e+02, 2.90000e+02, 3.60622e-01, 4.71216e+00, 0.00000e+00
1699, 1918, 1.04005e+01, 9.30020e+00, 2.71760e+02, 2.71760e+02, 2.90000e+02, 3.75391e-01, 4.45391e+00, 0.00000e+00
1700, 1915, 1.03843e+01, 9.29354e+00, 2.90921e+02, 2.90921e+02, 2.90000e+02, 3.91123e-01, 4.60305e+00, 0.00000e+00
1701, 1907, 1.03409e+01, 9.28799e+00, 2.90812e+02, 2.90812e+02, 2.90000e+02, 4.05349e-01, 4.50232e+00, 0.00000e+00
1702, 1910, 1.03571e+01, 9.28633e+00, 2.99328e+02, 2.99328e+02, 2.90000e+02, 4.17277e-01, 4.57808e+00, 0.00000e+00
1703, 1913, 1.03734e+01, 9.28347e+00, 2.99273e+02, 2.99273e+02, 2.90000e+02, 4.23419e-01, 4.52133e+00, 0.00000e+00
1704, 1910, 1.03571e+01, 9.28075e+00, 2.97363e+02, 2.97363e+02, 2.90000e+02, 4.35079e-01, 4.60931e+00, 0.00000e+00
1705, 1912, 1.03680e+01, 9.26519e+00, 2.93093e+02, 2.93093e+02, 2.90000e+02, 4.41423e-01, 4.37270e+00, 0.00000e+00
1706, 1905, 1.03300e+01, 9.26152e+00, 2.95386e+02, 2.95386e+02, 2.90000e+02, 4.52493e-01, 4.49205e+00, 0.00000e+00
1707, 1897, 1.02867e+01, 9.24222e+00, 2.97024e+02, 2.97024e+02, 2.90000e+02, 4.60200e-01, 4.20721e+00, 0.00000e+00
1708, 1899, 1.02975e+01, 9.22717e+00, 2.87907e+02, 2.87907e+02, 2.90000e+02, 4.70774e-01, 4.35904e+00, 0.00000e+00
1709, 1894, 1.02704e+01, 9.21899e+00, 2.94840e+02, 2.94840e+02, 2.90000e+02, 4.77825e-01, 4.35017e+00, 0.00000e+00
1710, 1891, 1.02541e+01, 9.21734e+00, 2.97242e+02, 2.97242e+02, 2.90000e+02, 4.87044e-01, 4.42324e+00, 0.00000e+00
1711, 1886, 1.02270e+01, 9.22023e+00, 2.94240e+02, 2.94240e+02, 2.90000e+02, 4.96288e-01, 4.60462e+00, 0.00000e+00
1712, 1889, 1.02433e+01, 9.20919e+00, 2.95987e+02, 2.95987e+02, 2.90000e+02, 5.04500e-01, 4.39202e+00, 0.00000e+00
1713, 1886, 1.02270e+01, 9.20160e+00, 2.96805e+02, 2.96805e+02, 2.90000e+02, 5.11665e-01, 4.43423e+00, 0.00000e+00
1714, 1887, 1.02324e+01, 9.19936e+00, 3.05376e+02, 3.05376e+02, 2.90000e+02, 5.15103e-01, 4.44509e+00, 0.00000e+00
1715, 1886, 1.02270e+01, 9.18550e+00, 3.06522e+02, 3.06522e+02, 2.90000e+02, 5.23330e-01, 4.35213e+00, 0.00000e+00
1716, 1883, 1.02107e+01, 9.16434e+00, 3.14875e+02, 3.14875e+02, 2.90000e+02, 5.32130e-01, 4.34731e+00, 0.00000e+00
1717, 1882, 1.02053e+01, 9.15983e+00, 3.14929e+02, 3.14929e+02, 2.90000e+02, 5.35600e-01, 4.54257e+00, 0.00000e+00
1718, 1881, 1.01999e+01, 9.15897e+00, 3.26721e+02, 3.26721e+02, 2.90000e+02, 5.44923e-01, 4.58298e+00, 0.00000e+00
1719, 1885, 1.02216e+01, 9.15237e+00, 3.23172e+02, 3.23172e+02, 2.90000e+02, 5.46419e-01, 4.57254e+00, 0.00000e+00
1720, 1887, 1.02324e+01, 9.15248e+00, 3.37420e+02, 3.37420e+02, 2.90000e+02, 5.49020e-01, 4.69608e+00, 0.00000e+00
1721, 1888, 1.02379e+01, 9.14043e+00, 3.40368e+02, 3.40368e+02, 2.90000e+02, 5.52966e-01, 4.62474e+00, 0.00000e+00
1722, 1887, 1.02324e+01, 9.13407e+00, 3.44735e+02, 3.44735e+02, 2.90000e+02, 5.56439e-01, 4.66515e+00, 0.00000e+00
1723, 1887, 1.02324e+01, 9.12939e+00, 3.45882e+02, 3.45882e+02, 2.90000e+02, 5.63328e-01, 4.59686e+00, 0.00000e+00
1724, 1888, 1.02379e+01, 9.12576e+00, 3.43807e+02, 3.43807e+02, 2.90000e+02, 5.71504e-01, 4.68932e+00, 0.00000e+00
1725, 1889, 1.02433e+01, 9.11658e+00, 3.47574e+02, 3.47574e+02, 2.90000e+02, 5.79142e-01, 4.64598e+00, 0.00000e+00
1726, 1890, 1.02487e+01, 9.12056e+00, 3.54016e+02, 3.54016e+02, 2.90000e+02, 5.83069e-01, 4.63658e+00, 0.00000e+00
1727, 1882, 1.02053e+01, 9.11488e+00, 3.60239e+02, 3.60239e+02, 2.90000e+02, 5.92455e-01, 4.53718e+00, 0.00000e+00
1728, 1881, 1.01999e+01, 9.11714e+00, 3.64715e+02, 3.64715e+02, 2.90000e+02, 5.97023e-01, 4.67872e+00, 0.00000e+00
1729, 1884, 1.02162e+01, 9.11702e+00, 3.74105e+02, 3.74105e+02, 2.90000e+02, 6.00849e-01, 4.68587e+00, 0.00000e+00
1730, 1888, 1.02379e+01, 9.11227e+00, 3.85023e+02, 3.85023e+02, 2.90000e+02, 6.07521e-01, 4.68070e+00, 0.00000e+00
1731, 1890, 1.02487e+01, 9.10453e+00, 3.80383e+02, 3.80383e+02, 2.90000e+02, 6.14815e-01, 4.69750e+00, 0.00000e+00
1732, 1894, 1.02704e+01, 9.10422e+00, 3.88407e+02, 3.88407e+02, 2.90000e+02, 6.20380e-01, 4.72387e+00, 0.00000e+00
1733, 1898, 1.02921e+01, 9.09835e+00, 3.86060e+02, 3.86060e+02, 2.90000e+02, 6.21707e-01, 4.68491e+00, 0.00000e+00
1734, 1902, 1.03138e+01, 9.08680e+00, 3.92065e+02, 3.92065e+02, 2.90000e+02, 6.26183e-01, 4.64259e+00, 0.00000e+00
1735, 1906, 1.03355e+01, 9.07735e+00, 3.88571e+02, 3.88571e+02, 2.90000e+02, 6.29591e-01, 4.73370e+00, 0.00000e+00
1736, 1899, 1.02975e+01, 9.07562e+00, 3.96159e+02, 3.96159e+02, 2.90000e+02, 6.36651e-01, 4.72996e+00, 0.00000e+00
1737, 1899, 1.02975e+01, 9.07559e+00, 3.98015e+02, 3.98015e+02, 2.90000e+02, 6.46130e-01, 4.74574e+00, 0.00000e+00
1738, 1906, 1.03355e+01, 9.06952e+00, 4.06477e+02, 4.06477e+02, 2.90000e+02, 6.51102e-01, 4.82932e+00, 0.00000e+00
1739, 1909, 1.03517e+01, 9.07277e+00, 4.16467e+02, 4.16467e+02, 2.90000e+02, 6.54793e-01, 4.78624e+00, 0.00000e+00
1740, 1916, 1.03897e+01, 9.07241e+00, 0.00000e+00, 0.00000e+00, 2.56000e+02, 6.62839e-01, 4.81016e+00, 0.00000e+00
1741, 1920, 1.04114e+01, 9.05513e+00, 4.30278e+02, 4.30278e+02, 2.56000e+02, 6.66146e-01, 4.61762e+00, 0.00000e+00
1742, 1923, 1.04276e+01, 9.02609e+00, 4.26293e+02, 4.26293e+02, 2.56000e+02, 6.69267e-01, 4.42264e+00, 0.00000e+00
1743, 1922, 1.04222e+01, 8.96906e+00, 4.24600e+02, 4.24600e+02, 2.56000e+02, 6.76899e-01, 4.20752e+00, 0.00000e+00
1744, 1927, 1.04493e+01, 8.90645e+00, 4.26566e+02, 4.26566e+02, 2.56000e+02, 6.97976e-01, 4.16966e+00, 0.00000e+00
1745, 1931, 1.04710e+01, 8.84401e+00, 4.27384e+02, 4.27384e+02, 2.56000e+02, 7.24495e-01, 4.10191e+00, 0.00000e+00
1746, 1935, 1.04927e+01, 8.78287e+00, 4.24710e+02, 4.24710e+02, 2.56000e+02, 7.49871e-01, 3.95123e+00, 0.00000e+00
1747, 1941, 1.05252e+01, 8.35113e+00, 3.24264e+02, 3.24264e+02, 2.56000e+02, 5.62081e-01, 4.26790e+00, 0.00000e+00
1748, 1946, 1.05524e+01, 8.44470e+00, 3.24974e+02, 3.24974e+02, 2.56000e+02, 4.45529e-01, 4.69704e+00, 0.00000e+00
1749, 1948, 1.05632e+01, 8.55508e+00, 3.18532e+02, 3.18532e+02, 2.56000e+02, 3.93224e-01, 5.38070e+00, 0.00000e+00
1750, 1927, 1.04493e+01, 8.71948e+00, 3.07778e+02, 3.07778e+02, 2.56000e+02, 3.91282e-01, 6.10258e+00, 0.00000e+00
1751, 1928, 1.04548e+01, 8.84682e+00, 2.93803e+02, 2.93803e+02, 2.56000e+02, 3.98859e-01, 7.00150e+00, 0.00000e+00
1752, 1934, 1.04873e+01, 9.08445e+00, 3.07560e+02, 3.07560e+02, 2.56000e+02, 4.03309e-01, 7.67657e+00, 0.00000e+00
1753, 1925, 1.04385e+01, 9.13795e+00, 2.78845e+02, 2.78845e+02, 2.56000e+02, 4.05714e-01, 7.62207e+00, 0.00000e+00
1754, 1932, 1.04764e+01, 9.24789e+00, 2.94622e+02, 2.94622e+02, 2.56000e+02, 4.06315e-01, 6.47873e+00, 0.00000e+00
1755, 1932, 1.04764e+01, 9.25636e+00, 2.77153e+02, 2.77153e+02, 2.56000e+02, 4.06315e-01, 5.54316e+00, 0.00000e+00
1756, 1930, 1.04656e+01, 9.28043e+00, 2.85287e+02, 2.85287e+02, 2.56000e+02, 4.10881e-01, 5.06699e+00, 0.00000e+00
1757, 1910, 1.03571e+01, 9.24099e+00, 2.70111e+02, 2.70111e+02, 2.56000e+02, 4.17277e-01, 4.48634e+00, 0.00000e+00
1758, 1912, 1.03680e+01, 9.22014e+00, 2.71421e+02, 2.71421e+02, 2.56000e+02, 4.23640e-01, 4.47779e+00, 0.00000e+00
1759, 1908, 1.03463e+01, 9.19840e+00, 2.56136e+02, 2.56136e+02, 2.56000e+02, 4.32914e-01, 4.35761e+00, 0.00000e+00
1760, 1903, 1.03192e+01, 9.19681e+00, 2.64543e+02, 2.64543e+02, 2.56000e+02, 4.51393e-01, 4.47557e+00, 0.00000e+00
1761, 1897, 1.02867e+01, 9.20154e+00, 2.64652e+02, 2.64652e+02, 2.56000e+02, 4.56510e-01, 4.41696e+00, 0.00000e+00
1762, 1898, 1.02921e+01, 9.20577e+00, 2.68419e+02, 2.68419e+02, 2.56000e+02, 4.63119e-01, 4.49699e+00, 0.00000e+00
1763, 1896, 1.02812e+01, 9.20283e+00, 2.73823e+02, 2.73823e+02, 2.56000e+02, 4.69409e-01, 4.44174e+00, 0.00000e+00
1764, 1890, 1.02487e+01, 9.19450e+00, 2.80374e+02, 2.80374e+02, 2.56000e+02, 4.77249e-01, 4.42405e+00, 0.00000e+00
1765, 1888, 1.02379e+01, 9.18396e+00, 2.81739e+02, 2.81739e+02, 2.56000e+02, 4.85169e-01, 4.29086e+00, 0.00000e+00
1766, 1882, 1.02053e+01, 9.17810e+00, 2.88016e+02, 2.88016e+02, 2.56000e+02, 4.87248e-01, 4.23521e+00, 0.00000e+00
1767, 1882, 1.02053e+01, 9.16377e+00, 2.89763e+02, 2.89763e+02, 2.56000e+02, 4.99469e-01, 4.38135e+00, 0.00000e+00
1768, 1883, 1.02107e+01, 9.14922e+00, 2.94622e+02, 2.94622e+02, 2.56000e+02, 5.02921e-01, 4.45435e+00, 0.00000e+00
