controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.19000e+02, 1.00000e+00, 2.62472e-03, 3.84808e-04
1, 18, 6.16220e-02, 1.00835e+01, 8.73439e-01, 8.73439e-01, -6.19000e+02, 9.44444e-01, 4.79521e-02, 3.84808e-04
2, 36, 1.23244e-01, 1.00647e+01, 1.85606e+00, 1.85606e+00, -6.19000e+02, 5.00000e-01, 1.08070e-01, 3.84808e-04
3, 53, 1.81443e-01, 1.00515e+01, 2.89327e+00, 2.89327e+00, -6.19000e+02, 3.20755e-01, 1.86739e-01, 3.84808e-04
4, 71, 2.43065e-01, 1.00388e+01, 3.65752e+00, 3.65752e+00, -6.19000e+02, 2.53521e-01, 2.83889e-01, 3.84808e-04
5, 88, 3.01263e-01, 1.00310e+01, 4.80391e+00, 4.80391e+00, -6.19000e+02, 1.93182e-01, 3.84416e-01, 3.84808e-04
6, 104, 3.56038e-01, 1.00258e+01, 5.78653e+00, 5.78653e+00, -6.19000e+02, 1.53846e-01, 4.97271e-01, 3.84808e-04
7, 122, 4.17660e-01, 1.00234e+01, 6.76915e+00, 6.76915e+00, -6.19000e+02, 1.47541e-01, 6.46389e-01, 3.84808e-04
8, 140, 4.79283e-01, 1.00238e+01, 8.29767e+00, 8.29767e+00, -6.19000e+02, 1.28571e-01, 7.33377e-01, 3.84808e-04
9, 156, 5.34058e-01, 1.00244e+01, 9.44406e+00, 9.44406e+00, -6.19000e+02, 1.02564e-01, 7.57858e-01, 3.84808e-04
10, 175, 5.99103e-01, 1.00188e+01, 1.08088e+01, 1.08088e+01, -6.19000e+02, 1.08571e-01, 8.12214e-01, 3.84808e-04
11, 191, 6.53878e-01, 1.00117e+01, 1.09726e+01, 1.09726e+01, -6.19000e+02, 8.37696e-02, 8.12470e-01, 3.84808e-04
12, 208, 7.12077e-01, 1.00068e+01, 1.27195e+01, 1.27195e+01, -6.19000e+02, 8.65385e-02, 8.39564e-01, 3.84808e-04
13, 224, 7.66852e-01, 9.99975e+00, 1.34291e+01, 1.34291e+01, -6.19000e+02, 1.07143e-01, 8.36987e-01, 3.84808e-04
14, 243, 8.31898e-01, 9.98741e+00, 1.51760e+01, 1.51760e+01, -6.19000e+02, 1.19342e-01, 8.36742e-01, 3.84808e-04
15, 262, 8.96943e-01, 9.97462e+00, 1.58857e+01, 1.58857e+01, -6.19000e+02, 1.41221e-01, 8.73167e-01, 3.84808e-04
16, 279, 9.55142e-01, 9.96503e+00, 1.65953e+01, 1.65953e+01, -6.19000e+02, 1.57706e-01, 9.27806e-01, 3.84808e-04
17, 292, 9.99646e-01, 9.95934e+00, 1.74142e+01, 1.74142e+01, -6.19000e+02, 1.54110e-01, 9.35818e-01, 3.84808e-04
18, 311, 1.06469e+00, 9.95081e+00, 1.76325e+01, 1.76325e+01, -6.19000e+02, 1.86495e-01, 9.73452e-01, 3.84808e-04
19, 329, 1.12631e+00, 9.94413e+00, 1.88335e+01, 1.88335e+01, -6.19000e+02, 2.12766e-01, 1.02619e+00, 3.84808e-04
20, 348, 1.19136e+00, 9.92793e+00, 1.90519e+01, 1.90519e+01, -6.19000e+02, 2.21264e-01, 1.01757e+00, 3.84808e-04
21, 366, 1.25298e+00, 9.91734e+00, 2.07442e+01, 2.07442e+01, -6.19000e+02, 2.21311e-01, 1.10997e+00, 3.84808e-04
22, 383, 1.31118e+00, 9.90636e+00, 2.06350e+01, 2.06350e+01, -6.19000e+02, 2.45431e-01, 1.12140e+00, 3.84808e-04
23, 400, 1.36938e+00, 9.89757e+00, 2.17814e+01, 2.17814e+01, -6.19000e+02, 2.52500e-01, 1.17844e+00, 3.84808e-04
24, 418, 1.43100e+00, 9.88836e+00, 2.27094e+01, 2.27094e+01, -6.19000e+02, 2.55981e-01, 1.19302e+00, 3.84808e-04
25, 432, 1.47893e+00, 9.88099e+00, 2.29824e+01, 2.29824e+01, -6.19000e+02, 2.59259e-01, 1.27169e+00, 3.84808e-04
26, 451, 1.54397e+00, 9.87622e+00, 2.62578e+01, 2.62578e+01, -6.19000e+02, 2.72727e-01, 1.28789e+00, 3.84808e-04
27, 467, 1.59875e+00, 9.86681e+00, 2.78409e+01, 2.78409e+01, -6.19000e+02, 2.84797e-01, 1.37648e+00, 3.84808e-04
28, 483, 1.65352e+00, 9.85878e+00, 2.83322e+01, 2.83322e+01, -6.19000e+02, 2.87785e-01, 1.43713e+00, 3.84808e-04
29, 498, 1.70488e+00, 9.84575e+00, 2.88235e+01, 2.88235e+01, -6.19000e+02, 2.95181e-01, 1.43271e+00, 3.84808e-04
30, 519, 1.77677e+00, 9.83725e+00, 3.13346e+01, 3.13346e+01, -6.19000e+02, 3.10212e-01, 1.41755e+00, 3.84808e-04
31, 539, 1.84524e+00, 9.82490e+00, 3.30815e+01, 3.30815e+01, -6.19000e+02, 3.15399e-01, 1.46509e+00, 3.84808e-04
32, 556, 1.90344e+00, 9.81528e+00, 3.36274e+01, 3.36274e+01, -6.19000e+02, 3.23741e-01, 1.60089e+00, 3.84808e-04
33, 570, 1.95136e+00, 9.80595e+00, 3.40641e+01, 3.40641e+01, -6.19000e+02, 3.26316e-01, 1.57590e+00, 3.84808e-04
34, 589, 2.01641e+00, 9.79349e+00, 3.55380e+01, 3.55380e+01, -6.19000e+02, 3.42954e-01, 1.53083e+00, 3.84808e-04
