controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.99219e+02
1, 16, 5.47751e-02, 1.00859e+01, 8.73439e-01, 8.73439e-01, 7.00000e+00, 9.37500e-01, 4.24328e-02, 3.99219e+02
2, 30, 1.02703e-01, 1.00716e+01, 1.52852e+00, 1.52852e+00, 7.00000e+00, 4.66667e-01, 9.07414e-02, 3.99219e+02
3, 45, 1.54055e-01, 1.00589e+01, 2.34737e+00, 2.34737e+00, 7.00000e+00, 3.33333e-01, 1.60739e-01, 3.99219e+02
4, 60, 2.05407e-01, 1.00487e+01, 3.16622e+00, 3.16622e+00, 7.00000e+00, 2.50000e-01, 2.40131e-01, 3.99219e+02
5, 76, 2.60182e-01, 1.00412e+01, 4.14883e+00, 4.14883e+00, 7.00000e+00, 2.10526e-01, 3.26615e-01, 3.99219e+02
6, 91, 3.11534e-01, 1.00354e+01, 4.96768e+00, 4.96768e+00, 7.00000e+00, 1.64835e-01, 4.31156e-01, 3.99219e+02
7, 104, 3.56038e-01, 1.00352e+01, 5.78653e+00, 5.78653e+00, 7.00000e+00, 1.25000e-01, 5.43546e-01, 3.99219e+02
8, 120, 4.10814e-01, 1.00330e+01, 6.65997e+00, 6.65997e+00, 7.00000e+00, 1.33333e-01, 6.40531e-01, 3.99219e+02
9, 135, 4.62165e-01, 1.00327e+01, 8.02472e+00, 8.02472e+00, 7.00000e+00, 1.11111e-01, 6.77690e-01, 3.99219e+02
10, 150, 5.13517e-01, 1.00302e+01, 8.51603e+00, 8.51603e+00, 7.00000e+00, 1.00000e-01, 6.93713e-01, 3.99219e+02
11, 165, 5.64869e-01, 1.00238e+01, 9.11652e+00, 9.11652e+00, 7.00000e+00, 9.09091e-02, 7.10284e-01, 3.99219e+02
12, 180, 6.16220e-01, 1.00137e+01, 9.60783e+00, 9.60783e+00, 7.00000e+00, 8.88889e-02, 6.90580e-01, 3.99219e+02
13, 195, 6.67572e-01, 1.00052e+01, 1.08634e+01, 1.08634e+01, 7.00000e+00, 9.23077e-02, 7.26935e-01, 3.99219e+02
14, 207, 7.08653e-01, 1.00003e+01, 1.10272e+01, 1.10272e+01, 7.00000e+00, 8.69565e-02, 7.25607e-01, 3.99219e+02
15, 224, 7.66852e-01, 9.98656e+00, 1.24465e+01, 1.24465e+01, 7.00000e+00, 1.69643e-01, 7.64781e-01, 3.99219e+02
16, 238, 8.14780e-01, 9.97804e+00, 1.35383e+01, 1.35383e+01, 7.00000e+00, 1.72269e-01, 7.48870e-01, 3.99219e+02
17, 254, 8.69555e-01, 9.96534e+00, 1.44117e+01, 1.44117e+01, 7.00000e+00, 2.04724e-01, 7.95543e-01, 3.99219e+02
18, 270, 9.24331e-01, 9.95512e+00, 1.56127e+01, 1.56127e+01, 7.00000e+00, 2.14815e-01, 8.01443e-01, 3.99219e+02
19, 282, 9.65412e-01, 9.94607e+00, 1.57219e+01, 1.57219e+01, 7.00000e+00, 2.09220e-01, 8.11200e-01, 3.99219e+02
20, 296, 1.01334e+00, 9.93456e+00, 1.67591e+01, 1.67591e+01, 7.00000e+00, 2.39865e-01, 8.32010e-01, 3.99219e+02
21, 312, 1.06812e+00, 9.92462e+00, 1.81239e+01, 1.81239e+01, 7.00000e+00, 2.88462e-01, 8.93003e-01, 3.99219e+02
22, 327, 1.11947e+00, 9.91130e+00, 1.87243e+01, 1.87243e+01, 7.00000e+00, 2.96636e-01, 8.99775e-01, 3.99219e+02
23, 341, 1.16740e+00, 9.90048e+00, 1.93248e+01, 1.93248e+01, 7.00000e+00, 3.13783e-01, 9.15390e-01, 3.99219e+02
24, 358, 1.22559e+00, 9.89092e+00, 2.15084e+01, 2.15084e+01, 7.00000e+00, 3.37989e-01, 9.97607e-01, 3.99219e+02
25, 372, 1.27352e+00, 9.87544e+00, 2.24365e+01, 2.24365e+01, 7.00000e+00, 3.49462e-01, 9.46957e-01, 3.99219e+02
26, 385, 1.31803e+00, 9.86440e+00, 2.35283e+01, 2.35283e+01, 7.00000e+00, 3.53247e-01, 9.89312e-01, 3.99219e+02
27, 398, 1.36253e+00, 9.85638e+00, 2.40742e+01, 2.40742e+01, 7.00000e+00, 3.64322e-01, 1.07550e+00, 3.99219e+02
28, 415, 1.42073e+00, 9.84463e+00, 2.60940e+01, 2.60940e+01, 7.00000e+00, 3.97590e-01, 1.09630e+00, 3.99219e+02
29, 432, 1.47893e+00, 9.83076e+00, 2.70766e+01, 2.70766e+01, 7.00000e+00, 4.07407e-01, 1.16177e+00, 3.99219e+02
30, 448, 1.53370e+00, 9.82044e+00, 2.83868e+01, 2.83868e+01, 7.00000e+00, 4.10714e-01, 1.22829e+00, 3.99219e+02
31, 463, 1.58506e+00, 9.80981e+00, 3.01882e+01, 3.01882e+01, 7.00000e+00, 4.19006e-01, 1.26301e+00, 3.99219e+02
32, 477, 1.63298e+00, 9.80020e+00, 3.20443e+01, 3.20443e+01, 7.00000e+00, 4.31866e-01, 1.26492e+00, 3.99219e+02
33, 493, 1.68776e+00, 9.79132e+00, 3.44462e+01, 3.44462e+01, 7.00000e+00, 4.52333e-01, 1.22865e+00, 3.99219e+02
34, 507, 1.73569e+00, 9.77894e+00, 3.61385e+01, 3.61385e+01, 7.00000e+00, 4.53649e-01, 1.28693e+00, 3.99219e+02
35, 521, 1.78362e+00, 9.76402e+00, 3.73395e+01, 3.73395e+01, 7.00000e+00, 4.76008e-01, 1.32178e+00, 3.99219e+02
36, 536, 1.83497e+00, 9.74601e+00, 3.96323e+01, 3.96323e+01, 7.00000e+00, 4.92537e-01, 1.30799e+00, 3.99219e+02
37, 551, 1.88632e+00, 9.73549e+00, 4.11062e+01, 4.11062e+01, 7.00000e+00, 5.08167e-01, 1.34711e+00, 3.99219e+02
38, 566, 1.93767e+00, 9.72643e+00, 4.39449e+01, 4.39449e+01, 7.00000e+00, 5.22968e-01, 1.41131e+00, 3.99219e+02
39, 580, 1.98560e+00, 9.71703e+00, 4.58555e+01, 4.58555e+01, 7.00000e+00, 5.31034e-01, 1.47851e+00, 3.99219e+02
40, 594, 2.03353e+00, 9.70204e+00, 4.56918e+01, 4.56918e+01, 7.00000e+00, 5.47138e-01, 1.48535e+00, 3.99219e+02
41, 610, 2.08830e+00, 9.68880e+00, 4.73295e+01, 4.73295e+01, 7.00000e+00, 5.57377e-01, 1.48357e+00, 3.99219e+02
42, 622, 2.12938e+00, 9.68009e+00, 4.93493e+01, 4.93493e+01, 7.00000e+00, 5.64309e-01, 1.52779e+00, 3.99219e+02
43, 640, 2.19101e+00, 9.67225e+00, 5.39894e+01, 5.39894e+01, 7.00000e+00, 5.84375e-01, 1.60811e+00, 3.99219e+02
44, 655, 2.24236e+00, 9.66043e+00, 5.55725e+01, 5.55725e+01, 7.00000e+00, 5.84733e-01, 1.67316e+00, 3.99219e+02
45, 670, 2.29371e+00, 9.65222e+00, 5.67735e+01, 5.67735e+01, 7.00000e+00, 5.92537e-01, 1.72476e+00, 3.99219e+02
46, 687, 2.35191e+00, 9.63883e+00, 5.90117e+01, 5.90117e+01, 7.00000e+00, 5.99709e-01, 1.73741e+00, 3.99219e+02
47, 702, 2.40326e+00, 9.62877e+00, 6.13045e+01, 6.13045e+01, 7.00000e+00, 6.08262e-01, 1.78144e+00, 3.99219e+02
48, 717, 2.45461e+00, 9.61933e+00, 6.41977e+01, 6.41977e+01, 7.00000e+00, 6.19247e-01, 1.84778e+00, 3.99219e+02
49, 731, 2.50254e+00, 9.61036e+00, 6.46891e+01, 6.46891e+01, 7.00000e+00, 6.26539e-01, 1.87190e+00, 3.99219e+02
50, 745, 2.55047e+00, 9.59964e+00, 6.67635e+01, 6.67635e+01, 7.00000e+00, 6.32215e-01, 1.90820e+00, 3.99219e+02
51, 758, 2.59497e+00, 9.59051e+00, 6.82374e+01, 6.82374e+01, 7.00000e+00, 6.33245e-01, 1.96702e+00, 3.99219e+02
52, 774, 2.64975e+00, 9.58076e+00, 7.08031e+01, 7.08031e+01, 7.00000e+00, 6.39535e-01, 1.88564e+00, 3.99219e+02
53, 788, 2.69768e+00, 9.57044e+00, 7.30959e+01, 7.30959e+01, 7.00000e+00, 6.47208e-01, 1.96155e+00, 3.99219e+02
54, 803, 2.74903e+00, 9.55817e+00, 7.38056e+01, 7.38056e+01, 7.00000e+00, 6.53798e-01, 1.97157e+00, 3.99219e+02
55, 819, 2.80380e+00, 9.54893e+00, 7.77906e+01, 7.77906e+01, 7.00000e+00, 6.66667e-01, 2.01935e+00, 3.99219e+02
56, 833, 2.85173e+00, 9.53861e+00, 7.96467e+01, 7.96467e+01, 7.00000e+00, 6.79472e-01, 2.02828e+00, 3.99219e+02
57, 848, 2.90308e+00, 9.52664e+00, 8.27583e+01, 8.27583e+01, 7.00000e+00, 6.88679e-01, 2.11648e+00, 3.99219e+02
58, 863, 2.95443e+00, 9.51497e+00, 8.38501e+01, 8.38501e+01, 7.00000e+00, 6.99884e-01, 2.10573e+00, 3.99219e+02
59, 877, 3.00236e+00, 9.50508e+00, 8.53786e+01, 8.53786e+01, 7.00000e+00, 7.04675e-01, 2.17398e+00, 3.99219e+02
60, 891, 3.05029e+00, 9.50370e+00, 0.00000e+00, 0.00000e+00, 2.75000e+02, 7.02581e-01, 2.27790e+00, 6.62177e+01
61, 907, 3.10507e+00, 9.49156e+00, 9.14381e+01, 9.14381e+01, 2.75000e+02, 7.05623e-01, 2.33086e+00, 6.62177e+01
62, 923, 3.15984e+00, 9.48705e+00, 9.48227e+01, 9.48227e+01, 2.75000e+02, 7.11809e-01, 2.31470e+00, 6.62177e+01
63, 937, 3.20777e+00, 9.47565e+00, 9.62966e+01, 9.62966e+01, 2.75000e+02, 7.16115e-01, 2.39274e+00, 6.62177e+01
64, 952, 3.25912e+00, 9.46088e+00, 9.69517e+01, 9.69517e+01, 2.75000e+02, 7.19538e-01, 2.40047e+00, 6.62177e+01
65, 966, 3.30705e+00, 9.44850e+00, 9.79889e+01, 9.79889e+01, 2.75000e+02, 7.27743e-01, 2.38949e+00, 6.62177e+01
66, 982, 3.36182e+00, 9.43523e+00, 9.92991e+01, 9.92991e+01, 2.75000e+02, 7.39308e-01, 2.46847e+00, 6.62177e+01
67, 999, 3.42002e+00, 9.32415e+00, 3.79400e+01, 3.79400e+01, 2.75000e+02, 3.00300e-01, 2.98942e+00, 6.62177e+01
68, 1011, 3.46110e+00, 9.40088e+00, 3.71757e+01, 3.71757e+01, 2.75000e+02, 1.50346e-01, 3.51948e+00, 6.62177e+01
69, 1024, 3.50561e+00, 9.46411e+00, 4.08333e+01, 4.08333e+01, 2.75000e+02, 1.09375e-01, 3.96884e+00, 6.62177e+01
70, 1032, 3.53300e+00, 9.52311e+00, 4.08333e+01, 4.08333e+01, 2.75000e+02, 1.05620e-01, 4.63266e+00, 6.62177e+01
71, 1051, 3.59804e+00, 9.60697e+00, 4.20342e+01, 4.20342e+01, 2.75000e+02, 1.22740e-01, 5.26137e+00, 6.62177e+01
72, 1065, 3.64597e+00, 9.73401e+00, 5.59547e+01, 5.59547e+01, 2.75000e+02, 1.25822e-01, 5.85320e+00, 6.62177e+01
73, 1080, 3.69732e+00, 9.79070e+00, 5.85204e+01, 5.85204e+01, 2.75000e+02, 1.27778e-01, 5.51572e+00, 6.62177e+01
74, 1097, 3.75552e+00, 9.82516e+00, 6.72548e+01, 6.72548e+01, 2.75000e+02, 1.37648e-01, 4.21974e+00, 6.62177e+01
75, 1109, 3.79660e+00, 9.82714e+00, 7.16766e+01, 7.16766e+01, 2.75000e+02, 1.39766e-01, 3.20082e+00, 6.62177e+01
76, 1119, 3.83084e+00, 9.79861e+00, 7.40239e+01, 7.40239e+01, 2.75000e+02, 1.45666e-01, 2.64146e+00, 6.62177e+01
77, 1130, 3.86849e+00, 9.73522e+00, 7.24954e+01, 7.24954e+01, 2.75000e+02, 1.53097e-01, 2.33300e+00, 6.62177e+01
78, 1140, 3.90273e+00, 9.68154e+00, 7.76381e+01, 7.76381e+01, 2.75000e+02, 1.62281e-01, 2.03841e+00, 6.62177e+01
79, 1157, 3.96093e+00, 9.63817e+00, 8.29999e+01, 8.29999e+01, 2.75000e+02, 2.08297e-01, 2.15939e+00, 6.62177e+01
80, 1169, 4.00201e+00, 9.61664e+00, 9.37541e+01, 9.37541e+01, 2.75000e+02, 2.81437e-01, 2.15306e+00, 6.62177e+01
81, 1184, 4.05336e+00, 9.60411e+00, 9.88856e+01, 9.88856e+01, 2.75000e+02, 3.39527e-01, 2.25886e+00, 6.62177e+01
82, 1200, 4.10814e+00, 9.60063e+00, 1.09203e+02, 1.09203e+02, 2.75000e+02, 3.90000e-01, 2.20663e+00, 6.62177e+01
83, 1215, 4.15949e+00, 9.58424e+00, 1.14930e+02, 1.14930e+02, 2.75000e+02, 4.09877e-01, 2.21933e+00, 6.62177e+01
84, 1232, 4.21769e+00, 9.56880e+00, 1.18430e+02, 1.18430e+02, 2.75000e+02, 4.30195e-01, 2.30690e+00, 6.62177e+01
85, 1246, 4.26561e+00, 9.54911e+00, 1.19358e+02, 1.19358e+02, 2.75000e+02, 4.58266e-01, 2.47157e+00, 6.62177e+01
86, 1260, 4.31354e+00, 9.52888e+00, 1.27874e+02, 1.27874e+02, 2.75000e+02, 4.79365e-01, 2.48696e+00, 6.62177e+01
87, 1274, 4.36147e+00, 9.50903e+00, 1.35517e+02, 1.35517e+02, 2.75000e+02, 5.00785e-01, 2.57808e+00, 6.62177e+01
88, 1285, 4.39913e+00, 9.49796e+00, 1.43328e+02, 1.43328e+02, 2.75000e+02, 5.21401e-01, 2.74837e+00, 6.62177e+01
89, 1299, 4.44706e+00, 9.48717e+00, 1.46452e+02, 1.46452e+02, 2.75000e+02, 5.48884e-01, 2.75529e+00, 6.62177e+01
90, 1308, 4.47787e+00, 9.47748e+00, 1.52129e+02, 1.52129e+02, 2.75000e+02, 5.68807e-01, 2.87144e+00, 6.62177e+01
91, 1324, 4.53264e+00, 9.46915e+00, 1.57250e+02, 1.57250e+02, 2.75000e+02, 5.85347e-01, 2.94444e+00, 6.62177e+01
92, 1336, 4.57372e+00, 9.46228e+00, 1.62490e+02, 1.62490e+02, 2.75000e+02, 6.04042e-01, 2.93404e+00, 6.62177e+01
93, 1352, 4.62850e+00, 9.45469e+00, 1.68168e+02, 1.68168e+02, 2.75000e+02, 6.19083e-01, 3.02440e+00, 6.62177e+01
94, 1365, 4.67300e+00, 9.44738e+00, 1.77448e+02, 1.77448e+02, 2.75000e+02, 6.27106e-01, 3.08630e+00, 6.62177e+01
