controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.19000e+02, 1.00000e+00, 2.62472e-03, 3.84092e-04
1, 9, 3.08110e-02, 1.00944e+01, 4.91309e-01, 4.91309e-01, -6.19000e+02, 8.88889e-01, 2.43296e-02, 3.84092e-04
2, 17, 5.81986e-02, 1.00862e+01, 8.18849e-01, 8.18849e-01, -6.19000e+02, 4.70588e-01, 5.11537e-02, 3.84092e-04
3, 24, 8.21627e-02, 1.00806e+01, 1.20098e+00, 1.20098e+00, -6.19000e+02, 2.91667e-01, 8.53234e-02, 3.84092e-04
4, 32, 1.09550e-01, 1.00751e+01, 1.63770e+00, 1.63770e+00, -6.19000e+02, 2.50000e-01, 1.27660e-01, 3.84092e-04
5, 40, 1.36938e-01, 1.00711e+01, 2.07442e+00, 2.07442e+00, -6.19000e+02, 2.00000e-01, 1.78436e-01, 3.84092e-04
6, 49, 1.67749e-01, 1.00686e+01, 2.78409e+00, 2.78409e+00, -6.19000e+02, 1.83673e-01, 2.37721e-01, 3.84092e-04
7, 57, 1.95136e-01, 1.00669e+01, 3.22081e+00, 3.22081e+00, -6.19000e+02, 1.40351e-01, 2.98831e-01, 3.84092e-04
8, 66, 2.25947e-01, 1.00648e+01, 3.71211e+00, 3.71211e+00, -6.19000e+02, 1.36364e-01, 3.52725e-01, 3.84092e-04
9, 74, 2.53335e-01, 1.00652e+01, 4.25801e+00, 4.25801e+00, -6.19000e+02, 1.08108e-01, 3.56244e-01, 3.84092e-04
10, 82, 2.80723e-01, 1.00623e+01, 4.47637e+00, 4.47637e+00, -6.19000e+02, 9.75610e-02, 3.49881e-01, 3.84092e-04
11, 90, 3.08110e-01, 1.00592e+01, 4.74932e+00, 4.74932e+00, -6.19000e+02, 8.88889e-02, 4.00197e-01, 3.84092e-04
12, 98, 3.35498e-01, 1.00569e+01, 5.29522e+00, 5.29522e+00, -6.19000e+02, 8.16327e-02, 4.17138e-01, 3.84092e-04
13, 106, 3.62885e-01, 1.00525e+01, 5.40440e+00, 5.40440e+00, -6.19000e+02, 1.03774e-01, 3.88272e-01, 3.84092e-04
14, 114, 3.90273e-01, 1.00481e+01, 6.22325e+00, 6.22325e+00, -6.19000e+02, 1.22807e-01, 4.11026e-01, 3.84092e-04
15, 122, 4.17660e-01, 1.00441e+01, 6.55079e+00, 6.55079e+00, -6.19000e+02, 1.39344e-01, 4.34162e-01, 3.84092e-04
16, 131, 4.48472e-01, 1.00383e+01, 7.36964e+00, 7.36964e+00, -6.19000e+02, 1.45038e-01, 4.34715e-01, 3.84092e-04
17, 139, 4.75859e-01, 1.00352e+01, 7.91554e+00, 7.91554e+00, -6.19000e+02, 1.51079e-01, 4.44582e-01, 3.84092e-04
18, 147, 5.03247e-01, 1.00309e+01, 8.18849e+00, 8.18849e+00, -6.19000e+02, 1.76871e-01, 4.76066e-01, 3.84092e-04
19, 155, 5.30634e-01, 1.00276e+01, 8.46144e+00, 8.46144e+00, -6.19000e+02, 1.80645e-01, 4.72960e-01, 3.84092e-04
20, 161, 5.51175e-01, 1.00231e+01, 9.11652e+00, 9.11652e+00, -6.19000e+02, 1.98758e-01, 4.79797e-01, 3.84092e-04
21, 169, 5.78562e-01, 1.00182e+01, 9.44406e+00, 9.44406e+00, -6.19000e+02, 2.01183e-01, 5.17592e-01, 3.84092e-04
22, 177, 6.05950e-01, 1.00143e+01, 9.60783e+00, 9.60783e+00, -6.19000e+02, 2.14689e-01, 5.43651e-01, 3.84092e-04
