controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 5.42259e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, 8.00000e+00, 1.00000e+00, 2.62472e-03, 1.57187e+02
1, 10, 5.42259e-02, 1.00979e+01, 5.45899e-01, 5.45899e-01, 8.00000e+00, 9.00000e-01, 2.70552e-02, 1.57187e+02
2, 19, 1.03029e-01, 1.00832e+01, 1.03721e+00, 1.03721e+00, 8.00000e+00, 4.73684e-01, 5.89466e-02, 1.57187e+02
3, 28, 1.51833e-01, 1.00709e+01, 1.52852e+00, 1.52852e+00, 8.00000e+00, 3.21429e-01, 9.63342e-02, 1.57187e+02
4, 37, 2.00636e-01, 1.00613e+01, 2.01983e+00, 2.01983e+00, 8.00000e+00, 2.43243e-01, 1.45108e-01, 1.57187e+02
5, 46, 2.49439e-01, 1.00556e+01, 2.62032e+00, 2.62032e+00, 8.00000e+00, 1.95652e-01, 2.00463e-01, 1.57187e+02
6, 56, 3.03665e-01, 1.00489e+01, 3.05704e+00, 3.05704e+00, 8.00000e+00, 1.78571e-01, 2.77074e-01, 1.57187e+02
7, 66, 3.57891e-01, 1.00471e+01, 3.82129e+00, 3.82129e+00, 8.00000e+00, 1.51515e-01, 3.43707e-01, 1.57187e+02
8, 77, 4.17540e-01, 1.00435e+01, 4.42178e+00, 4.42178e+00, 8.00000e+00, 1.42857e-01, 4.04242e-01, 1.57187e+02
9, 85, 4.60920e-01, 1.00453e+01, 4.85850e+00, 4.85850e+00, 8.00000e+00, 9.41176e-02, 4.26014e-01, 1.57187e+02
10, 93, 5.04301e-01, 1.00429e+01, 5.18604e+00, 5.18604e+00, 8.00000e+00, 8.60215e-02, 4.31692e-01, 1.57187e+02
11, 104, 5.63949e-01, 1.00340e+01, 5.40440e+00, 5.40440e+00, 8.00000e+00, 1.05769e-01, 4.28782e-01, 1.57187e+02
12, 115, 6.23598e-01, 1.00231e+01, 6.05948e+00, 6.05948e+00, 8.00000e+00, 1.04348e-01, 4.46269e-01, 1.57187e+02
13, 123, 6.66979e-01, 1.00124e+01, 6.38702e+00, 6.38702e+00, 8.00000e+00, 8.94309e-02, 4.60766e-01, 1.57187e+02
14, 132, 7.15782e-01, 1.00014e+01, 6.98751e+00, 6.98751e+00, 8.00000e+00, 1.13636e-01, 4.47853e-01, 1.57187e+02
15, 141, 7.64585e-01, 9.99034e+00, 7.04210e+00, 7.04210e+00, 8.00000e+00, 1.34752e-01, 4.97571e-01, 1.57187e+02
16, 152, 8.24234e-01, 9.98274e+00, 8.24308e+00, 8.24308e+00, 8.00000e+00, 1.90789e-01, 4.84364e-01, 1.57187e+02
17, 161, 8.73037e-01, 9.97479e+00, 9.33488e+00, 9.33488e+00, 8.00000e+00, 1.86335e-01, 4.97977e-01, 1.57187e+02
18, 170, 9.21841e-01, 9.96522e+00, 9.98996e+00, 9.98996e+00, 8.00000e+00, 2.00000e-01, 5.49076e-01, 1.57187e+02
19, 179, 9.70644e-01, 9.95079e+00, 1.04267e+01, 1.04267e+01, 8.00000e+00, 2.34637e-01, 5.13545e-01, 1.57187e+02
20, 187, 1.01402e+00, 9.93694e+00, 1.05904e+01, 1.05904e+01, 8.00000e+00, 2.24599e-01, 5.35333e-01, 1.57187e+02
21, 194, 1.05198e+00, 9.93215e+00, 1.07542e+01, 1.07542e+01, 8.00000e+00, 2.42268e-01, 5.51496e-01, 1.57187e+02
22, 205, 1.11163e+00, 9.92350e+00, 1.17914e+01, 1.17914e+01, 8.00000e+00, 2.92683e-01, 6.19840e-01, 1.57187e+02
23, 215, 1.16586e+00, 9.91256e+00, 1.23919e+01, 1.23919e+01, 8.00000e+00, 3.20930e-01, 5.86198e-01, 1.57187e+02
24, 222, 1.20382e+00, 9.90204e+00, 1.30470e+01, 1.30470e+01, 8.00000e+00, 3.19820e-01, 5.69871e-01, 1.57187e+02
25, 233, 1.26346e+00, 9.88775e+00, 1.40296e+01, 1.40296e+01, 8.00000e+00, 3.47639e-01, 6.34244e-01, 1.57187e+02
26, 244, 1.32311e+00, 9.87753e+00, 1.47939e+01, 1.47939e+01, 8.00000e+00, 3.48361e-01, 6.72508e-01, 1.57187e+02
27, 253, 1.37192e+00, 9.86211e+00, 1.50668e+01, 1.50668e+01, 8.00000e+00, 3.71542e-01, 6.73245e-01, 1.57187e+02
28, 262, 1.42072e+00, 9.84938e+00, 1.57765e+01, 1.57765e+01, 8.00000e+00, 3.81679e-01, 7.03364e-01, 1.57187e+02
29, 271, 1.46952e+00, 9.84030e+00, 1.62132e+01, 1.62132e+01, 8.00000e+00, 3.91144e-01, 6.83979e-01, 1.57187e+02
30, 280, 1.51833e+00, 9.82927e+00, 1.72504e+01, 1.72504e+01, 8.00000e+00, 4.21429e-01, 7.48746e-01, 1.57187e+02
31, 288, 1.56171e+00, 9.82270e+00, 1.86698e+01, 1.86698e+01, 8.00000e+00, 4.37500e-01, 7.55063e-01, 1.57187e+02
32, 299, 1.62135e+00, 9.81300e+00, 1.96524e+01, 1.96524e+01, 8.00000e+00, 4.44816e-01, 8.00764e-01, 1.57187e+02
33, 308, 1.67016e+00, 9.81106e+00, 2.11263e+01, 2.11263e+01, 8.00000e+00, 4.48052e-01, 8.03463e-01, 1.57187e+02
34, 315, 1.70812e+00, 9.79961e+00, 2.10717e+01, 2.10717e+01, 8.00000e+00, 4.57143e-01, 8.60038e-01, 1.57187e+02
35, 325, 1.76234e+00, 9.79003e+00, 2.27094e+01, 2.27094e+01, 8.00000e+00, 4.70769e-01, 8.53531e-01, 1.57187e+02
36, 335, 1.81657e+00, 9.77377e+00, 2.34191e+01, 2.34191e+01, 8.00000e+00, 4.83582e-01, 8.62732e-01, 1.57187e+02
37, 344, 1.86537e+00, 9.76000e+00, 2.45655e+01, 2.45655e+01, 8.00000e+00, 4.85465e-01, 8.40631e-01, 1.57187e+02
38, 354, 1.91960e+00, 9.74598e+00, 2.56027e+01, 2.56027e+01, 8.00000e+00, 4.94350e-01, 9.13694e-01, 1.57187e+02
39, 362, 1.96298e+00, 9.73652e+00, 2.54389e+01, 2.54389e+01, 8.00000e+00, 5.08287e-01, 8.84858e-01, 1.57187e+02
40, 372, 2.01720e+00, 9.72901e+00, 2.86051e+01, 2.86051e+01, 8.00000e+00, 5.26882e-01, 9.59415e-01, 1.57187e+02
41, 382, 2.07143e+00, 9.72163e+00, 2.90418e+01, 2.90418e+01, 8.00000e+00, 5.36649e-01, 9.98206e-01, 1.57187e+02
42, 391, 2.12023e+00, 9.71111e+00, 3.02974e+01, 3.02974e+01, 8.00000e+00, 5.39642e-01, 1.01201e+00, 1.57187e+02
43, 399, 2.16361e+00, 9.70606e+00, 3.28631e+01, 3.28631e+01, 8.00000e+00, 5.41353e-01, 1.03560e+00, 1.57187e+02
44, 412, 2.23411e+00, 9.69221e+00, 3.33544e+01, 3.33544e+01, 8.00000e+00, 5.65534e-01, 1.07772e+00, 1.57187e+02
45, 420, 2.27749e+00, 9.68724e+00, 3.46100e+01, 3.46100e+01, 8.00000e+00, 5.61905e-01, 1.04625e+00, 1.57187e+02
46, 430, 2.33171e+00, 9.67361e+00, 3.64661e+01, 3.64661e+01, 8.00000e+00, 5.74419e-01, 1.06803e+00, 1.57187e+02
47, 438, 2.37509e+00, 9.66032e+00, 3.75579e+01, 3.75579e+01, 8.00000e+00, 5.79909e-01, 1.10920e+00, 1.57187e+02
48, 449, 2.43474e+00, 9.64867e+00, 4.02874e+01, 4.02874e+01, 8.00000e+00, 5.96882e-01, 1.14889e+00, 1.57187e+02
49, 457, 2.47812e+00, 9.64180e+00, 4.26893e+01, 4.26893e+01, 8.00000e+00, 5.97374e-01, 1.12250e+00, 1.57187e+02
50, 467, 2.53235e+00, 9.62810e+00, 4.38903e+01, 4.38903e+01, 8.00000e+00, 6.18844e-01, 1.16305e+00, 1.57187e+02
51, 475, 2.57573e+00, 9.62044e+00, 4.46000e+01, 4.46000e+01, 8.00000e+00, 6.21053e-01, 1.20474e+00, 1.57187e+02
52, 485, 2.62996e+00, 9.60553e+00, 4.48183e+01, 4.48183e+01, 8.00000e+00, 6.35052e-01, 1.20999e+00, 1.57187e+02
53, 492, 2.66791e+00, 9.59379e+00, 4.55280e+01, 4.55280e+01, 8.00000e+00, 6.38211e-01, 1.20525e+00, 1.57187e+02
54, 503, 2.72756e+00, 9.58945e+00, 4.72749e+01, 4.72749e+01, 8.00000e+00, 6.52087e-01, 1.22790e+00, 1.57187e+02
55, 511, 2.77094e+00, 9.59000e+00, 4.92401e+01, 4.92401e+01, 8.00000e+00, 6.61448e-01, 1.25333e+00, 1.57187e+02
56, 520, 2.81975e+00, 9.57661e+00, 5.16967e+01, 5.16967e+01, 8.00000e+00, 6.67308e-01, 1.24932e+00, 1.57187e+02
57, 528, 2.86313e+00, 9.57379e+00, 5.22971e+01, 5.22971e+01, 8.00000e+00, 6.72348e-01, 1.33034e+00, 1.57187e+02
58, 536, 2.90651e+00, 9.56286e+00, 5.33344e+01, 5.33344e+01, 8.00000e+00, 6.79104e-01, 1.31806e+00, 1.57187e+02
59, 546, 2.96073e+00, 9.56994e+00, 5.67735e+01, 5.67735e+01, 8.00000e+00, 6.99634e-01, 1.42804e+00, 1.57187e+02
60, 555, 3.00954e+00, 9.56864e+00, 0.00000e+00, 0.00000e+00, 1.52000e+02, 6.91892e-01, 1.43206e+00, 3.15020e+01
61, 565, 3.06376e+00, 9.55298e+00, 6.13045e+01, 6.13045e+01, 1.52000e+02, 6.95575e-01, 1.40179e+00, 3.15020e+01
62, 575, 3.11799e+00, 9.53792e+00, 6.17412e+01, 6.17412e+01, 1.52000e+02, 6.86957e-01, 1.44558e+00, 3.15020e+01
63, 584, 3.16679e+00, 9.52355e+00, 6.37064e+01, 6.37064e+01, 1.52000e+02, 6.86644e-01, 1.45583e+00, 3.15020e+01
64, 594, 3.22102e+00, 9.50146e+00, 6.33243e+01, 6.33243e+01, 1.52000e+02, 6.90236e-01, 1.45293e+00, 3.15020e+01
65, 603, 3.26982e+00, 9.48397e+00, 6.45799e+01, 6.45799e+01, 1.52000e+02, 7.04809e-01, 1.49416e+00, 3.15020e+01
66, 613, 3.32405e+00, 9.46670e+00, 6.51258e+01, 6.51258e+01, 1.52000e+02, 7.27569e-01, 1.45580e+00, 3.15020e+01
67, 620, 3.36201e+00, 9.35303e+00, 2.68037e+01, 2.68037e+01, 1.52000e+02, 3.40323e-01, 1.79441e+00, 3.15020e+01
68, 629, 3.41081e+00, 9.41999e+00, 2.65853e+01, 2.65853e+01, 1.52000e+02, 1.90779e-01, 2.11951e+00, 3.15020e+01
69, 635, 3.44335e+00, 9.47488e+00, 2.83322e+01, 2.83322e+01, 1.52000e+02, 1.37008e-01, 2.45262e+00, 3.15020e+01
70, 641, 3.47588e+00, 9.52741e+00, 2.76225e+01, 2.76225e+01, 1.52000e+02, 1.24805e-01, 2.84002e+00, 3.15020e+01
71, 651, 3.53011e+00, 9.60435e+00, 2.56685e+01, 2.56685e+01, 1.52000e+02, 1.27496e-01, 3.22957e+00, 3.15020e+01
72, 660, 3.57891e+00, 9.72360e+00, 3.62043e+01, 3.62043e+01, 1.52000e+02, 1.37879e-01, 3.52737e+00, 3.15020e+01
73, 671, 3.63856e+00, 9.77536e+00, 3.64227e+01, 3.64227e+01, 1.52000e+02, 1.46051e-01, 3.39896e+00, 3.15020e+01
74, 680, 3.68736e+00, 9.80912e+00, 4.11174e+01, 4.11174e+01, 1.52000e+02, 1.47059e-01, 2.62399e+00, 3.15020e+01
75, 688, 3.73074e+00, 9.81333e+00, 4.28643e+01, 4.28643e+01, 1.52000e+02, 1.52616e-01, 2.05962e+00, 3.15020e+01
76, 693, 3.75786e+00, 9.78552e+00, 4.33556e+01, 4.33556e+01, 1.52000e+02, 1.57287e-01, 1.72941e+00, 3.15020e+01
77, 700, 3.79581e+00, 9.74422e+00, 4.45020e+01, 4.45020e+01, 1.52000e+02, 1.68571e-01, 1.40786e+00, 3.15020e+01
78, 708, 3.83919e+00, 9.69539e+00, 4.68494e+01, 4.68494e+01, 1.52000e+02, 1.76554e-01, 1.35108e+00, 3.15020e+01
79, 713, 3.86631e+00, 9.66184e+00, 5.12166e+01, 5.12166e+01, 1.52000e+02, 2.21599e-01, 1.30749e+00, 3.15020e+01
80, 725, 3.93138e+00, 9.63315e+00, 5.39461e+01, 5.39461e+01, 1.52000e+02, 2.88276e-01, 1.32020e+00, 3.15020e+01
81, 735, 3.98560e+00, 9.61004e+00, 5.97872e+01, 5.97872e+01, 1.52000e+02, 3.38776e-01, 1.33197e+00, 3.15020e+01
