controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, 7.00000e+00, 1.00000e+00, 2.62472e-03, 3.35584e+02
1, 10, 3.42345e-02, 1.00932e+01, 5.45899e-01, 5.45899e-01, 7.00000e+00, 9.00000e-01, 2.66844e-02, 3.35584e+02
2, 18, 6.16220e-02, 1.00851e+01, 8.73439e-01, 8.73439e-01, 7.00000e+00, 4.44444e-01, 5.49771e-02, 3.35584e+02
3, 28, 9.58565e-02, 1.00762e+01, 1.41934e+00, 1.41934e+00, 7.00000e+00, 3.57143e-01, 9.92750e-02, 3.35584e+02
4, 37, 1.26668e-01, 1.00703e+01, 1.91065e+00, 1.91065e+00, 7.00000e+00, 2.43243e-01, 1.48289e-01, 3.35584e+02
5, 47, 1.60902e-01, 1.00654e+01, 2.56573e+00, 2.56573e+00, 7.00000e+00, 2.12766e-01, 2.03680e-01, 3.35584e+02
6, 57, 1.95136e-01, 1.00613e+01, 3.11163e+00, 3.11163e+00, 7.00000e+00, 1.75439e-01, 2.76018e-01, 3.35584e+02
7, 66, 2.25947e-01, 1.00598e+01, 3.60293e+00, 3.60293e+00, 7.00000e+00, 1.36364e-01, 3.49120e-01, 3.35584e+02
8, 76, 2.60182e-01, 1.00583e+01, 4.14883e+00, 4.14883e+00, 7.00000e+00, 1.31579e-01, 3.89837e-01, 3.35584e+02
9, 85, 2.90993e-01, 1.00570e+01, 4.64014e+00, 4.64014e+00, 7.00000e+00, 1.05882e-01, 4.05577e-01, 3.35584e+02
10, 93, 3.18381e-01, 1.00557e+01, 4.96768e+00, 4.96768e+00, 7.00000e+00, 8.60215e-02, 4.29128e-01, 3.35584e+02
11, 103, 3.52615e-01, 1.00529e+01, 5.13145e+00, 5.13145e+00, 7.00000e+00, 9.70874e-02, 4.67078e-01, 3.35584e+02
12, 113, 3.86849e-01, 1.00475e+01, 5.95030e+00, 5.95030e+00, 7.00000e+00, 9.73451e-02, 4.51824e-01, 3.35584e+02
13, 122, 4.17660e-01, 1.00419e+01, 6.05948e+00, 6.05948e+00, 7.00000e+00, 1.06557e-01, 4.32273e-01, 3.35584e+02
14, 132, 4.51895e-01, 1.00353e+01, 7.20587e+00, 7.20587e+00, 7.00000e+00, 1.21212e-01, 4.83147e-01, 3.35584e+02
