controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s]
0, 1, 2.97253e-03, 1.01150e+01, 0.00000e+00, 0.00000e+00, 8.00000e+00, 1.00000e+00, 2.62472e-03
1, 5, 1.48627e-02, 1.01075e+01, 5.80596e-02, 5.80596e-02, 8.00000e+00, 8.00000e-01, 1.39316e-02
2, 9, 2.67528e-02, 1.01012e+01, 1.04507e-01, 1.04507e-01, 8.00000e+00, 4.44444e-01, 2.89771e-02
3, 14, 4.16154e-02, 1.00938e+01, 1.62567e-01, 1.62567e-01, 8.00000e+00, 3.57143e-01, 4.68566e-02
4, 18, 5.35056e-02, 1.00897e+01, 2.09015e-01, 2.09015e-01, 8.00000e+00, 2.22222e-01, 6.86282e-02
5, 21, 6.24231e-02, 1.00890e+01, 2.43850e-01, 2.43850e-01, 8.00000e+00, 1.42857e-01, 9.64678e-02
6, 26, 7.72858e-02, 1.00847e+01, 3.01910e-01, 3.01910e-01, 8.00000e+00, 1.92308e-01, 1.21611e-01
7, 31, 9.21485e-02, 1.00838e+01, 3.83193e-01, 3.83193e-01, 8.00000e+00, 1.61290e-01, 1.69600e-01
8, 35, 1.04039e-01, 1.00833e+01, 4.52865e-01, 4.52865e-01, 8.00000e+00, 1.14286e-01, 1.79500e-01
9, 39, 1.15929e-01, 1.00832e+01, 4.99313e-01, 4.99313e-01, 8.00000e+00, 1.02564e-01, 1.92937e-01
10, 43, 1.27819e-01, 1.00835e+01, 5.45760e-01, 5.45760e-01, 8.00000e+00, 9.30233e-02, 2.13019e-01
11, 47, 1.39709e-01, 1.00834e+01, 5.92208e-01, 5.92208e-01, 8.00000e+00, 8.51064e-02, 2.08934e-01
12, 53, 1.57544e-01, 1.00804e+01, 6.85103e-01, 6.85103e-01, 8.00000e+00, 1.13208e-01, 2.09401e-01
13, 57, 1.69434e-01, 1.00808e+01, 7.08327e-01, 7.08327e-01, 8.00000e+00, 7.01754e-02, 2.44162e-01
14, 61, 1.81324e-01, 1.00815e+01, 7.54775e-01, 7.54775e-01, 8.00000e+00, 6.55738e-02, 2.68350e-01
15, 66, 1.96187e-01, 1.00785e+01, 8.12834e-01, 8.12834e-01, 8.00000e+00, 7.57576e-02, 2.39655e-01
16, 69, 2.05105e-01, 1.00804e+01, 8.24446e-01, 8.24446e-01, 8.00000e+00, 4.34783e-02, 2.65578e-01
17, 74, 2.19967e-01, 1.00784e+01, 8.82506e-01, 8.82506e-01, 8.00000e+00, 6.75676e-02, 2.64989e-01
18, 79, 2.34830e-01, 1.00750e+01, 9.75401e-01, 9.75401e-01, 8.00000e+00, 6.32911e-02, 2.41364e-01
19, 82, 2.43748e-01, 1.00729e+01, 9.63789e-01, 9.63789e-01, 8.00000e+00, 3.65854e-02, 2.48166e-01
20, 86, 2.55638e-01, 1.00692e+01, 1.03346e+00, 1.03346e+00, 8.00000e+00, 4.65116e-02, 2.85502e-01
21, 92, 2.73473e-01, 1.00635e+01, 1.10313e+00, 1.10313e+00, 8.00000e+00, 7.60870e-02, 2.72522e-01
22, 96, 2.85363e-01, 1.00635e+01, 1.18442e+00, 1.18442e+00, 8.00000e+00, 7.29167e-02, 3.23456e-01
23, 100, 2.97253e-01, 1.00547e+01, 1.23086e+00, 1.23086e+00, 8.00000e+00, 1.20000e-01, 2.63735e-01
24, 104, 3.09143e-01, 1.00482e+01, 1.26570e+00, 1.26570e+00, 8.00000e+00, 1.15385e-01, 2.72580e-01
25, 108, 3.21033e-01, 1.00398e+01, 1.31215e+00, 1.31215e+00, 8.00000e+00, 1.20370e-01, 2.78017e-01
26, 112, 3.32923e-01, 1.00363e+01, 1.30054e+00, 1.30054e+00, 8.00000e+00, 1.51786e-01, 3.02175e-01
27, 116, 3.44814e-01, 1.00318e+01, 1.40504e+00, 1.40504e+00, 8.00000e+00, 1.81034e-01, 2.84469e-01
28, 120, 3.56704e-01, 1.00300e+01, 1.43988e+00, 1.43988e+00, 8.00000e+00, 2.25000e-01, 3.44852e-01
29, 126, 3.74539e-01, 1.00238e+01, 1.54439e+00, 1.54439e+00, 8.00000e+00, 2.38095e-01, 3.19086e-01
30, 130, 3.86429e-01, 1.00226e+01, 1.57922e+00, 1.57922e+00, 8.00000e+00, 2.23077e-01, 3.41239e-01
31, 134, 3.98319e-01, 1.00206e+01, 1.53277e+00, 1.53277e+00, 8.00000e+00, 2.23881e-01, 3.66724e-01
32, 139, 4.13182e-01, 1.00153e+01, 1.56761e+00, 1.56761e+00, 8.00000e+00, 2.44604e-01, 3.97193e-01
33, 143, 4.25072e-01, 1.00121e+01, 1.54439e+00, 1.54439e+00, 8.00000e+00, 2.37762e-01, 3.63725e-01
34, 147, 4.36962e-01, 1.00083e+01, 1.62567e+00, 1.62567e+00, 8.00000e+00, 2.31293e-01, 4.30816e-01
35, 152, 4.51825e-01, 1.00029e+01, 1.64889e+00, 1.64889e+00, 8.00000e+00, 2.63158e-01, 4.23474e-01
36, 156, 4.63715e-01, 1.00026e+01, 1.75340e+00, 1.75340e+00, 8.00000e+00, 2.50000e-01, 4.47740e-01
37, 160, 4.75605e-01, 1.00012e+01, 1.85791e+00, 1.85791e+00, 8.00000e+00, 2.62500e-01, 4.61032e-01
38, 165, 4.90468e-01, 9.99541e+00, 1.96241e+00, 1.96241e+00, 8.00000e+00, 2.72727e-01, 4.10101e-01
39, 169, 5.02358e-01, 9.98902e+00, 1.98564e+00, 1.98564e+00, 8.00000e+00, 2.72189e-01, 4.50928e-01
40, 173, 5.14248e-01, 9.98000e+00, 2.07853e+00, 2.07853e+00, 8.00000e+00, 2.71676e-01, 4.12331e-01
41, 178, 5.29110e-01, 9.97485e+00, 2.13659e+00, 2.13659e+00, 8.00000e+00, 2.97753e-01, 4.38047e-01
42, 182, 5.41001e-01, 9.96902e+00, 2.18304e+00, 2.18304e+00, 8.00000e+00, 3.07692e-01, 4.71688e-01
43, 186, 5.52891e-01, 9.96594e+00, 2.24110e+00, 2.24110e+00, 8.00000e+00, 3.27957e-01, 4.44748e-01
44, 190, 5.64781e-01, 9.95934e+00, 2.24110e+00, 2.24110e+00, 8.00000e+00, 3.36842e-01, 4.98064e-01
45, 195, 5.79643e-01, 9.95266e+00, 2.34561e+00, 2.34561e+00, 8.00000e+00, 3.43590e-01, 4.61566e-01
46, 200, 5.94506e-01, 9.94585e+00, 2.39206e+00, 2.39206e+00, 8.00000e+00, 3.50000e-01, 4.87873e-01
47, 204, 6.06396e-01, 9.94066e+00, 2.47334e+00, 2.47334e+00, 8.00000e+00, 3.57843e-01, 5.13944e-01
48, 208, 6.18286e-01, 9.93544e+00, 2.60107e+00, 2.60107e+00, 8.00000e+00, 3.65385e-01, 5.20589e-01
49, 213, 6.33149e-01, 9.92539e+00, 2.69397e+00, 2.69397e+00, 8.00000e+00, 3.66197e-01, 5.13921e-01
50, 217, 6.45039e-01, 9.91816e+00, 2.61268e+00, 2.61268e+00, 8.00000e+00, 3.68664e-01, 5.69339e-01
51, 221, 6.56929e-01, 9.91202e+00, 2.67074e+00, 2.67074e+00, 8.00000e+00, 3.84615e-01, 5.42635e-01
52, 226, 6.71792e-01, 9.90589e+00, 2.70558e+00, 2.70558e+00, 8.00000e+00, 3.93805e-01, 6.08931e-01
53, 229, 6.80710e-01, 9.90134e+00, 2.78686e+00, 2.78686e+00, 8.00000e+00, 4.01747e-01, 5.42472e-01
54, 234, 6.95572e-01, 9.89271e+00, 2.89137e+00, 2.89137e+00, 8.00000e+00, 4.18803e-01, 5.40746e-01
55, 239, 7.10435e-01, 9.88872e+00, 3.03071e+00, 3.03071e+00, 8.00000e+00, 4.22594e-01, 5.95365e-01
56, 242, 7.19352e-01, 9.88288e+00, 3.06555e+00, 3.06555e+00, 8.00000e+00, 4.25620e-01, 6.08942e-01
57, 246, 7.31243e-01, 9.87737e+00, 3.07716e+00, 3.07716e+00, 8.00000e+00, 4.39024e-01, 6.19947e-01
58, 250, 7.43133e-01, 9.86785e+00, 3.20489e+00, 3.20489e+00, 8.00000e+00, 4.48000e-01, 5.91539e-01
