controller=pattern horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 3.17034e-02, 1.02139e+01, 0.00000e+00, 0.00000e+00, 7.20000e+01, 1.00000e+00, 2.62472e-03, 1.15871e-04, 1.15871e-04
1, 2, 6.34067e-02, 1.02028e+01, 1.09180e-01, 1.09180e-01, 7.20000e+01, 5.00000e-01, 5.61578e-03, 1.15871e-04, 1.15871e-04
2, 3, 9.51101e-02, 1.01938e+01, 1.63770e-01, 1.63770e-01, 7.20000e+01, 3.33333e-01, 9.88982e-03, 1.15871e-04, 1.15871e-04
3, 4, 1.26813e-01, 1.01877e+01, 2.18360e-01, 2.18360e-01, 7.20000e+01, 2.50000e-01, 1.69271e-02, 1.15871e-04, 1.15871e-04
4, 5, 1.58517e-01, 1.01834e+01, 2.72950e-01, 2.72950e-01, 7.20000e+01, 2.00000e-01, 2.39385e-02, 1.15871e-04, 1.15871e-04
5, 6, 1.90220e-01, 1.01804e+01, 2.18360e-01, 2.18360e-01, 7.20000e+01, 1.66667e-01, 3.04504e-02, 1.15871e-04, 1.15871e-04
6, 7, 2.21924e-01, 1.01773e+01, 2.72950e-01, 2.72950e-01, 7.20000e+01, 1.42857e-01, 3.60793e-02, 1.15871e-04, 1.15871e-04
7, 8, 2.53627e-01, 1.01759e+01, 2.84973e-01, 2.84973e-01, 7.20000e+01, 1.25000e-01, 4.30527e-02, 1.15871e-04, 1.15871e-04
8, 9, 2.85330e-01, 1.01753e+01, 2.30383e-01, 2.30383e-01, 7.20000e+01, 1.11111e-01, 4.73841e-02, 1.15871e-04, 1.15871e-04
9, 11, 3.48737e-01, 1.01551e+01, 3.39562e-01, 3.39562e-01, 7.20000e+01, 1.81818e-01, 4.74171e-02, 1.15871e-04, 1.15871e-04
10, 12, 3.80440e-01, 1.01462e+01, 3.94152e-01, 3.94152e-01, 7.20000e+01, 8.33333e-02, 4.29464e-02, 1.15871e-04, 1.15871e-04
11, 13, 4.12144e-01, 1.01455e+01, 4.48742e-01, 4.48742e-01, 7.20000e+01, 7.69231e-02, 4.78345e-02, 1.15871e-04, 1.15871e-04
12, 14, 4.43847e-01, 1.01383e+01, 5.03332e-01, 5.03332e-01, 7.20000e+01, 1.42857e-01, 5.00410e-02, 1.15871e-04, 1.15871e-04
13, 15, 4.75550e-01, 1.01402e+01, 4.48742e-01, 4.48742e-01, 7.20000e+01, 2.00000e-01, 5.32214e-02, 1.15871e-04, 1.15871e-04
14, 16, 5.07254e-01, 1.01425e+01, 5.57922e-01, 5.57922e-01, 7.20000e+01, 1.87500e-01, 6.56284e-02, 1.15871e-04, 1.15871e-04
15, 17, 5.38957e-01, 1.01317e+01, 8.30872e-01, 8.30872e-01, 7.20000e+01, 2.35294e-01, 5.54896e-02, 1.15871e-04, 1.15871e-04
16, 18, 5.70660e-01, 1.01359e+01, 9.94641e-01, 9.94641e-01, 7.20000e+01, 2.22222e-01, 6.13584e-02, 1.15871e-04, 1.15871e-04
17, 20, 6.34067e-01, 1.01175e+01, 1.43136e+00, 1.43136e+00, 7.20000e+01, 2.50000e-01, 7.33675e-02, 1.15871e-04, 1.15871e-04
18, 21, 6.65771e-01, 1.01124e+01, 1.54054e+00, 1.54054e+00, 7.20000e+01, 1.90476e-01, 7.47633e-02, 1.15871e-04, 1.15871e-04
19, 22, 6.97474e-01, 1.01001e+01, 1.75890e+00, 1.75890e+00, 7.20000e+01, 1.81818e-01, 6.88074e-02, 1.15871e-04, 1.15871e-04
20, 23, 7.29177e-01, 1.00861e+01, 1.81349e+00, 1.81349e+00, 7.20000e+01, 1.73913e-01, 6.44724e-02, 1.15871e-04, 1.15871e-04
21, 24, 7.60881e-01, 1.00754e+01, 1.86808e+00, 1.86808e+00, 7.20000e+01, 2.08333e-01, 7.57815e-02, 1.15871e-04, 1.15871e-04
22, 25, 7.92584e-01, 1.00653e+01, 1.75890e+00, 1.75890e+00, 7.20000e+01, 2.80000e-01, 6.50180e-02, 1.15871e-04, 1.15871e-04
23, 26, 8.24287e-01, 1.00571e+01, 1.81349e+00, 1.81349e+00, 7.20000e+01, 2.69231e-01, 7.78235e-02, 1.15871e-04, 1.15871e-04
24, 27, 8.55991e-01, 1.00435e+01, 1.92267e+00, 1.92267e+00, 7.20000e+01, 2.96296e-01, 5.80962e-02, 1.15871e-04, 1.15871e-04
25, 28, 8.87694e-01, 1.00221e+01, 2.12901e+00, 2.12901e+00, 7.20000e+01, 3.92857e-01, 6.07623e-02, 1.15871e-04, 1.15871e-04
26, 29, 9.19397e-01, 1.00147e+01, 2.34737e+00, 2.34737e+00, 7.20000e+01, 3.79310e-01, 4.85147e-02, 1.15871e-04, 1.15871e-04
27, 30, 9.51101e-01, 1.00111e+01, 2.34737e+00, 2.34737e+00, 7.20000e+01, 4.00000e-01, 8.64487e-02, 1.15871e-04, 1.15871e-04
28, 31, 9.82804e-01, 1.00121e+01, 2.07442e+00, 2.07442e+00, 7.20000e+01, 4.19355e-01, 7.06539e-02, 1.15871e-04, 1.15871e-04
29, 31, 9.82804e-01, 1.00114e+01, 2.07442e+00, 2.07442e+00, 7.20000e+01, 4.19355e-01, 7.88792e-02, 1.15871e-04, 1.15871e-04
30, 31, 9.82804e-01, 1.00147e+01, 2.12901e+00, 2.12901e+00, 7.20000e+01, 4.51613e-01, 8.77391e-02, 1.15871e-04, 1.15871e-04
31, 33, 1.04621e+00, 9.99530e+00, 2.23819e+00, 2.23819e+00, 7.20000e+01, 4.84848e-01, 9.30504e-02, 1.15871e-04, 1.15871e-04
32, 34, 1.07791e+00, 9.99234e+00, 2.29278e+00, 2.29278e+00, 7.20000e+01, 4.41176e-01, 9.55105e-02, 1.15871e-04, 1.15871e-04
33, 34, 1.07791e+00, 9.98618e+00, 2.23819e+00, 2.23819e+00, 7.20000e+01, 4.41176e-01, 8.09236e-02, 1.15871e-04, 1.15871e-04
34, 36, 1.14132e+00, 9.95464e+00, 2.72950e+00, 2.72950e+00, 7.20000e+01, 5.27778e-01, 9.59239e-02, 1.15871e-04, 1.15871e-04
35, 36, 1.14132e+00, 9.94003e+00, 2.89327e+00, 2.89327e+00, 7.20000e+01, 5.27778e-01, 8.32069e-02, 1.15871e-04, 1.15871e-04
36, 38, 1.20473e+00, 9.92047e+00, 3.11163e+00, 3.11163e+00, 7.20000e+01, 5.78947e-01, 8.94886e-02, 1.15871e-04, 1.15871e-04
37, 38, 1.20473e+00, 9.93264e+00, 3.38458e+00, 3.38458e+00, 7.20000e+01, 5.52632e-01, 1.04726e-01, 1.15871e-04, 1.15871e-04
38, 39, 1.23643e+00, 9.92448e+00, 3.49375e+00, 3.49375e+00, 7.20000e+01, 5.64103e-01, 1.01534e-01, 1.15871e-04, 1.15871e-04
39, 40, 1.26813e+00, 9.91457e+00, 3.76670e+00, 3.76670e+00, 7.20000e+01, 5.75000e-01, 1.00150e-01, 1.15871e-04, 1.15871e-04
40, 41, 1.29984e+00, 9.90907e+00, 3.49375e+00, 3.49375e+00, 7.20000e+01, 5.60976e-01, 1.17307e-01, 1.15871e-04, 1.15871e-04
41, 43, 1.36324e+00, 9.89571e+00, 3.71211e+00, 3.71211e+00, 7.20000e+01, 5.81395e-01, 1.26413e-01, 1.15871e-04, 1.15871e-04
42, 44, 1.39495e+00, 9.87185e+00, 3.71211e+00, 3.71211e+00, 7.20000e+01, 5.68182e-01, 1.21726e-01, 1.15871e-04, 1.15871e-04
43, 45, 1.42665e+00, 9.86691e+00, 3.82129e+00, 3.82129e+00, 7.20000e+01, 5.77778e-01, 1.36864e-01, 1.15871e-04, 1.15871e-04
44, 46, 1.45835e+00, 9.85779e+00, 3.87588e+00, 3.87588e+00, 7.20000e+01, 6.08696e-01, 1.27457e-01, 1.15871e-04, 1.15871e-04
45, 47, 1.49006e+00, 9.86203e+00, 4.14883e+00, 4.14883e+00, 7.20000e+01, 6.17021e-01, 1.30346e-01, 1.15871e-04, 1.15871e-04
46, 48, 1.52176e+00, 9.86297e+00, 4.20342e+00, 4.20342e+00, 7.20000e+01, 6.04167e-01, 1.37911e-01, 1.15871e-04, 1.15871e-04
47, 49, 1.55346e+00, 9.86187e+00, 4.42178e+00, 4.42178e+00, 7.20000e+01, 5.91837e-01, 1.30370e-01, 1.15871e-04, 1.15871e-04
48, 50, 1.58517e+00, 9.85773e+00, 4.69473e+00, 4.69473e+00, 7.20000e+01, 6.00000e-01, 1.34845e-01, 1.15871e-04, 1.15871e-04
49, 52, 1.64857e+00, 9.83474e+00, 4.64014e+00, 4.64014e+00, 7.20000e+01, 6.15385e-01, 1.38177e-01, 1.15871e-04, 1.15871e-04
50, 53, 1.68028e+00, 9.82328e+00, 4.74932e+00, 4.74932e+00, 7.20000e+01, 6.03774e-01, 1.31683e-01, 1.15871e-04, 1.15871e-04
51, 54, 1.71198e+00, 9.82008e+00, 5.07686e+00, 5.07686e+00, 7.20000e+01, 6.11111e-01, 1.46731e-01, 1.15871e-04, 1.15871e-04
52, 55, 1.74368e+00, 9.80455e+00, 5.45899e+00, 5.45899e+00, 7.20000e+01, 6.00000e-01, 1.26828e-01, 1.15871e-04, 1.15871e-04
