controller=local horizon=1 threshold=0.0
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time
0, 1, 3.42345e-03, 1.01039e+01, 0.00000e+00, 0.00000e+00, -6.21000e+02, 1.00000e+00, 2.62472e-03, 2.38657e-04
1, 10, 3.42345e-02, 1.00932e+01, 5.45899e-01, 5.45899e-01, -6.21000e+02, 9.00000e-01, 2.66844e-02, 2.38657e-04
2, 18, 6.16220e-02, 1.00851e+01, 8.73439e-01, 8.73439e-01, -6.21000e+02, 4.44444e-01, 5.49771e-02, 2.38657e-04
3, 28, 9.58565e-02, 1.00762e+01, 1.41934e+00, 1.41934e+00, -6.21000e+02, 3.57143e-01, 9.92750e-02, 2.38657e-04
4, 37, 1.26668e-01, 1.00703e+01, 1.91065e+00, 1.91065e+00, -6.21000e+02, 2.43243e-01, 1.48289e-01, 2.38657e-04
5, 47, 1.60902e-01, 1.00654e+01, 2.56573e+00, 2.56573e+00, -6.21000e+02, 2.12766e-01, 2.03680e-01, 2.38657e-04
6, 57, 1.95136e-01, 1.00613e+01, 3.11163e+00, 3.11163e+00, -6.21000e+02, 1.75439e-01, 2.76018e-01, 2.38657e-04
7, 66, 2.25947e-01, 1.00598e+01, 3.60293e+00, 3.60293e+00, -6.21000e+02, 1.36364e-01, 3.49120e-01, 2.38657e-04
8, 76, 2.60182e-01, 1.00583e+01, 4.14883e+00, 4.14883e+00, -6.21000e+02, 1.31579e-01, 3.89837e-01, 2.38657e-04
9, 85, 2.90993e-01, 1.00569e+01, 4.64014e+00, 4.64014e+00, -6.21000e+02, 1.05882e-01, 4.09192e-01, 2.38657e-04
10, 93, 3.18381e-01, 1.00553e+01, 5.07686e+00, 5.07686e+00, -6.21000e+02, 8.60215e-02, 4.16784e-01, 2.38657e-04
11, 103, 3.52615e-01, 1.00528e+01, 5.29522e+00, 5.29522e+00, -6.21000e+02, 9.70874e-02, 4.83010e-01, 2.38657e-04
12, 113, 3.86849e-01, 1.00472e+01, 5.95030e+00, 5.95030e+00, -6.21000e+02, 9.73451e-02, 4.45932e-01, 2.38657e-04
13, 122, 4.17660e-01, 1.00426e+01, 6.38702e+00, 6.38702e+00, -6.21000e+02, 8.19672e-02, 4.39934e-01, 2.38657e-04
14, 132, 4.51895e-01, 1.00361e+01, 7.53341e+00, 7.53341e+00, -6.21000e+02, 1.21212e-01, 4.83930e-01, 2.38657e-04
15, 140, 4.79283e-01, 1.00340e+01, 8.07931e+00, 8.07931e+00, -6.21000e+02, 1.21429e-01, 4.77379e-01, 2.38657e-04
16, 151, 5.16940e-01, 1.00298e+01, 9.22570e+00, 9.22570e+00, -6.21000e+02, 1.65563e-01, 5.34371e-01, 2.38657e-04
17, 159, 5.44328e-01, 1.00268e+01, 9.55324e+00, 9.55324e+00, -6.21000e+02, 1.69811e-01, 5.25403e-01, 2.38657e-04
18, 168, 5.75139e-01, 1.00206e+01, 1.00991e+01, 1.00991e+01, -6.21000e+02, 1.90476e-01, 5.30464e-01, 2.38657e-04
19, 179, 6.12797e-01, 1.00156e+01, 9.88078e+00, 9.88078e+00, -6.21000e+02, 2.06704e-01, 5.79808e-01, 2.38657e-04
20, 187, 6.40185e-01, 1.00109e+01, 1.02083e+01, 1.02083e+01, -6.21000e+02, 2.13904e-01, 5.58487e-01, 2.38657e-04
21, 194, 6.64149e-01, 1.00081e+01, 1.08088e+01, 1.08088e+01, -6.21000e+02, 2.16495e-01, 5.92767e-01, 2.38657e-04
22, 203, 6.94960e-01, 1.00074e+01, 1.11909e+01, 1.11909e+01, -6.21000e+02, 2.21675e-01, 5.89739e-01, 2.38657e-04
23, 213, 7.29194e-01, 1.00014e+01, 1.26103e+01, 1.26103e+01, -6.21000e+02, 2.30047e-01, 6.59212e-01, 2.38657e-04
24, 224, 7.66852e-01, 9.99567e+00, 1.36475e+01, 1.36475e+01, -6.21000e+02, 2.41071e-01, 6.61609e-01, 2.38657e-04
25, 234, 8.01087e-01, 9.99159e+00, 1.47939e+01, 1.47939e+01, -6.21000e+02, 2.35043e-01, 6.82509e-01, 2.38657e-04
